pat	smp1	smp2	clonal_dist	td	pd
K243	K243_R12	K243_R21	1	0.15581692035578099	0.12
K243	K243_R12	K243_R23	3	0.2706729377059659	0.04999999999999999
K243	K243_R12	K243_R23	3	0.2706729377059659	0.04999999999999999
K243	K243_R12	K243_R23	3	0.2706729377059659	0.04999999999999999
K243	K243_R12	K243_R23	3	0.2706729377059659	0.04999999999999999
K243	K243_R12	K243_R23	3	0.2706729377059659	0.04999999999999999
K243	K243_R12	K243_R24	0	0.2144858157306243	0.09000000000000002
K243	K243_R12	K243_R24	0	0.2144858157306243	0.09000000000000002
K243	K243_R12	K243_R24	0	0.2144858157306243	0.09000000000000002
K243	K243_R12	K243_R3	2	0.15203979323716355	0.15000000000000002
K243	K243_R12	K243_R3	2	0.15203979323716355	0.15000000000000002
K243	K243_R12	K243_R3	2	0.15203979323716355	0.15000000000000002
K243	K243_R12	K243_R3	2	0.15203979323716355	0.15000000000000002
K243	K243_R12	K243_R5	1	0.17447851593931119	0.2
K243	K243_R12	K243_R5	1	0.17447851593931119	0.2
K243	K243_R12	K243_R5	1	0.17447851593931119	0.2
K243	K243_R12	K243_R6	1	0.14670818800345586	0.31000000000000005
K243	K243_R12	K243_R6	1	0.14670818800345586	0.31000000000000005
K243	K243_R12	K243_R6	1	0.14670818800345586	0.31000000000000005
K243	K243_R12	K243_R7	1	0.15479302516830684	0.08000000000000002
K243	K243_R12	K243_R7	1	0.15479302516830684	0.08000000000000002
K243	K243_R12	K243_R7	1	0.15479302516830684	0.08000000000000002
K243	K243_R12	K243_THR2	1	0.14143021840515024	0.28
K243	K243_R12	K243_THR2	1	0.14143021840515024	0.28
K243	K243_R12	K243_THR2	1	0.14143021840515024	0.28
K243	K243_R13	K243_R15	0	0.08423486259643775	0.14000000000000007
K243	K243_R13	K243_R15	0	0.08423486259643775	0.14000000000000007
K243	K243_R13	K243_R15	0	0.08423486259643775	0.14000000000000007
K243	K243_R13	K243_R20	2	0.08848145762599935	0.040000000000000036
K243	K243_R13	K243_R20	2	0.08848145762599935	0.040000000000000036
K243	K243_R13	K243_R20	2	0.08848145762599935	0.040000000000000036
K243	K243_R13	K243_R21	2	0.22040111935083362	0.19000000000000006
K243	K243_R13	K243_R21	2	0.22040111935083362	0.19000000000000006
K243	K243_R13	K243_R21	2	0.22040111935083362	0.19000000000000006
K243	K243_R13	K243_R23	4	0.29260618995723187	0.26000000000000006
K243	K243_R13	K243_R23	4	0.29260618995723187	0.26000000000000006
K243	K243_R13	K243_R23	4	0.29260618995723187	0.26000000000000006
K243	K243_R13	K243_R23	4	0.29260618995723187	0.26000000000000006
K243	K243_R13	K243_R23	4	0.29260618995723187	0.26000000000000006
K243	K243_R13	K243_R24	1	0.13441270310082465	0.22000000000000003
K243	K243_R13	K243_R24	1	0.13441270310082465	0.22000000000000003
K243	K243_R13	K243_R24	1	0.13441270310082465	0.22000000000000003
K243	K243_R13	K243_R3	3	0.1853145970157768	0.16000000000000003
K243	K243_R13	K243_R3	3	0.1853145970157768	0.16000000000000003
K243	K243_R13	K243_R3	3	0.1853145970157768	0.16000000000000003
K243	K243_R13	K243_R3	3	0.1853145970157768	0.16000000000000003
K243	K243_R13	K243_R5	2	0.20457048067776262	0.11000000000000004
K243	K243_R13	K243_R5	2	0.20457048067776262	0.11000000000000004
K243	K243_R13	K243_R5	2	0.20457048067776262	0.11000000000000004
K243	K243_R13	K243_R6	2	0.159535101588137	0
K243	K243_R13	K243_R6	2	0.159535101588137	0
K243	K243_R13	K243_R6	2	0.159535101588137	0
K243	K243_R13	K243_R7	2	0.21434959697933775	0.23000000000000004
K243	K243_R13	K243_R7	2	0.21434959697933775	0.23000000000000004
K243	K243_R13	K243_R7	2	0.21434959697933775	0.23000000000000004
K243	K243_R13	K243_THR2	2	0.16031425888471096	0.030000000000000027
K243	K243_R13	K243_THR2	2	0.16031425888471096	0.030000000000000027
K243	K243_R13	K243_THR2	2	0.16031425888471096	0.030000000000000027
K243	K243_R15	K243_R20	2	0.09584685184770425	0.10000000000000003
K243	K243_R15	K243_R20	2	0.09584685184770425	0.10000000000000003
K243	K243_R15	K243_R20	2	0.09584685184770425	0.10000000000000003
K243	K243_R15	K243_R21	2	0.1851583748646929	0.04999999999999999
K243	K243_R15	K243_R21	2	0.1851583748646929	0.04999999999999999
K243	K243_R15	K243_R21	2	0.1851583748646929	0.04999999999999999
K243	K243_R15	K243_R23	4	0.2864580137754792	0.12
K243	K243_R15	K243_R23	4	0.2864580137754792	0.12
K243	K243_R15	K243_R23	4	0.2864580137754792	0.12
K243	K243_R15	K243_R23	4	0.2864580137754792	0.12
K243	K243_R15	K243_R23	4	0.2864580137754792	0.12
K243	K243_R15	K243_R24	1	0.15780132195360452	0.07999999999999996
K243	K243_R15	K243_R24	1	0.15780132195360452	0.07999999999999996
K243	K243_R15	K243_R3	3	0.2022476057220315	0.019999999999999962
K243	K243_R15	K243_R3	3	0.2022476057220315	0.019999999999999962
K243	K243_R15	K243_R3	3	0.2022476057220315	0.019999999999999962
K243	K243_R15	K243_R3	3	0.2022476057220315	0.019999999999999962
K243	K243_R15	K243_R5	2	0.18247812285354925	0.030000000000000027
K243	K243_R15	K243_R5	2	0.18247812285354925	0.030000000000000027
K243	K243_R15	K243_R5	2	0.18247812285354925	0.030000000000000027
K243	K243_R15	K243_R6	2	0.1114366178753754	0.14000000000000007
K243	K243_R15	K243_R6	2	0.1114366178753754	0.14000000000000007
K243	K243_R15	K243_R6	2	0.1114366178753754	0.14000000000000007
K243	K243_R15	K243_R7	2	0.21469603974294338	0.08999999999999997
K243	K243_R15	K243_R7	2	0.21469603974294338	0.08999999999999997
K243	K243_R15	K243_R7	2	0.21469603974294338	0.08999999999999997
K243	K243_R15	K243_THR2	2	0.12755113491435488	0.11000000000000004
K243	K243_R15	K243_THR2	2	0.12755113491435488	0.11000000000000004
K243	K243_R15	K243_THR2	2	0.12755113491435488	0.11000000000000004
K243	K243_R20	K243_R21	1	0.18190770316265148	0.15000000000000002
K243	K243_R20	K243_R21	1	0.18190770316265148	0.15000000000000002
K243	K243_R20	K243_R21	1	0.18190770316265148	0.15000000000000002
K243	K243_R20	K243_R23	3	0.26168657917475535	0.22000000000000003
K243	K243_R20	K243_R23	3	0.26168657917475535	0.22000000000000003
K243	K243_R20	K243_R23	3	0.26168657917475535	0.22000000000000003
K243	K243_R20	K243_R23	3	0.26168657917475535	0.22000000000000003
K243	K243_R20	K243_R23	3	0.26168657917475535	0.22000000000000003
K243	K243_R20	K243_R24	0	0.16007559622255896	0.18
K243	K243_R20	K243_R24	0	0.16007559622255896	0.18
K243	K243_R20	K243_R24	0	0.16007559622255896	0.18
K243	K243_R20	K243_R3	2	0.15039193925604732	0.12
K243	K243_R20	K243_R3	2	0.15039193925604732	0.12
K243	K243_R20	K243_R3	2	0.15039193925604732	0.12
K243	K243_R20	K243_R3	2	0.15039193925604732	0.12
K243	K243_R20	K243_R5	1	0.15524692094119563	0.07
K243	K243_R20	K243_R5	1	0.15524692094119563	0.07
K243	K243_R20	K243_R5	1	0.15524692094119563	0.07
K243	K243_R20	K243_R6	1	0.10484361883433879	0.040000000000000036
K243	K243_R20	K243_R6	1	0.10484361883433879	0.040000000000000036
K243	K243_R20	K243_R6	1	0.10484361883433879	0.040000000000000036
K243	K243_R20	K243_R7	1	0.18284532631839245	0.19
K243	K243_R20	K243_R7	1	0.18284532631839245	0.19
K243	K243_R20	K243_R7	1	0.18284532631839245	0.19
K243	K243_R20	K243_THR2	1	0.1294876857088123	0.010000000000000009
K243	K243_R20	K243_THR2	1	0.1294876857088123	0.010000000000000009
K243	K243_R20	K243_THR2	1	0.1294876857088123	0.010000000000000009
K243	K243_R21	K243_R23	3	0.18383974525279267	0.07
K243	K243_R21	K243_R23	3	0.18383974525279267	0.07
K243	K243_R21	K243_R23	3	0.18383974525279267	0.07
K243	K243_R21	K243_R23	3	0.18383974525279267	0.07
K243	K243_R21	K243_R23	3	0.18383974525279267	0.07
K243	K243_R21	K243_R24	0	0.3144035800568571	0.02999999999999997
K243	K243_R21	K243_R24	0	0.3144035800568571	0.02999999999999997
K243	K243_R21	K243_R24	0	0.3144035800568571	0.02999999999999997
K243	K243_R21	K243_R3	2	0.15162495204512494	0.030000000000000027
K243	K243_R21	K243_R3	2	0.15162495204512494	0.030000000000000027
K243	K243_R21	K243_R3	2	0.15162495204512494	0.030000000000000027
K243	K243_R21	K243_R3	2	0.15162495204512494	0.030000000000000027
K243	K243_R21	K243_R5	1	0.207510733716054	0.08000000000000002
K243	K243_R21	K243_R5	1	0.207510733716054	0.08000000000000002
K243	K243_R21	K243_R5	1	0.207510733716054	0.08000000000000002
K243	K243_R21	K243_R6	1	0.1531304666386719	0.19000000000000006
K243	K243_R21	K243_R6	1	0.1531304666386719	0.19000000000000006
K243	K243_R21	K243_R6	1	0.1531304666386719	0.19000000000000006
K243	K243_R21	K243_R7	1	0.16314905440632965	0.03999999999999998
K243	K243_R21	K243_R7	1	0.16314905440632965	0.03999999999999998
K243	K243_R21	K243_R7	1	0.16314905440632965	0.03999999999999998
K243	K243_R21	K243_THR2	1	0.13994767652172324	0.16000000000000003
K243	K243_R21	K243_THR2	1	0.13994767652172324	0.16000000000000003
K243	K243_R21	K243_THR2	1	0.13994767652172324	0.16000000000000003
K243	K243_R23	K243_R24	0	0.37342718072218517	0.040000000000000036
K243	K243_R23	K243_R24	0	0.37342718072218517	0.040000000000000036
K243	K243_R23	K243_R24	0	0.37342718072218517	0.040000000000000036
K243	K243_R23	K243_R24	0	0.37342718072218517	0.040000000000000036
K243	K243_R23	K243_R24	0	0.37342718072218517	0.040000000000000036
K243	K243_R23	K243_R3	1	0.21755023820549035	0.10000000000000003
K243	K243_R23	K243_R3	1	0.21755023820549035	0.10000000000000003
K243	K243_R23	K243_R3	1	0.21755023820549035	0.10000000000000003
K243	K243_R23	K243_R3	1	0.21755023820549035	0.10000000000000003
K243	K243_R23	K243_R3	1	0.21755023820549035	0.10000000000000003
K243	K243_R23	K243_R5	1	0.23165472921086705	0.15000000000000002
K243	K243_R23	K243_R5	1	0.23165472921086705	0.15000000000000002
K243	K243_R23	K243_R5	1	0.23165472921086705	0.15000000000000002
K243	K243_R23	K243_R5	1	0.23165472921086705	0.15000000000000002
K243	K243_R23	K243_R5	1	0.23165472921086705	0.15000000000000002
K243	K243_R23	K243_R6	1	0.20191260030297165	0.26000000000000006
K243	K243_R23	K243_R6	1	0.20191260030297165	0.26000000000000006
K243	K243_R23	K243_R6	1	0.20191260030297165	0.26000000000000006
K243	K243_R23	K243_R6	1	0.20191260030297165	0.26000000000000006
K243	K243_R23	K243_R6	1	0.20191260030297165	0.26000000000000006
K243	K243_R23	K243_R7	1	0.23654317391591895	0.030000000000000027
K243	K243_R23	K243_R7	1	0.23654317391591895	0.030000000000000027
K243	K243_R23	K243_R7	1	0.23654317391591895	0.030000000000000027
K243	K243_R23	K243_R7	1	0.23654317391591895	0.030000000000000027
K243	K243_R23	K243_R7	1	0.23654317391591895	0.030000000000000027
K243	K243_R23	K243_THR2	1	0.25046622491847104	0.23000000000000004
K243	K243_R23	K243_THR2	1	0.25046622491847104	0.23000000000000004
K243	K243_R23	K243_THR2	1	0.25046622491847104	0.23000000000000004
K243	K243_R23	K243_THR2	1	0.25046622491847104	0.23000000000000004
K243	K243_R23	K243_THR2	1	0.25046622491847104	0.23000000000000004
K243	K243_R24	K243_R3	2	0.296756250974722	0.06
K243	K243_R24	K243_R3	2	0.296756250974722	0.06
K243	K243_R24	K243_R3	2	0.296756250974722	0.06
K243	K243_R24	K243_R3	2	0.296756250974722	0.06
K243	K243_R24	K243_R5	1	0.2666692052445875	0.10999999999999999
K243	K243_R24	K243_R5	1	0.2666692052445875	0.10999999999999999
K243	K243_R24	K243_R5	1	0.2666692052445875	0.10999999999999999
K243	K243_R24	K243_R6	1	0.20577131602943066	0.22000000000000003
K243	K243_R24	K243_R6	1	0.20577131602943066	0.22000000000000003
K243	K243_R24	K243_R6	1	0.20577131602943066	0.22000000000000003
K243	K243_R24	K243_R7	1	0.3046906369655529	0.010000000000000009
K243	K243_R24	K243_R7	1	0.3046906369655529	0.010000000000000009
K243	K243_R24	K243_R7	1	0.3046906369655529	0.010000000000000009
K243	K243_R24	K243_THR2	1	0.26586086146633336	0.19
K243	K243_R24	K243_THR2	1	0.26586086146633336	0.19
K243	K243_R24	K243_THR2	1	0.26586086146633336	0.19
K243	K243_R3	K243_R5	1	0.21157651284177337	0.04999999999999999
K243	K243_R3	K243_R5	1	0.21157651284177337	0.04999999999999999
K243	K243_R3	K243_R5	1	0.21157651284177337	0.04999999999999999
K243	K243_R3	K243_R5	1	0.21157651284177337	0.04999999999999999
K243	K243_R3	K243_R6	1	0.15684980391849324	0.16000000000000003
K243	K243_R3	K243_R6	1	0.15684980391849324	0.16000000000000003
K243	K243_R3	K243_R6	1	0.15684980391849324	0.16000000000000003
K243	K243_R3	K243_R6	1	0.15684980391849324	0.16000000000000003
K243	K243_R3	K243_R7	1	0.18317445544121325	0.07
K243	K243_R3	K243_R7	1	0.18317445544121325	0.07
K243	K243_R3	K243_R7	1	0.18317445544121325	0.07
K243	K243_R3	K243_R7	1	0.18317445544121325	0.07
K243	K243_R3	K243_THR2	1	0.15847736266783907	0.13
K243	K243_R3	K243_THR2	1	0.15847736266783907	0.13
K243	K243_R3	K243_THR2	1	0.15847736266783907	0.13
K243	K243_R3	K243_THR2	1	0.15847736266783907	0.13
K243	K243_R5	K243_R6	1	0.09699608438479224	0.11000000000000004
K243	K243_R5	K243_R6	1	0.09699608438479224	0.11000000000000004
K243	K243_R5	K243_R6	1	0.09699608438479224	0.11000000000000004
K243	K243_R5	K243_R7	1	0.12240519277791606	0.12
K243	K243_R5	K243_R7	1	0.12240519277791606	0.12
K243	K243_R5	K243_R7	1	0.12240519277791606	0.12
K243	K243_R5	K243_THR2	1	0.19112995863558946	0.08000000000000002
K243	K243_R5	K243_THR2	1	0.19112995863558946	0.08000000000000002
K243	K243_R5	K243_THR2	1	0.19112995863558946	0.08000000000000002
K243	K243_R6	K243_R7	1	0.1577206269468031	0.23000000000000004
K243	K243_R6	K243_R7	1	0.1577206269468031	0.23000000000000004
K243	K243_R6	K243_R7	1	0.1577206269468031	0.23000000000000004
K243	K243_R6	K243_THR2	1	0.13225355201939837	0.030000000000000027
K243	K243_R6	K243_THR2	1	0.13225355201939837	0.030000000000000027
K243	K243_R6	K243_THR2	1	0.13225355201939837	0.030000000000000027
K243	K243_R7	K243_THR2	1	0.19661868745898992	0.2
K243	K243_R7	K243_THR2	1	0.19661868745898992	0.2
K243	K243_R7	K243_THR2	1	0.19661868745898992	0.2
K245	K245_R14	K245_R9	0	0.18955865653836756	0.12
K245	K245_R14	K245_R9	0	0.18955865653836756	0.12
K245	K245_R14	K245_THR1	2	0.1991931315975225	0.04999999999999999
K245	K245_R14	K245_THR1	2	0.1991931315975225	0.04999999999999999
K245	K245_R14	K245_THR1	2	0.1991931315975225	0.04999999999999999
K245	K245_R14	K245_THR1	2	0.1991931315975225	0.04999999999999999
K245	K245_R14	K245_THR4	1	0.21125930211387478	0.28
K245	K245_R14	K245_THR4	1	0.21125930211387478	0.28
K245	K245_R14	K245_THR4	1	0.21125930211387478	0.28
K245	K245_R9	K245_THR1	3	0.2735118315827799	0.16999999999999998
K245	K245_R9	K245_THR1	3	0.2735118315827799	0.16999999999999998
K245	K245_R9	K245_THR1	3	0.2735118315827799	0.16999999999999998
K245	K245_R9	K245_THR1	3	0.2735118315827799	0.16999999999999998
K245	K245_R9	K245_THR4	2	0.25383763727619624	0.16000000000000003
K245	K245_R9	K245_THR4	2	0.25383763727619624	0.16000000000000003
K245	K245_R9	K245_THR4	2	0.25383763727619624	0.16000000000000003
K245	K245_THR1	K245_THR4	0	0.0954009779147682	0.33
K245	K245_THR1	K245_THR4	0	0.0954009779147682	0.33
K245	K245_THR1	K245_THR4	0	0.0954009779147682	0.33
K245	K245_THR1	K245_THR4	0	0.0954009779147682	0.33
K253	K253_R10	K253_R7	0	0.1960544219061301	0.1100000000000001
K255	K255_R12	K255_R3	1	0.028938592580411315	0.18999999999999997
K255	K255_R12	K255_R3	1	0.028938592580411315	0.18999999999999997
K255	K255_R12	K255_R7	0	0.07480069860791194	0.18999999999999997
K255	K255_R12	K255_R7	0	0.07480069860791194	0.18999999999999997
K255	K255_R12	K255_THR1	0	0.09568166203528339	0.040000000000000036
K255	K255_R12	K255_THR1	0	0.09568166203528339	0.040000000000000036
K255	K255_R3	K255_R7	1	0.0746297889296299	0
K255	K255_R3	K255_R7	1	0.0746297889296299	0
K255	K255_R3	K255_THR1	1	0.09237700584056119	0.23
K255	K255_R3	K255_THR1	1	0.09237700584056119	0.23
K255	K255_R7	K255_THR1	0	0.06763803341831331	0.23
K255	K255_R7	K255_THR1	0	0.06763803341831331	0.23
K265	K265_R1	K265_R5	2	0.13818588128382903	0.030000000000000027
K265	K265_R1	K265_R5	2	0.13818588128382903	0.030000000000000027
K265	K265_R1	K265_R7	2	0.21111137289984605	0.21999999999999997
K265	K265_R1	K265_R7	2	0.21111137289984605	0.21999999999999997
K265	K265_R5	K265_R7	1	0.09321736507874268	0.18999999999999995
K265	K265_R5	K265_R7	1	0.09321736507874268	0.18999999999999995
K276	K276_R14	K276_R18	3	0.3077631526615283	0.019999999999999962
K276	K276_R14	K276_R18	3	0.3077631526615283	0.019999999999999962
K276	K276_R14	K276_R18	3	0.3077631526615283	0.019999999999999962
K276	K276_R14	K276_R18	3	0.3077631526615283	0.019999999999999962
K276	K276_R14	K276_R18	3	0.3077631526615283	0.019999999999999962
K276	K276_R14	K276_THR1	0	0.19779825415534413	0.21999999999999997
K276	K276_R14	K276_THR1	0	0.19779825415534413	0.21999999999999997
K276	K276_R14	K276_THR1	0	0.19779825415534413	0.21999999999999997
K276	K276_R18	K276_THR1	0	0.45001183534539446	0.2
K276	K276_R18	K276_THR1	0	0.45001183534539446	0.2
K276	K276_R18	K276_THR1	0	0.45001183534539446	0.2
K276	K276_R18	K276_THR1	0	0.45001183534539446	0.2
K276	K276_R18	K276_THR1	0	0.45001183534539446	0.2
K280	K280_M11	K280_R17	1	0.202928690451751	0.18000000000000005
K280	K280_M11	K280_R17	1	0.202928690451751	0.18000000000000005
K280	K280_M11	K280_R17	1	0.202928690451751	0.18000000000000005
K308	K308_R1	K308_R3	1	0.19019959477127324	0.37000000000000005
K308	K308_R1	K308_R3	1	0.19019959477127324	0.37000000000000005
K308	K308_R1	K308_R3	1	0.19019959477127324	0.37000000000000005
K308	K308_R1	K308_R4	1	0.069558947606838	0.050000000000000044
K308	K308_R1	K308_R4	1	0.069558947606838	0.050000000000000044
K308	K308_R1	K308_R4	1	0.069558947606838	0.050000000000000044
K308	K308_R3	K308_R4	1	0.1365811549559376	0.32
K308	K308_R3	K308_R4	1	0.1365811549559376	0.32
K326	K326_CB1	K326_R4	1	0.4421618576572047	0.15999999999999998
K326	K326_CB1	K326_R4	1	0.4421618576572047	0.15999999999999998
K326	K326_CB1	K326_R4	1	0.4421618576572047	0.15999999999999998
K326	K326_CB1	K326_R4	1	0.4421618576572047	0.15999999999999998
K328	K328_R1	K328_R13	0	0.08383079712636665	0.21000000000000002
K328	K328_R1	K328_R13	0	0.08383079712636665	0.21000000000000002
K328	K328_R1	K328_R16	1	0.15936457017458316	0.10999999999999999
K328	K328_R1	K328_R16	1	0.15936457017458316	0.10999999999999999
K328	K328_R1	K328_R18	1	0.15298905638398363	0.18
K328	K328_R1	K328_R18	1	0.15298905638398363	0.18
K328	K328_R1	K328_R19	1	0.044171455999691855	0.14
K328	K328_R1	K328_R19	1	0.044171455999691855	0.14
K328	K328_R13	K328_R16	1	0.16987453599184643	0.10000000000000003
K328	K328_R13	K328_R16	1	0.16987453599184643	0.10000000000000003
K328	K328_R13	K328_R18	1	0.10051069177862959	0.030000000000000027
K328	K328_R13	K328_R18	1	0.10051069177862959	0.030000000000000027
K328	K328_R13	K328_R19	1	0.08689229687429445	0.07
K328	K328_R13	K328_R19	1	0.08689229687429445	0.07
K328	K328_R16	K328_R18	1	0.15327052831800603	0.07
K328	K328_R16	K328_R18	1	0.15327052831800603	0.07
K328	K328_R16	K328_R19	1	0.11391196595040343	0.030000000000000027
K328	K328_R16	K328_R19	1	0.11391196595040343	0.030000000000000027
K328	K328_R18	K328_R19	1	0.14913126289927914	0.03999999999999998
K328	K328_R18	K328_R19	1	0.14913126289927914	0.03999999999999998
K334	K334_R11	K334_R6	2	0.19015416596059764	0.10999999999999999
K334	K334_R11	K334_R6	2	0.19015416596059764	0.10999999999999999
K357	K357_R3	K357_R7	0	0.4519337890928501	NA
K360	K360_R1	K360_R5	2	0.11801795634320245	0.08000000000000002
K360	K360_R1	K360_R5	2	0.11801795634320245	0.08000000000000002
K360	K360_R1	K360_R5	2	0.11801795634320245	0.08000000000000002
K360	K360_R1	K360_R5	2	0.11801795634320245	0.08000000000000002
K376	K376_M2	K376_M5	0	0.07866887447424187	0.13
K376	K376_M2	K376_R3	0	0.1401615421050948	0.03999999999999998
K376	K376_M2	K376_R9	0	0.13877137850635224	0.10999999999999999
K376	K376_M5	K376_R3	0	0.16473664605999083	0.16999999999999998
K376	K376_M5	K376_R9	0	0.16222026961023217	0.020000000000000018
K376	K376_R3	K376_R9	0	0.12953582464593183	0.14999999999999997
K379	K379_R18	K379_R19	1	0.21719429251514022	0.03999999999999998
K379	K379_R18	K379_R19	1	0.21719429251514022	0.03999999999999998
K379	K379_R18	K379_R27	1	0.0586652478895453	0.07
K379	K379_R18	K379_R27	1	0.0586652478895453	0.07
K379	K379_R18	K379_R29	1	0.0742411415877201	0.010000000000000009
K379	K379_R18	K379_R29	1	0.0742411415877201	0.010000000000000009
K379	K379_R19	K379_R27	1	0.22679124363227487	0.10999999999999999
K379	K379_R19	K379_R27	1	0.22679124363227487	0.10999999999999999
K379	K379_R19	K379_R29	1	0.2406713203697548	0.04999999999999999
K379	K379_R19	K379_R29	1	0.2406713203697548	0.04999999999999999
K379	K379_R27	K379_R29	1	0.02735182339256992	0.06
K379	K379_R27	K379_R29	1	0.02735182339256992	0.06
K386	K386_R31	K386_R4	1	0.25951934862342485	0.16999999999999993
K386	K386_R31	K386_R4	1	0.25951934862342485	0.16999999999999993
K386	K386_R31	K386_R4	1	0.25951934862342485	0.16999999999999993
K386	K386_R31	K386_R64	1	0.09795815517249007	0.050000000000000044
K386	K386_R31	K386_R64	1	0.09795815517249007	0.050000000000000044
K386	K386_R31	K386_R64	1	0.09795815517249007	0.050000000000000044
K386	K386_R31	K386_R67	1	0.1304533123525793	0.04999999999999993
K386	K386_R31	K386_R67	1	0.1304533123525793	0.04999999999999993
K386	K386_R31	K386_R67	1	0.1304533123525793	0.04999999999999993
K386	K386_R31	K386_R79	1	0.3494291938953773	0.26
K386	K386_R31	K386_R79	1	0.3494291938953773	0.26
K386	K386_R31	K386_R79	1	0.3494291938953773	0.26
K386	K386_R4	K386_R64	1	0.2651140038156534	0.21999999999999997
K386	K386_R4	K386_R64	1	0.2651140038156534	0.21999999999999997
K386	K386_R4	K386_R64	1	0.2651140038156534	0.21999999999999997
K386	K386_R4	K386_R67	1	0.24587175104778436	0.12
K386	K386_R4	K386_R67	1	0.24587175104778436	0.12
K386	K386_R4	K386_R67	1	0.24587175104778436	0.12
K386	K386_R4	K386_R79	0	0.18626224055331253	0.09000000000000008
K386	K386_R4	K386_R79	0	0.18626224055331253	0.09000000000000008
K386	K386_R4	K386_R79	0	0.18626224055331253	0.09000000000000008
K386	K386_R64	K386_R67	1	0.10074069651726769	0.09999999999999998
K386	K386_R64	K386_R67	1	0.10074069651726769	0.09999999999999998
K386	K386_R64	K386_R67	1	0.10074069651726769	0.09999999999999998
K386	K386_R64	K386_R79	1	0.35748284611316106	0.31000000000000005
K386	K386_R64	K386_R79	1	0.35748284611316106	0.31000000000000005
K386	K386_R64	K386_R79	1	0.35748284611316106	0.31000000000000005
K386	K386_R67	K386_R79	2	0.3039950683524746	0.21000000000000008
K386	K386_R67	K386_R79	2	0.3039950683524746	0.21000000000000008
K386	K386_R67	K386_R79	2	0.3039950683524746	0.21000000000000008
K390	K390_LN3	K390_R14	1	0.14239236888124085	0.050000000000000044
K390	K390_LN3	K390_R14	1	0.14239236888124085	0.050000000000000044
K390	K390_LN3	K390_R14	1	0.14239236888124085	0.050000000000000044
K390	K390_LN3	K390_R15	0	0.18129842565516863	0.46
K390	K390_LN3	K390_R15	0	0.18129842565516863	0.46
K390	K390_LN3	K390_R15	0	0.18129842565516863	0.46
K390	K390_LN3	K390_R18	1	0.3031589540581885	0.30000000000000004
K390	K390_LN3	K390_R18	1	0.3031589540581885	0.30000000000000004
K390	K390_LN3	K390_R18	1	0.3031589540581885	0.30000000000000004
K390	K390_LN3	K390_R19	0	0.1557055672506662	0.51
K390	K390_LN3	K390_R19	0	0.1557055672506662	0.51
K390	K390_LN3	K390_R19	0	0.1557055672506662	0.51
K390	K390_LN3	K390_THR2	1	0.2504966166335446	0.27
K390	K390_LN3	K390_THR2	1	0.2504966166335446	0.27
K390	K390_LN3	K390_THR2	1	0.2504966166335446	0.27
K390	K390_R14	K390_R15	0	0.14658161531100333	0.41
K390	K390_R14	K390_R15	0	0.14658161531100333	0.41
K390	K390_R14	K390_R18	0	0.27359185889349236	0.25
K390	K390_R14	K390_R18	0	0.27359185889349236	0.25
K390	K390_R14	K390_R19	1	0.16975531231669228	0.45999999999999996
K390	K390_R14	K390_R19	1	0.16975531231669228	0.45999999999999996
K390	K390_R14	K390_THR2	0	0.19862359850406597	0.21999999999999997
K390	K390_R14	K390_THR2	0	0.19862359850406597	0.21999999999999997
K390	K390_R15	K390_R18	1	0.18887649021541209	0.15999999999999998
K390	K390_R15	K390_R18	1	0.18887649021541209	0.15999999999999998
K390	K390_R15	K390_R19	1	0.09980149975707986	0.04999999999999999
K390	K390_R15	K390_R19	1	0.09980149975707986	0.04999999999999999
K390	K390_R15	K390_THR2	1	0.22245826639092858	0.19
K390	K390_R15	K390_THR2	1	0.22245826639092858	0.19
K390	K390_R18	K390_R19	1	0.3040417795938575	0.20999999999999996
K390	K390_R18	K390_R19	1	0.3040417795938575	0.20999999999999996
K390	K390_R18	K390_THR2	0	0.17724467183583792	0.030000000000000027
K390	K390_R18	K390_THR2	0	0.17724467183583792	0.030000000000000027
K390	K390_R19	K390_THR2	1	0.3046022065555367	0.24
K390	K390_R19	K390_THR2	1	0.3046022065555367	0.24
K427	K427_M10	K427_R19	0	0.24693423459765595	0.1
K427	K427_M10	K427_R19	0	0.24693423459765595	0.1
K427	K427_M10	K427_R19	0	0.24693423459765595	0.1
K427	K427_M10	K427_R19	0	0.24693423459765595	0.1
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_R9	2	0.25797106532414826	0.03
K427	K427_M10	K427_THR3	1	0.21715615639398933	0.12000000000000002
K427	K427_M10	K427_THR3	1	0.21715615639398933	0.12000000000000002
K427	K427_M10	K427_THR3	1	0.21715615639398933	0.12000000000000002
K427	K427_M10	K427_THR3	1	0.21715615639398933	0.12000000000000002
K427	K427_M10	K427_THR3	1	0.21715615639398933	0.12000000000000002
K427	K427_R19	K427_R9	2	0.05979291606066217	0.07
K427	K427_R19	K427_R9	2	0.05979291606066217	0.07
K427	K427_R19	K427_R9	2	0.05979291606066217	0.07
K427	K427_R19	K427_R9	2	0.05979291606066217	0.07
K427	K427_R19	K427_R9	2	0.05979291606066217	0.07
