pat	smp1	smp2	clonal_dist	td	pd
K163	K163_R10	K163_R4	1	0.0770175569216136	0.10999999999999999
K163	K163_R31	K163_R4	3	0.3578376890354893	0.35000000000000003
K163	K163_R31	K163_R4	3	0.3578376890354893	0.35000000000000003
K163	K163_R31	K163_R4	3	0.3578376890354893	0.35000000000000003
K163	K163_R31	K163_R4	3	0.3578376890354893	0.35000000000000003
K165	K165_R19	K165_R32	1	0.12325793667318341	0.12999999999999998
K165	K165_R19	K165_R32	1	0.12325793667318341	0.12999999999999998
K165	K165_R19	K165_R32	1	0.12325793667318341	0.12999999999999998
K165	K165_R19	K165_R7	1	0.15083796529996207	0.019999999999999962
K165	K165_R19	K165_R7	1	0.15083796529996207	0.019999999999999962
K165	K165_R19	K165_R7	1	0.15083796529996207	0.019999999999999962
K165	K165_R32	K165_R7	1	0.09341848493629523	0.11000000000000001
K165	K165_R32	K165_R7	1	0.09341848493629523	0.11000000000000001
K165	K165_R32	K165_R7	1	0.09341848493629523	0.11000000000000001
K167	K167_R12	K167_R3	1	0.14792432064810268	0.07
K167	K167_R12	K167_R3	1	0.14792432064810268	0.07
K167	K167_R12	K167_R3	1	0.14792432064810268	0.07
K167	K167_R12	K167_R7	1	0.17933957931560496	0.18
K167	K167_R12	K167_R7	1	0.17933957931560496	0.18
K167	K167_R12	K167_R7	1	0.17933957931560496	0.18
K167	K167_R3	K167_R7	1	0.1540267006477769	0.25
K167	K167_R3	K167_R7	1	0.1540267006477769	0.25
K167	K167_R3	K167_R7	1	0.1540267006477769	0.25
K169	K169_R10	K169_R2	3	0.7293954713497262	0.25
K169	K169_R10	K169_R2	3	0.7293954713497262	0.25
K169	K169_R10	K169_R2	3	0.7293954713497262	0.25
K169	K169_R10	K169_R2	3	0.7293954713497262	0.25
K169	K169_R10	K169_R8	3	0.6626253577496647	0.14
K169	K169_R10	K169_R8	3	0.6626253577496647	0.14
K169	K169_R10	K169_R8	3	0.6626253577496647	0.14
K169	K169_R10	K169_R8	3	0.6626253577496647	0.14
K169	K169_R2	K169_R8	2	0.22057268653772322	0.39
K169	K169_R2	K169_R8	2	0.22057268653772322	0.39
K169	K169_R2	K169_R8	2	0.22057268653772322	0.39
K169	K169_R2	K169_R8	2	0.22057268653772322	0.39
K191	K191_R1	K191_R3	1	0.07552070603103822	0.030000000000000027
K191	K191_R1	K191_R3	1	0.07552070603103822	0.030000000000000027
K191	K191_R1	K191_R7	4	0.1880041374441015	0.22
K191	K191_R1	K191_R7	4	0.1880041374441015	0.22
K191	K191_R1	K191_R7	4	0.1880041374441015	0.22
K191	K191_R1	K191_R7	4	0.1880041374441015	0.22
K191	K191_R1	K191_R7	4	0.1880041374441015	0.22
K191	K191_R1	K191_R8	3	0.17442455643584065	0.21
K191	K191_R1	K191_R8	3	0.17442455643584065	0.21
K191	K191_R1	K191_R8	3	0.17442455643584065	0.21
K191	K191_R1	K191_R8	3	0.17442455643584065	0.21
K191	K191_R3	K191_R7	4	0.17658017536415882	0.18999999999999997
K191	K191_R3	K191_R7	4	0.17658017536415882	0.18999999999999997
K191	K191_R3	K191_R7	4	0.17658017536415882	0.18999999999999997
K191	K191_R3	K191_R7	4	0.17658017536415882	0.18999999999999997
K191	K191_R3	K191_R7	4	0.17658017536415882	0.18999999999999997
K191	K191_R3	K191_R8	3	0.16150848250890515	0.17999999999999997
K191	K191_R3	K191_R8	3	0.16150848250890515	0.17999999999999997
K191	K191_R3	K191_R8	3	0.16150848250890515	0.17999999999999997
K191	K191_R3	K191_R8	3	0.16150848250890515	0.17999999999999997
K191	K191_R7	K191_R8	1	0.1615784024224124	0.010000000000000009
K191	K191_R7	K191_R8	1	0.1615784024224124	0.010000000000000009
K191	K191_R7	K191_R8	1	0.1615784024224124	0.010000000000000009
K191	K191_R7	K191_R8	1	0.1615784024224124	0.010000000000000009
K191	K191_R7	K191_R8	1	0.1615784024224124	0.010000000000000009
K206	K206_M2	K206_R5	1	0.20697503702014797	0.16999999999999998
K206	K206_M2	K206_R5	1	0.20697503702014797	0.16999999999999998
K206	K206_M2	K206_R7	1	0.25582100055039503	0.08999999999999997
K206	K206_M2	K206_R7	1	0.25582100055039503	0.08999999999999997
K206	K206_M2	K206_R9	1	0.8192500172485591	0.18
K206	K206_M2	K206_R9	1	0.8192500172485591	0.18
K206	K206_R5	K206_R7	1	0.25313187202870024	0.25999999999999995
K206	K206_R5	K206_R7	1	0.25313187202870024	0.25999999999999995
K206	K206_R5	K206_R9	1	0.8430786147450098	0.35
K206	K206_R5	K206_R9	1	0.8430786147450098	0.35
K206	K206_R7	K206_R9	1	0.6926515233347601	0.09000000000000002
K206	K206_R7	K206_R9	1	0.6926515233347601	0.09000000000000002
K207	K207_R1	K207_R4	0	0.12201471655148388	0.29000000000000004
K207	K207_R1	K207_R4	0	0.12201471655148388	0.29000000000000004
K207	K207_R1	K207_R4	0	0.12201471655148388	0.29000000000000004
K207	K207_R1	K207_R4	0	0.12201471655148388	0.29000000000000004
K207	K207_R1	K207_R6	0	0.13031443714174518	0.030000000000000027
K207	K207_R1	K207_R6	0	0.13031443714174518	0.030000000000000027
K207	K207_R1	K207_R6	0	0.13031443714174518	0.030000000000000027
K207	K207_R1	K207_R6	0	0.13031443714174518	0.030000000000000027
K207	K207_R1	K207_R7	1	0.6311946742695207	0.06999999999999995
K207	K207_R1	K207_R7	1	0.6311946742695207	0.06999999999999995
K207	K207_R1	K207_R7	1	0.6311946742695207	0.06999999999999995
K207	K207_R1	K207_R7	1	0.6311946742695207	0.06999999999999995
K207	K207_R1	K207_T1	0	0.10949744393088201	0.08999999999999997
K207	K207_R1	K207_T1	0	0.10949744393088201	0.08999999999999997
K207	K207_R1	K207_T1	0	0.10949744393088201	0.08999999999999997
K207	K207_R1	K207_T1	0	0.10949744393088201	0.08999999999999997
K207	K207_R4	K207_R6	0	0.12468889067237121	0.26
K207	K207_R4	K207_R6	0	0.12468889067237121	0.26
K207	K207_R4	K207_R6	0	0.12468889067237121	0.26
K207	K207_R4	K207_R6	0	0.12468889067237121	0.26
K207	K207_R4	K207_R7	2	0.70903308513252	0.36
K207	K207_R4	K207_R7	2	0.70903308513252	0.36
K207	K207_R4	K207_R7	2	0.70903308513252	0.36
K207	K207_R4	K207_R7	2	0.70903308513252	0.36
K207	K207_R4	K207_T1	0	0.21801897875273846	0.38
K207	K207_R4	K207_T1	0	0.21801897875273846	0.38
K207	K207_R4	K207_T1	0	0.21801897875273846	0.38
K207	K207_R4	K207_T1	0	0.21801897875273846	0.38
K207	K207_R6	K207_R7	3	0.6434388403558347	0.09999999999999998
K207	K207_R6	K207_R7	3	0.6434388403558347	0.09999999999999998
K207	K207_R6	K207_R7	3	0.6434388403558347	0.09999999999999998
K207	K207_R6	K207_R7	3	0.6434388403558347	0.09999999999999998
K207	K207_R6	K207_T1	0	0.1777144299847363	0.12
K207	K207_R7	K207_T1	0	0.5103405937782339	0.020000000000000018
K207	K207_R7	K207_T1	0	0.5103405937782339	0.020000000000000018
K207	K207_R7	K207_T1	0	0.5103405937782339	0.020000000000000018
K207	K207_R7	K207_T1	0	0.5103405937782339	0.020000000000000018
K208	K208_R1	K208_R5	0	0.20188249773489675	0.08000000000000007
K208	K208_R1	K208_R5	0	0.20188249773489675	0.08000000000000007
K216	K216_R3	K216_R5	1	0.3289498007660455	0.19
K216	K216_R3	K216_R5	1	0.3289498007660455	0.19
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R14	1	0.5691893539328634	0.06
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R11	K220_R7	1	0.150041551891535	0.06999999999999995
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K220	K220_R14	K220_R7	5	0.5257335222464942	0.009999999999999953
K228	K228_R3	K228_R6	1	0.12044708385141467	0.04000000000000001
K228	K228_R3	K228_R6	1	0.12044708385141467	0.04000000000000001
K228	K228_R3	K228_R6	1	0.12044708385141467	0.04000000000000001
K228	K228_R3	K228_R9	0	0.697240320741827	0.08999999999999997
K228	K228_R3	K228_R9	0	0.697240320741827	0.08999999999999997
K228	K228_R3	K228_R9	0	0.697240320741827	0.08999999999999997
K228	K228_R6	K228_R9	0	0.7637027659203406	0.12999999999999998
K228	K228_R6	K228_R9	0	0.7637027659203406	0.12999999999999998
K228	K228_R6	K228_R9	0	0.7637027659203406	0.12999999999999998
K229	K229_LN4	K229_R3	2	0.235525503451126	0.07
K229	K229_LN4	K229_R3	2	0.235525503451126	0.07
K229	K229_LN4	K229_R3	2	0.235525503451126	0.07
K234	K234_R17	K234_R2	1	0.1530105320678825	0.27
K234	K234_R17	K234_R2	1	0.1530105320678825	0.27
K234	K234_R17	K234_R2	1	0.1530105320678825	0.27
K234	K234_R17	K234_R4	4	0.25327130342227555	0.15
K234	K234_R17	K234_R4	4	0.25327130342227555	0.15
K234	K234_R17	K234_R4	4	0.25327130342227555	0.15
K234	K234_R17	K234_R4	4	0.25327130342227555	0.15
K234	K234_R17	K234_R4	4	0.25327130342227555	0.15
K234	K234_R17	K234_THR1	0	0.4404734392011793	0.12999999999999998
K234	K234_R17	K234_THR1	0	0.4404734392011793	0.12999999999999998
K234	K234_R17	K234_THR1	0	0.4404734392011793	0.12999999999999998
K234	K234_R2	K234_R4	3	0.15699387666702136	0.12
K234	K234_R2	K234_R4	3	0.15699387666702136	0.12
K234	K234_R2	K234_R4	3	0.15699387666702136	0.12
K234	K234_R2	K234_R4	3	0.15699387666702136	0.12
K234	K234_R2	K234_R4	3	0.15699387666702136	0.12
K234	K234_R2	K234_THR1	2	0.5822346130895588	0.14
K234	K234_R2	K234_THR1	2	0.5822346130895588	0.14
K234	K234_R2	K234_THR1	2	0.5822346130895588	0.14
K234	K234_R4	K234_THR1	2	0.6464642957498716	0.020000000000000018
K234	K234_R4	K234_THR1	2	0.6464642957498716	0.020000000000000018
K234	K234_R4	K234_THR1	2	0.6464642957498716	0.020000000000000018
K234	K234_R4	K234_THR1	2	0.6464642957498716	0.020000000000000018
K234	K234_R4	K234_THR1	2	0.6464642957498716	0.020000000000000018
K239	K239_R2	K239_R3	1	0.15538706342654307	0.020000000000000018
K239	K239_R2	K239_R3	1	0.15538706342654307	0.020000000000000018
K239	K239_R2	K239_R4	1	0.27466507280608377	0.16000000000000003
K239	K239_R2	K239_R4	1	0.27466507280608377	0.16000000000000003
K239	K239_R2	K239_T1	1	0.41469744279663634	0.22999999999999998
K239	K239_R2	K239_T1	1	0.41469744279663634	0.22999999999999998
K239	K239_R3	K239_R4	1	0.13828756391539976	0.14
K239	K239_R3	K239_R4	1	0.13828756391539976	0.14
K239	K239_R3	K239_T1	1	0.24704868804451685	0.20999999999999996
K239	K239_R3	K239_T1	1	0.24704868804451685	0.20999999999999996
K239	K239_R4	K239_T1	1	0.2876952774946606	0.06999999999999995
K239	K239_R4	K239_T1	1	0.2876952774946606	0.06999999999999995
K243	K243_R1	K243_R12	1	0.2192567923009069	0.09999999999999998
K243	K243_R1	K243_R12	1	0.2192567923009069	0.09999999999999998
K243	K243_R1	K243_R12	1	0.2192567923009069	0.09999999999999998
K243	K243_R1	K243_R12	1	0.2192567923009069	0.09999999999999998
K243	K243_R1	K243_R13	2	0.16799183803023487	0.21000000000000008
K243	K243_R1	K243_R13	2	0.16799183803023487	0.21000000000000008
K243	K243_R1	K243_R13	2	0.16799183803023487	0.21000000000000008
K243	K243_R1	K243_R13	2	0.16799183803023487	0.21000000000000008
K243	K243_R1	K243_R15	1	0.15541251909766152	0.07
K243	K243_R1	K243_R15	1	0.15541251909766152	0.07
K243	K243_R1	K243_R15	1	0.15541251909766152	0.07
K243	K243_R1	K243_R15	1	0.15541251909766152	0.07
K243	K243_R1	K243_R20	1	0.1325304109419928	0.17000000000000004
K243	K243_R1	K243_R20	1	0.1325304109419928	0.17000000000000004
K243	K243_R1	K243_R20	1	0.1325304109419928	0.17000000000000004
K243	K243_R1	K243_R20	1	0.1325304109419928	0.17000000000000004
K243	K243_R1	K243_R21	1	0.28964130660242027	0.020000000000000018
K243	K243_R1	K243_R21	1	0.28964130660242027	0.020000000000000018
K243	K243_R1	K243_R21	1	0.28964130660242027	0.020000000000000018
K243	K243_R1	K243_R21	1	0.28964130660242027	0.020000000000000018
K243	K243_R1	K243_R23	3	0.33772207360157525	0.04999999999999999
K243	K243_R1	K243_R23	3	0.33772207360157525	0.04999999999999999
K243	K243_R1	K243_R23	3	0.33772207360157525	0.04999999999999999
K243	K243_R1	K243_R23	3	0.33772207360157525	0.04999999999999999
K243	K243_R1	K243_R23	3	0.33772207360157525	0.04999999999999999
K243	K243_R1	K243_R24	0	0.1447875037473989	0.009999999999999953
K243	K243_R1	K243_R24	0	0.1447875037473989	0.009999999999999953
K243	K243_R1	K243_R24	0	0.1447875037473989	0.009999999999999953
K243	K243_R1	K243_R24	0	0.1447875037473989	0.009999999999999953
K243	K243_R1	K243_R3	2	0.24678437756551186	0.050000000000000044
K243	K243_R1	K243_R3	2	0.24678437756551186	0.050000000000000044
K243	K243_R1	K243_R3	2	0.24678437756551186	0.050000000000000044
K243	K243_R1	K243_R3	2	0.24678437756551186	0.050000000000000044
K243	K243_R1	K243_R5	1	0.21945979678477934	0.10000000000000003
K243	K243_R1	K243_R5	1	0.21945979678477934	0.10000000000000003
K243	K243_R1	K243_R5	1	0.21945979678477934	0.10000000000000003
K243	K243_R1	K243_R5	1	0.21945979678477934	0.10000000000000003
K243	K243_R1	K243_R6	1	0.17986222080099978	0.21000000000000008
K243	K243_R1	K243_R6	1	0.17986222080099978	0.21000000000000008
K243	K243_R1	K243_R6	1	0.17986222080099978	0.21000000000000008
K243	K243_R1	K243_R6	1	0.17986222080099978	0.21000000000000008
K243	K243_R1	K243_R7	1	0.2895404900598626	0.019999999999999962
K243	K243_R1	K243_R7	1	0.2895404900598626	0.019999999999999962
K243	K243_R1	K243_R7	1	0.2895404900598626	0.019999999999999962
K243	K243_R1	K243_R7	1	0.2895404900598626	0.019999999999999962
K243	K243_R1	K243_THR2	1	0.1937468965001823	0.18000000000000005
K243	K243_R1	K243_THR2	1	0.1937468965001823	0.18000000000000005
K243	K243_R1	K243_THR2	1	0.1937468965001823	0.18000000000000005
K243	K243_R1	K243_THR2	1	0.1937468965001823	0.18000000000000005
K243	K243_R12	K243_R13	2	0.07810267973277996	0.31000000000000005
K243	K243_R12	K243_R13	2	0.07810267973277996	0.31000000000000005
K243	K243_R12	K243_R13	2	0.07810267973277996	0.31000000000000005
K243	K243_R12	K243_R15	1	0.11591929042953097	0.16999999999999998
K243	K243_R12	K243_R15	1	0.11591929042953097	0.16999999999999998
K243	K243_R12	K243_R15	1	0.11591929042953097	0.16999999999999998
K243	K243_R12	K243_R20	1	0.09764477418767747	0.27
K243	K243_R12	K243_R20	1	0.09764477418767747	0.27
K243	K243_R12	K243_R20	1	0.09764477418767747	0.27
K243	K243_R12	K243_R21	1	0.15581692035578099	0.12
K243	K243_R12	K243_R21	1	0.15581692035578099	0.12
