sample1	sample2	t_d
K243_R6	K243_R23	0.20191260030297165
K243_R6	K243_R24	0.20577131602943066
K243_R6	K243_R5	0.09699608438479224
K243_R6	K243_R7	0.1577206269468031
K243_R7	K243-R12	0.15479302516830684
K243_R7	K243-R13	0.21434959697933775
K243_R7	K243-R20	0.18284532631839245
K243_R7	K243-R3	0.18317445544121325
K243_R7	K243_R1	0.2895404900598626
K243_R7	K243_R15	0.21469603974294338
K243_R7	K243_R21	0.16314905440632965
K243_R7	K243_R23	0.23654317391591895
K243_R7	K243_R24	0.3046906369655529
K243_R7	K243_R5	0.12240519277791606
K243_R7	K243_R6	0.1577206269468031
K243_THR2	K243-R12	0.14143021840515024
K243_THR2	K243-R13	0.16031425888471096
K243_THR2	K243-R20	0.1294876857088123
K243_THR2	K243-R3	0.15847736266783907
K243_THR2	K243_R1	0.1937468965001823
K243_THR2	K243_R15	0.12755113491435488
K243_THR2	K243_R21	0.13994767652172324
K243_THR2	K243_R23	0.25046622491847104
K243_THR2	K243_R24	0.26586086146633336
K243_THR2	K243_R5	0.19112995863558946
K243_THR2	K243_R6	0.13225355201939837
K243_THR2	K243_R7	0.19661868745898992
K245_R14	K245_R9	0.18955865653836756
K245_R9	K245_R14	0.18955865653836756
K245-T1	K245_R14	0.1991931315975225
K245-T1	K245_R9	0.2735118315827799
K245_R14	K245_R9	0.18955865653836756
K245_R9	K245_R14	0.18955865653836756
K245_THR4	K245_R14	0.21125930211387478
K245_THR4	K245_R9	0.25383763727619624
K255-R12	K255-R3	0.028938592580411315
K255-R12	K255_R7	0.07480069860791194
K255-R3	K255-R12	0.028938592580411315
K255-R3	K255_R7	0.0746297889296299
K255_R7	K255-R12	0.07480069860791194
K255_R7	K255-R3	0.0746297889296299
K255-R12	K255-R3	0.028938592580411315
K255-R12	K255_R7	0.07480069860791194
K255-R3	K255-R12	0.028938592580411315
K255-R3	K255_R7	0.0746297889296299
K255_R7	K255-R12	0.07480069860791194
K255_R7	K255-R3	0.0746297889296299
K255_THR1	K255-R12	0.09568166203528339
K255_THR1	K255-R3	0.09237700584056119
K255_THR1	K255_R7	0.06763803341831331
K263-R14	K263-R2	0.24230990297303334
K263-R14	K263-R6	0.2000179299810282
K263-R2	K263-R14	0.24230990297303334
K263-R2	K263-R6	0.06450081238906558
K263-R6	K263-R14	0.2000179299810282
K263-R6	K263-R2	0.06450081238906558
K263-M	K263-R14	0.34357643126233806
K263-M	K263-R2	0.3024539870991255
K263-M	K263-R6	0.36486984428652025
K263-R14	K263-R2	0.24230990297303334
K263-R14	K263-R6	0.2000179299810282
K263-R2	K263-R14	0.24230990297303334
K263-R2	K263-R6	0.06450081238906558
K263-R6	K263-R14	0.2000179299810282
K263-R6	K263-R2	0.06450081238906558
K263-T	K263-R14	0.3339154396269738
K263-T	K263-R2	0.2733539191081802
K263-T	K263-R6	0.32108945412244483
K265-R1	K265-R5	0.13818588128382903
K265-R1	K265-R7	0.21111137289984605
K265-R5	K265-R1	0.13818588128382903
K265-R5	K265-R7	0.09321736507874268
K265-R7	K265-R1	0.21111137289984605
K265-R7	K265-R5	0.09321736507874268
K265-R1	K265-R5	0.13818588128382903
K265-R1	K265-R7	0.21111137289984605
K265-R5	K265-R1	0.13818588128382903
K265-R5	K265-R7	0.09321736507874268
K265-R7	K265-R1	0.21111137289984605
K265-R7	K265-R5	0.09321736507874268
K280-R17	K280-R28	0.19189829939804326
K280-R28	K280-R17	0.19189829939804326
K280-M11	K280-R17	0.202928690451751
K280-M11	K280-R28	0.24891414355774877
K280-R17	K280-R28	0.19189829939804326
K280-R28	K280-R17	0.19189829939804326
K308-R1	K308-R3	0.19019959477127324
K308-R1	K308-R4	0.069558947606838
K308-R3	K308-R1	0.19019959477127324
K308-R3	K308-R4	0.1365811549559376
K308-R4	K308-R1	0.069558947606838
K308-R4	K308-R3	0.1365811549559376
K308-R1	K308-R3	0.19019959477127324
K308-R1	K308-R4	0.069558947606838
K308-R3	K308-R1	0.19019959477127324
K308-R3	K308-R4	0.1365811549559376
K308-R4	K308-R1	0.069558947606838
K308-R4	K308-R3	0.1365811549559376
K328-R1	K328-R16	0.15936457017458316
K328-R1	K328-R19	0.044171455999691855
K328-R1	K328_R13	0.08383079712636665
K328-R1	K328_R18	0.15298905638398363
K328-R16	K328-R1	0.15936457017458316
K328-R16	K328-R19	0.11391196595040343
K328-R16	K328_R13	0.16987453599184643
K328-R16	K328_R18	0.15327052831800603
K328-R19	K328-R1	0.044171455999691855
K328-R19	K328-R16	0.11391196595040343
K328-R19	K328_R13	0.08689229687429445
K328-R19	K328_R18	0.14913126289927914
K328_R13	K328-R1	0.08383079712636665
K328_R13	K328-R16	0.16987453599184643
K328_R13	K328-R19	0.08689229687429445
K328_R13	K328_R18	0.10051069177862959
K328_R18	K328-R1	0.15298905638398363
K328_R18	K328-R16	0.15327052831800603
K328_R18	K328-R19	0.14913126289927914
K328_R18	K328_R13	0.10051069177862959
K328-R1	K328-R16	0.15936457017458316
K328-R1	K328-R19	0.044171455999691855
K328-R1	K328_R13	0.08383079712636665
K328-R1	K328_R18	0.15298905638398363
K328-R16	K328-R1	0.15936457017458316
K328-R16	K328-R19	0.11391196595040343
K328-R16	K328_R13	0.16987453599184643
K328-R16	K328_R18	0.15327052831800603
K328-R19	K328-R1	0.044171455999691855
K328-R19	K328-R16	0.11391196595040343
K328-R19	K328_R13	0.08689229687429445
K328-R19	K328_R18	0.14913126289927914
K328_R13	K328-R1	0.08383079712636665
K328_R13	K328-R16	0.16987453599184643
K328_R13	K328-R19	0.08689229687429445
K328_R13	K328_R18	0.10051069177862959
K328_R18	K328-R1	0.15298905638398363
K328_R18	K328-R16	0.15327052831800603
K328_R18	K328-R19	0.14913126289927914
K328_R18	K328_R13	0.10051069177862959
K334-R11	K334-R6	0.19015416596059764
K334-R6	K334-R11	0.19015416596059764
K334-R11	K334-R6	0.19015416596059764
K334-R6	K334-R11	0.19015416596059764
K357-R3	K357-R7	0.4519337890928501
K357-R7	K357-R3	0.4519337890928501
K357-R3	K357-R7	0.4519337890928501
K357-R7	K357-R3	0.4519337890928501
K360-R1	K360-R5	0.11801795634320245
K360-R5	K360-R1	0.11801795634320245
K360-R1	K360-R5	0.11801795634320245
K360-R5	K360-R1	0.11801795634320245
K376-R9	K376_R3	0.12953582464593183
K376_R3	K376-R9	0.12953582464593183
K376-R9	K376_R3	0.12953582464593183
K376_M2	K376-R9	0.13877137850635224
K376_M2	K376_R3	0.1401615421050948
K376_M5	K376-R9	0.16222026961023217
K376_M5	K376_R3	0.16473664605999083
K376_R3	K376-R9	0.12953582464593183
K386-R31	K386-R4	0.25951934862342485
K386-R31	K386-R64	0.09795815517249007
K386-R31	K386-R67	0.1304533123525793
K386-R4	K386-R31	0.25951934862342485
K386-R4	K386-R64	0.2651140038156534
K386-R4	K386-R67	0.24587175104778436
K386-R64	K386-R31	0.09795815517249007
K386-R64	K386-R4	0.2651140038156534
K386-R64	K386-R67	0.10074069651726769
K386-R67	K386-R31	0.1304533123525793
K386-R67	K386-R4	0.24587175104778436
K386-R67	K386-R64	0.10074069651726769
K386-R31	K386-R4	0.25951934862342485
K386-R31	K386-R64	0.09795815517249007
K386-R31	K386-R67	0.1304533123525793
K386-R4	K386-R31	0.25951934862342485
K386-R4	K386-R64	0.2651140038156534
K386-R4	K386-R67	0.24587175104778436
K386-R64	K386-R31	0.09795815517249007
K386-R64	K386-R4	0.2651140038156534
K386-R64	K386-R67	0.10074069651726769
K386-R67	K386-R31	0.1304533123525793
K386-R67	K386-R4	0.24587175104778436
K386-R67	K386-R64	0.10074069651726769
K386_R79	K386-R31	0.3494291938953773
K386_R79	K386-R4	0.18626224055331253
K386_R79	K386-R64	0.35748284611316106
K386_R79	K386-R67	0.3039950683524746
K427-R19	K427-R9	0.05979291606066217
K427-R9	K427-R19	0.05979291606066217
K427-R19	K427-R9	0.05979291606066217
K427-R9	K427-R19	0.05979291606066217
K427_M10	K427-R19	0.24693423459765595
K427_M10	K427-R9	0.25797106532414826
K427_THR3	K427-R19	0.16405707112379875
K427_THR3	K427-R9	0.11430345810315445
K444-R1	K444_R5	0.16678239200600042
K444-R1	K444_R8	0.13983421270970564
K444_R5	K444-R1	0.16678239200600042
K444_R5	K444_R8	0.15265640470688724
K444_R8	K444-R1	0.13983421270970564
K444_R8	K444_R5	0.15265640470688724
K444-R1	K444_R5	0.16678239200600042
K444-R1	K444_R8	0.13983421270970564
K444_R5	K444-R1	0.16678239200600042
K444_R5	K444_R8	0.15265640470688724
K444_R8	K444-R1	0.13983421270970564
K444_R8	K444_R5	0.15265640470688724
K446-R14	K446-R22	0.3189903576663117
K446-R14	K446-R9	0.2962874708303729
K446-R14	K446_R24	0.24665848874181207
K446-R22	K446-R14	0.3189903576663117
K446-R22	K446-R9	0.2912314316404393
K446-R22	K446_R24	0.19732311099115085
K446-R9	K446-R14	0.2962874708303729
K446-R9	K446-R22	0.2912314316404393
K446-R9	K446_R24	0.2828590518515244
K446_R24	K446-R14	0.24665848874181207
K446_R24	K446-R22	0.19732311099115085
K446_R24	K446-R9	0.2828590518515244
K446-R14	K446-R22	0.3189903576663117
K446-R14	K446-R9	0.2962874708303729
K446-R14	K446_R24	0.24665848874181207
K446-R22	K446-R14	0.3189903576663117
K446-R22	K446-R9	0.2912314316404393
K446-R22	K446_R24	0.19732311099115085
K446-R9	K446-R14	0.2962874708303729
K446-R9	K446-R22	0.2912314316404393
K446-R9	K446_R24	0.2828590518515244
K446_LN1	K446-R14	0.23741979937846935
K446_LN1	K446-R22	0.17818551643445124
K446_LN1	K446-R9	0.3412627435860701
K446_LN1	K446_R24	0.1430735608938929
K446_R24	K446-R14	0.24665848874181207
K446_R24	K446-R22	0.19732311099115085
K446_R24	K446-R9	0.2828590518515244
K448-R12	K448-R49	0.22378046718942401
K448-R12	K448-R5	0.42450413374694074
K448-R49	K448-R12	0.22378046718942401
K448-R49	K448-R5	0.505799460335451
K448-R5	K448-R12	0.42450413374694074
K448-R5	K448-R49	0.505799460335451
K448-R12	K448-R49	0.22378046718942401
K448-R12	K448-R5	0.42450413374694074
K448-R49	K448-R12	0.22378046718942401
K448-R49	K448-R5	0.505799460335451
K448-R5	K448-R12	0.42450413374694074
K448-R5	K448-R49	0.505799460335451
K463-R1	K463-R16	0.09490349761201156
K463-R1	K463-R8	0.3059738348770277
K463-R16	K463-R1	0.09490349761201156
K463-R16	K463-R8	0.27511980690807847
K463-R8	K463-R1	0.3059738348770277
K463-R8	K463-R16	0.27511980690807847
K463-R1	K463-R16	0.09490349761201156
K463-R1	K463-R8	0.3059738348770277
K463-R16	K463-R1	0.09490349761201156
K463-R16	K463-R8	0.27511980690807847
K463-R8	K463-R1	0.3059738348770277
K463-R8	K463-R16	0.27511980690807847
K228_R3	K228_R6	0.12044708385141467
K228_R3	K228_R9	0.697240320741827
K228_R6	K228_R3	0.12044708385141467
K228_R6	K228_R9	0.7637027659203406
K228_R9	K228_R3	0.697240320741827
K228_R9	K228_R6	0.7637027659203406
K228_R3	K228_R6	0.12044708385141467
K228_R3	K228_R9	0.697240320741827
K228_R6	K228_R3	0.12044708385141467
K228_R6	K228_R9	0.7637027659203406
K228_R9	K228_R3	0.697240320741827
K228_R9	K228_R6	0.7637027659203406
K253_R10	K253_R7	0.1960544219061301
K253_R7	K253_R10	0.1960544219061301
K253_R10	K253_R7	0.1960544219061301
K253_R7	K253_R10	0.1960544219061301
K276_R14	K276_R18	0.3077631526615283
K276_R18	K276_R14	0.3077631526615283
K276_R14	K276_R18	0.3077631526615283
K276_R18	K276_R14	0.3077631526615283
K276_THR1	K276_R14	0.19779825415534413
K276_THR1	K276_R18	0.45001183534539446
K379_R18	K379_R19	0.21719429251514022
K379_R19	K379_R18	0.21719429251514022
K379_R18	K379_R19	0.21719429251514022
K379_R19	K379_R18	0.21719429251514022
K379_R27	K379_R18	0.0586652478895453
K379_R27	K379_R19	0.22679124363227487
K379_R29	K379_R18	0.0742411415877201
K379_R29	K379_R19	0.2406713203697548
K390_R14	K390_R15	0.14658161531100333
K390_R14	K390_R18	0.27359185889349236
K390_R14	K390_R19	0.16975531231669228
K390_R15	K390_R14	0.14658161531100333
K390_R15	K390_R18	0.18887649021541209
K390_R15	K390_R19	0.09980149975707986
K390_R18	K390_R14	0.27359185889349236
K390_R18	K390_R15	0.18887649021541209
K390_R18	K390_R19	0.3040417795938575
K390_R19	K390_R14	0.16975531231669228
K390_R19	K390_R15	0.09980149975707986
K390_R19	K390_R18	0.3040417795938575
K390_LN3	K390_R14	0.14239236888124085
K390_LN3	K390_R15	0.18129842565516863
K390_LN3	K390_R18	0.3031589540581885
K390_LN3	K390_R19	0.1557055672506662
K390_R14	K390_R15	0.14658161531100333
K390_R14	K390_R18	0.27359185889349236
K390_R14	K390_R19	0.16975531231669228
K390_R15	K390_R14	0.14658161531100333
K390_R15	K390_R18	0.18887649021541209
K390_R15	K390_R19	0.09980149975707986
K390_R18	K390_R14	0.27359185889349236
K390_R18	K390_R15	0.18887649021541209
K390_R18	K390_R19	0.3040417795938575
K390_R19	K390_R14	0.16975531231669228
K390_R19	K390_R15	0.09980149975707986
K390_R19	K390_R18	0.3040417795938575
K390_THR2	K390_R14	0.19862359850406597
K390_THR2	K390_R15	0.22245826639092858
K390_THR2	K390_R18	0.17724467183583792
K390_THR2	K390_R19	0.3046022065555367
K520_R1	K520_R9	0.12344071283356606
K520_R9	K520_R1	0.12344071283356606
K520_M6	K520_R1	0.20553272078203966
K520_M6	K520_R9	0.21089827234323
K520_R1	K520_R9	0.12344071283356606
K520_R9	K520_R1	0.12344071283356606
K029_R1	K029_R10	0.06238337140193073
K029_R1	K029_R9	0.23451504516961308
K029_R10	K029_R1	0.06238337140193073
K029_R10	K029_R9	0.26516651277711345
K029_R9	K029_R1	0.23451504516961308
K029_R9	K029_R10	0.26516651277711345
K029_R1	K029_R10	0.06238337140193073
K029_R1	K029_R9	0.23451504516961308
K029_R10	K029_R1	0.06238337140193073
K029_R10	K029_R9	0.26516651277711345
K029_R9	K029_R1	0.23451504516961308
K029_R9	K029_R10	0.26516651277711345
K208_R1	K208_R5	0.20188249773489675
K208_R5	K208_R1	0.20188249773489675
K208_R1	K208_R5	0.20188249773489675
K208_R5	K208_R1	0.20188249773489675
