herv	HR	p_value
trans8efe532a05c20022	0.8918533838447952	0.1587233039667958
trans9012343dfdadb995	0.7504203969674136	0.35861165429096203
trans9080ebea33d46a41	0.6951598739280024	0.023818761554059903
trans90a518aac5f0d6c1	0.8998628288392841	0.6619535017025561
trans90c39b2dd84b5611	0.9378853983958312	0.8117031970542274
trans90fe87ed60d8122f	1.0352268133620286	0.7597370876006686
trans91251fba821fdfaa	1.2212957959759057	0.31978839893504074
trans91da794c560fd374	1.165494000197616	0.48262567510153404
trans92c3bf031b73e530	0.876839865007417	0.23796964179703572
trans935924bbb30476bb	0.866797164462704	0.1958836532160374
trans938724c525008d0e	0.6807472219714217	0.0035257467868829552
trans946482a649bf2aca	1.2122608259100927	0.4300861090479075
trans95edf4467cfda792	0.7235081964890651	0.06507713280767757
trans965ac5ffc7f3adf7	1.3100249896969482	0.15100604220430813
trans97a79e9a8bf9e75b	0.9042203439929452	0.4461631101583737
trans97b43a13b86aac49	0.6719046395159646	0.009305475912553549
trans97b9302c4eb03149	0.8026625597893786	0.135980885775128
trans97c5ec873302a7bb	0.5837647243055057	0.12283801743427245
trans98194b6a7d4be2f5	1.1271264565287507	0.33075723339731505
trans986915703fa254c2	0.7691330304725329	0.1524809901326795
trans98a3484bd7e27b22	0.907974482168152	0.5404721112524598
trans991e63808b82ab1c	0.553855003879394	0.07690310965505309
trans993d580434770915	1.0409479950785063	0.6805598911863682
trans996c17b9912b02e8	0.7456207763219216	0.12130527883528515
trans99cf94a5335f84ab	1.019931046638118	0.9426152500539787
trans9a4e403ebf0a07a3	0.7328027956807586	0.03193209898635027
trans9aa592d02e7be3d2	0.7458895237992261	0.1891118329149669
trans9b8773579ac26887	1.2517330295890596	0.35632012471170615
trans9bce430b2a43f600	1.922116968233701	0.053472155690754385
trans9bf6da7d0e1ebc82	0.8160191884405511	0.06461503185526764
trans9c255a5b71a41313	0.8999856667380263	0.2646451052487123
trans9caf45508d165ddf	0.8577124800485941	0.4405352601076911
trans9d6bbad1e074899c	0.9368777805107751	0.5455428238293849
trans9e3ed2599e6162ea	0.4889281287211657	0.0019504425348555764
trans9e56660b2a614c8b	0.9228379781311571	0.25247224885772124
trans9e7c071ffeff2b0a	1.2712924067247409	0.3714811040184807
trans9ed303702b875ae1	0.8067267266545244	0.19565161268960282
trans9f08bbf977fac0b5	0.7137824900016946	0.18473412275530343
trans9f46f0481c548d66	0.9710687268029677	0.6892716941071153
trans9f52ecb3ef949484	1.4070580345378705	0.06685984388540654
transa0083d08d2c0aeb5	0.543672670334333	0.0029905825457045175
transa12a37f98f7e7f5a	0.989405310053634	0.933523799452332
transa1fca8085ef2fcea	1.048435378942417	0.5909594734614945
transa20829bafe197484	1.0211517527470775	0.8756370689631601
transa29ed9225cd09b69	1.0515255343493843	0.7889773859624633
transa307e4f6401f3c0c	1.150405266800431	0.2505921688481674
transa363a1bb8da8e427	0.949324361337527	0.6320106306387256
transa3bf20e4ce7f371f	0.7718856600583881	0.06109004521659868
transa3c360d2d43d268b	0.6283452892361054	0.025591259961409107
transa3c4cea0568e1d01	0.9033026860318254	0.26461376606497117
transa408dc79ea9340ca	0.7634395045910799	0.6480128906566014
transa4838f823e84d4e0	1.055123040816847	0.8452103586723729
transa487ae341b096acb	0.7817338261622268	0.05897280824822095
transa48d0bb1874e421c	0.9803312402606695	0.9121678388733996
transa4967a4b85e7ef0d	0.8873496989878076	0.2625007084032365
transa4eaf652ae84d242	1.809576036062305	0.010481710217004008
transa583b99f5ce2fcbb	1.0329098392831795	0.8895471842486629
transa5f562f402b8655e	0.900113704320467	0.1216540678845612
transa617c337cb3d15f3	1.0860590965804648	0.35541616282441774
transa66e1f30412f4d4e	1.0535483266505066	0.8019768618734817
transa6712e1f98fa3ba8	0.6495050432662944	0.030615095134754352
transa68057c99ab2d27f	0.8959348097418415	0.2594886987778518
