gene	t	p	model_p	fdr	variable
CADM4	6.716065134405673	5.495996995559617e-10	6.965599064700469e-30	4.190995111549033e-9	is_normal
CADPS2	9.380309352799852	3.129049321130481e-16	2.189145185628594e-17	6.332320664664539e-15	is_normal
CAHM	3.2506552862392635	0.0014715599239738253	0.006585659949537516	0.0035231434673189174	is_normal
CALCOCO1	1.8158131081779474	0.0717396135074978	0.003392846746345328	0.11110612523877997	is_normal
CALCOCO2	-1.5319007263518225	0.12801477495473748	5.109219268953693e-7	0.1843433689620029	is_normal
CALCR	1.8800097178152746	0.062379697897334184	0.00336530406230418	0.09835026882627358	is_normal
CALCRL	-5.369683781994423	3.5880326605349564e-7	1.4111869721879031e-5	1.7520718872566363e-6	is_normal
CALD1	-4.002894223593473	1.0533798801955366e-4	1.1005352116873201e-5	3.209563085776325e-4	is_normal
CALHM2	-9.070991318780516	1.7707967444576237e-15	3.8499611603853764e-15	3.146792903265679e-14	is_normal
CALM1	-3.015360892758604	0.003096126130623345	0.22447072494123044	0.006860158715840279	is_normal
CALM2	-0.8565049849570568	0.3933191536708488	0.9483259358846814	0.47413631424547487	is_normal
CALM3	-1.2881943769083253	0.20000211638707024	0.010696975314611567	0.2694801426815465	is_normal
CALML4	1.3282134034744053	0.18647103575118268	0.6584134659290065	0.2540361403524426	is_normal
CALR	-1.253714389997849	0.2122308287007184	0.0017046039872705401	0.2835646949891461	is_normal
CALU	-5.099163500195086	1.1980039842966185e-6	4.10236083424278e-8	5.3022211516042555e-6	is_normal
CAMK1	-8.506975641488816	4.047977457870535e-14	8.019462562170446e-30	5.797164465072314e-13	is_normal
CAMK1D	-5.28598061450933	5.230624507624539e-7	1.3962643757436421e-5	2.4851638759758936e-6	is_normal
CAMK1G	2.5741118162587844	0.011188259340310829	4.675712325086589e-19	0.021707965114093376	is_normal
CAMK2D	-3.376161876162506	9.736930524923737e-4	9.579446796828862e-5	0.0024169953312880976	is_normal
CAMK2G	1.2394936541929338	0.21743050200790504	0.04063151761967154	0.2895511844920996	is_normal
CAMK2N1	3.124103321626963	0.0022064122016536075	0.023780712092721226	0.0050705741594427	is_normal
CAMK4	-3.011285626347274	0.0031351598520734693	0.008542666704139395	0.00693356444372557	is_normal
CAMKK1	-5.9809218097134575	2.0739547304711904e-8	6.323106204208406e-17	1.2473824183440042e-7	is_normal
CAMKK2	-1.19082065667339	0.23592764241374323	6.877964451127228e-4	0.3095904960326352	is_normal
CAMKMT	6.959007334306469	1.5883552384547231e-10	3.3614035443224637e-7	1.3135623251352087e-9	is_normal
CAMLG	-1.8695345323792398	0.06383329547350129	2.968549681598942e-14	0.10038375179249863	is_normal
CAMSAP1	-0.6079962205675548	0.5442672545137955	0.8268706885443378	0.6195826925121906	is_normal
CAMSAP2	0.5833540872821307	0.5606814068503083	0.07228259277068286	0.6339154673727972	is_normal
CAMSAP3	6.610065335813508	9.389434926830256e-10	7.119453711131409e-11	6.905841178960958e-9	is_normal
CAMTA1	3.965718556373552	1.2106694698070428e-4	4.269897378193765e-6	3.6384632477118464e-4	is_normal
CAMTA2	3.754220903635068	2.627052701953957e-4	1.5274307329469914e-14	7.378996746249784e-4	is_normal
CAND1	-1.0184556034435925	0.31038263490656864	0.38478629743253795	0.389831737174988	is_normal
CAND2	2.95275723844471	0.0037481621115404073	3.8245553242726457e-23	0.00815865005805181	is_normal
CANT1	-0.8164188949489523	0.41577741075471375	0.5063533611915946	0.4960744452083165	is_normal
CANX	-3.1212666569908603	0.002226241124144989	6.818987335319699e-15	0.005110309483865643	is_normal
CAP1	-6.942621633128942	1.7280736837440495e-10	4.9037123351005656e-8	1.4207709656546761e-9	is_normal
CAP2	3.206513768872441	0.0016970811141110598	0.09789063547677647	0.004009937468151083	is_normal
CAPG	-1.7144137139670912	0.08887305617566932	0.9121634863055594	0.13407548524007407	is_normal
CAPN1	-1.1690190487136505	0.2445684096743101	0.35048906807232416	0.3191460347375107	is_normal
CAPN10	0.8623940712129069	0.39008355563062513	0.4050374495869932	0.47108213779644953	is_normal
CAPN11	-5.888484884392286	3.2255593767566e-8	4.245727539605131e-6	1.879842131400083e-7	is_normal
CAPN12	2.966718418474996	0.0035926692981892885	9.232044562757287e-4	0.00785050329509745	is_normal
CAPN13	10.060627525761808	6.707973467580654e-18	4.79505456931206e-24	1.7835615491537088e-16	is_normal
CAPN14	0.15740722577903546	0.8751719513048231	0.9402564605998734	0.9041879397522301	is_normal
CAPN15	-2.191776256004406	0.030204725537888007	5.205818528827075e-5	0.05214320620849171	is_normal
CAPN2	5.370648395759796	3.572409893367766e-7	1.6555764884024833e-6	1.746181068933006e-6	is_normal
CAPN3	4.29016381834049	3.489735055448872e-5	8.900936093351823e-10	1.1728439399328763e-4	is_normal
CAPN5	4.419576466612802	2.0867462054980945e-5	2.5709459016889048e-18	7.284227775050569e-5	is_normal
CAPN7	1.2776403083895045	0.2036886597989391	0.03037953683321863	0.2737084575080242	is_normal
CAPNS1	0.14506315929057484	0.8848891797618474	0.4553697924146227	0.912025624606302	is_normal
CAPNS2	-1.5261964995517385	0.1294281316572783	0.0019647118488221277	0.18613136353856166	is_normal
CAPRIN1	-0.8164549867218851	0.41575685165571263	0.30687633148077703	0.4960744452083165	is_normal
CAPRIN2	4.852327742269196	3.4831864140585723e-6	3.797071078785688e-11	1.4157791447047417e-5	is_normal
CAPS	8.096607087643118	3.8215366929052905e-13	1.5252555752486689e-40	4.723955708458014e-12	is_normal
CAPS2	9.235590052471935	7.0495863678397e-16	7.574376107129861e-35	1.3334600147060005e-14	is_normal
CAPZA1	-7.780525366982689	2.106168360007126e-12	9.015533075639925e-14	2.316949611961001e-11	is_normal
CAPZA2	0.1963331454132108	0.8446607916730854	0.7828219771805727	0.8790960026777784	is_normal
CAPZB	-6.391950509942946	2.7920106199308502e-9	4.2536588663383694e-6	1.9025635230205775e-8	is_normal
CARD10	2.9809677323027493	0.003440107487228789	0.12965318983035398	0.007540518698091165	is_normal
CARD11	-10.188373180857509	3.2489182589035045e-18	2.11180397804295e-19	9.120270140332308e-17	is_normal
CARD14	0.16294167736169218	0.8708213245366851	0.9999934490105167	0.9009334193797055	is_normal
CARD16	-8.65668474489146	1.7719041342709335e-14	8.305620217976387e-18	2.653525298634006e-13	is_normal
CARD6	-8.562757549444303	2.9766562803841313e-14	3.1226215347417277e-15	4.328899928088047e-13	is_normal
CARD8	-6.2766317241930345	4.933009556704634e-9	4.652113801711293e-7	3.2484098445365285e-8	is_normal
CARD9	-6.806742841239797	3.4656764166618474e-10	5.623837485734592e-23	2.732977731594782e-9	is_normal
CARF	5.0921643331838995	1.2353576844730203e-6	2.2954794747606993e-5	5.447015171963017e-6	is_normal
CARHSP1	-0.8921661309553278	0.3739780269923635	7.220556612615089e-10	0.45463236338650675	is_normal
CARM1	-1.2497076691610507	0.2136865645674955	0.006575167538936482	0.2851312440001086	is_normal
CARS2	-0.49050819614171187	0.6246141360281576	0.006286215726318155	0.6909539528148833	is_normal
CASC15	4.49903999458628	1.5142539553319112e-5	5.418601657474133e-24	5.4449774785754766e-5	is_normal
CASC2	10.234329307075477	2.502565679966994e-18	2.1055010223385098e-27	7.197174604509159e-17	is_normal
CASC3	-0.16643546464971481	0.8680768881971098	0.5861673126854812	0.8987539128993955	is_normal
CASC9	9.543767153904604	1.2471420299101574e-16	6.82722035713158e-20	2.6913821570434822e-15	is_normal
CASD1	2.7513316314506335	0.006796770791157653	1.2559881624022208e-5	0.013937731954160891	is_normal
CASKIN2	4.478156617151832	1.647994865571662e-5	2.8189117529195407e-14	5.868547653920701e-5	is_normal
CASP1	-10.292276868437256	1.800509735812428e-18	5.049862236791541e-25	5.352907847482855e-17	is_normal
CASP10	-7.461386633147319	1.1533509102048706e-11	8.930882874594229e-17	1.1318259767832199e-10	is_normal
CASP12	-2.334100647447114	0.021148114374977527	0.03799858554948868	0.03802235618425406	is_normal
CASP2	-4.635082219997762	8.670867206997117e-6	4.306517335698944e-6	3.27323494993312e-5	is_normal
CASP3	-8.181494465859387	2.4079872989433965e-13	5.049776375064049e-11	3.082048775359704e-12	is_normal
CASP4	-8.868936855912105	5.460762087698667e-15	4.67962706621797e-19	8.907290239266961e-14	is_normal
CASP5	-6.8606503511054875	2.6314065262704863e-10	1.1005675763172061e-14	2.0985727656029257e-9	is_normal
CASP6	-0.6338315455952241	0.5273217885454128	0.9241455447938902	0.6039514502748664	is_normal
CASP7	-5.232325471073614	6.648130604511116e-7	4.959719366705279e-14	3.097039883595724e-6	is_normal
CASP8	-5.342817900435116	4.050971533815862e-7	1.312926201980512e-14	1.960380867257319e-6	is_normal
CASP8AP2	-2.912863884809788	0.004227211056553952	3.884290850523334e-5	0.009090471266436487	is_normal
CASP9	2.638735288863793	0.00935470160419132	5.746663529903123e-10	0.018483799075471687	is_normal
CASQ2	0.5715467899171602	0.5686313191238571	0.8322520961870081	0.6412000661943176	is_normal
CASS4	-9.032798039732725	2.1917384802290342e-15	1.0600414090168661e-14	3.860747332923444e-14	is_normal
CAST	-1.318280936048744	0.18976376495828526	0.10629692266383528	0.2577246507124283	is_normal
CASZ1	9.401580309903443	2.7764334355864024e-16	1.401686395598776e-39	5.6785921588220006e-15	is_normal
CAT	3.447220162187987	7.669053064112515e-4	7.0416255964751535e-9	0.001943746326968949	is_normal
CATIP	5.0538738608994676	1.460653775369944e-6	5.227232377354341e-7	6.362761360900541e-6	is_normal
CATIP-AS1	-2.5385111987641373	0.012330851141270163	0.3637748643905062	0.023660995953537465	is_normal
CATSPER2	2.556208810332763	0.011750389925747664	4.059641612406663e-6	0.022673763499060123	is_normal
CATSPER2P1	3.21590614041669	0.0016465581758784958	1.1610177885370583e-4	0.0039016811525945457	is_normal
CATSPER3	2.274238709547747	0.024616063801028938	0.8961621185606485	0.04359552231797158	is_normal
CAV1	-6.75033288203965	4.618540344652205e-10	2.246906321753961e-17	3.566272358182952e-9	is_normal
CAV2	-4.637123636122689	8.597931886332627e-6	2.7711043617836586e-21	3.250055154028953e-5	is_normal
CBFA2T2	4.0204145211769475	9.862051275787075e-5	5.005038710669257e-4	3.0297803919422596e-4	is_normal
CBFB	-3.610077039936538	4.3791699335525683e-4	0.012187473474248894	0.00116833136508184	is_normal
CBL	-7.416033663249297	1.465608198443609e-11	1.1773094243166664e-7	1.4126778886776564e-10	is_normal
CBLB	-3.988832076535968	1.1104336596292513e-4	6.84616542380449e-8	3.365934852978148e-4	is_normal
CBLC	8.219665422687363	1.9555232783666204e-13	4.3120468842511733e-16	2.5421802618766064e-12	is_normal
CBLL1	3.8073436850593274	2.1685081546048032e-4	3.2895796462368183e-10	6.198890324033749e-4	is_normal
CBLN3	-3.443693394989077	7.761107324789174e-4	2.7372239806301725e-7	0.0019649573198154695	is_normal
CBLN4	-1.821288239521722	0.07089834340803598	0.9982033219843791	0.11000874865734894	is_normal
CBR1	1.7378217086029828	0.08464726990364137	2.3179064792807932e-5	0.12862295961635908	is_normal
CBR3	-7.452311375262885	1.2100459837437008e-11	7.42407959322585e-15	1.183342678897726e-10	is_normal
CBR3-AS1	6.821670741554584	3.2115088297036873e-10	8.252747639850924e-19	2.5410770594151802e-9	is_normal
CBR4	7.472447244564201	1.0878011411668996e-11	2.813346649759093e-13	1.0727287390709552e-10	is_normal
CBS	1.730966967735226	0.0858673602090505	0.018607091026076286	0.13015411853995265	is_normal
CBX1	0.031976887210336674	0.9745402908321746	0.9991651973788761	0.9823477666957801	is_normal
CBX2	-4.014080117154843	1.0100054678845729e-4	0.06289587870523926	3.094802577392781e-4	is_normal
CBX3	-2.559007126099255	0.011660887939366569	5.848587091146087e-12	0.02252264704516909	is_normal
CBX4	-3.922320852003831	1.4226358062900693e-4	0.38211724716998513	4.2179221086134346e-4	is_normal
CBX5	1.4215559136902691	0.15758712008813225	0.9999189534170245	0.22026559177563576	is_normal
CBX6	2.293773282487066	0.02343319762509686	7.708304764980348e-5	0.04170505442445882	is_normal
CBX7	3.8930646713265658	1.5850061344166677e-4	9.943228723444826e-6	4.6542834853510485e-4	is_normal
CBX8	-0.15332339703562614	0.8783847020219352	7.423112949317289e-6	0.9068940743565911	is_normal
CBY1	2.1252948198665966	0.035483567145521804	0.1123519349290607	0.06004255862328209	is_normal
CC2D1A	1.7203035906979254	0.08779390405674357	0.8352384589912886	0.13261782570132175	is_normal
CC2D1B	2.37638975611329	0.018965069430117325	0.06487059260328942	0.03456489374149164	is_normal
CC2D2A	4.607826894245507	9.703828697597428e-6	9.296509326989694e-6	3.629149522466639e-5	is_normal
CC2D2B	-1.5733322196134618	0.1181104771425795	0.10938811336826358	0.17192571468786594	is_normal
CCAR1	5.909110507725884	2.9237602090588796e-8	2.4125733909868404e-15	1.7151133773457647e-7	is_normal
CCAR2	-0.9205412844345451	0.35902162945756666	0.006789527993472061	0.43952157087273297	is_normal
CCBE1	5.55091288245328	1.568314689003219e-7	2.2172290844676838e-30	8.152228180536098e-7	is_normal
CCDC102A	-0.7505574785712481	0.45429654082635507	0.9999342901309927	0.5343416119960768	is_normal
CCDC102B	-6.235068693515212	6.048842538076952e-9	3.432927719055914e-4	3.92631455764995e-8	is_normal
CCDC103	0.2214886844453535	0.8250649054641963	1.4572432449234938e-10	0.8626513316368494	is_normal
CCDC106	5.35690152088821	3.8014588209933443e-7	1.8240786267981814e-6	1.8491597412992133e-6	is_normal
CCDC107	-3.631182692839579	4.06703330799894e-4	6.530017164910015e-15	0.0010931267094472833	is_normal
CCDC110	3.7295609613672025	2.869883110863841e-4	0.5485845416228935	7.989409877181597e-4	is_normal
CCDC112	-2.758426800987799	0.006659192043011464	9.062478000749084e-9	0.013685479695219126	is_normal
CCDC113	2.247878575294325	0.026295023944864878	1.990689950421791e-15	0.04611692314014137	is_normal
CCDC115	0.6466011816820882	0.5190478375335317	7.128805191791201e-5	0.5962682095477728	is_normal
CCDC117	-2.395531382700989	0.018044250714364326	0.039264302761222974	0.03305337073532069	is_normal
CCDC12	2.67428859639191	0.008465954568585773	0.13293556325921538	0.016948747234054654	is_normal
CCDC121	8.064769135191938	4.542667585231646e-13	5.517711569527709e-12	5.552061718220672e-12	is_normal
CCDC122	4.6606443708062555	7.799233355272223e-6	1.4157321323155503e-17	2.9744735167116693e-5	is_normal
CCDC124	2.021304021551616	0.04533372783547263	0.9261606069790034	0.07452670236321515	is_normal
CCDC125	1.0944525057251968	0.27581180133128774	0.06220040257012641	0.35321155074159455	is_normal
CCDC126	0.5680563415593197	0.5709918519615594	3.344795933828606e-5	0.64342781771948	is_normal
CCDC127	-1.832460193171994	0.06920711747731792	4.3868130693294166e-23	0.10769627735965381	is_normal
CCDC134	-1.6593767036233198	0.09948812633240724	0.02023769528542421	0.14809196960771975	is_normal
CCDC136	-1.8419048940130904	0.06780364239971028	5.657740447274712e-4	0.10578929679990226	is_normal
CCDC138	-1.033774883611025	0.30319063337083596	1.9410588834959418e-5	0.3822564308651648	is_normal
CCDC14	3.0085021945142967	0.003162080446588276	0.03770809555778654	0.0069854268150685035	is_normal
CCDC141	-9.333711152830693	4.0653387508266963e-16	1.4401296095978495e-23	8.05748996858647e-15	is_normal
CCDC142	3.9508096084157702	1.2798422540127752e-4	0.004262073713364178	3.8267636417458153e-4	is_normal
CCDC144A	0.7740997386633287	0.4402992552442645	5.0149665656183485e-5	0.5205282806125986	is_normal
CCDC144CP	-1.1842983440152772	0.23848945238621402	0.03015920134511516	0.31242849893339486	is_normal
CCDC146	3.8785861856424577	1.6717454732138618e-4	1.3135533115152573e-4	4.8818363606021155e-4	is_normal
CCDC148	7.1554106238451185	5.7458267439808373e-11	2.741800216203589e-20	5.070143423680523e-10	is_normal
CCDC149	0.2661159578031281	0.7905780862960414	2.6204075107701434e-4	0.8337069813727319	is_normal
CCDC15	-5.343389460878373	4.0405412424342573e-7	1.5788958673937304e-11	1.956677222968507e-6	is_normal
CCDC150	0.14206067466444464	0.887255439744812	1.745399357357276e-4	0.9138432726855644	is_normal
CCDC152	0.09131556303780494	0.9273846033269976	2.437409265544763e-4	0.9461847545673364	is_normal
CCDC153	0.7124671748225897	0.4774722419435684	0.0012197940369941267	0.5564915088469743	is_normal
CCDC157	1.3796201276131956	0.17010900645542182	0.8326600695727231	0.23516342076069605	is_normal
CCDC158	0.34931744536278736	0.7274250186315455	1.0570770441040472e-15	0.7825094169889878	is_normal
CCDC159	3.0161746296421272	0.003088385892314669	0.5013849248829886	0.0068462378471760765	is_normal
CCDC167	-5.213042124707398	7.24397638263717e-7	1.112347442129038e-9	3.351349809065102e-6	is_normal
CCDC169	4.614086519988166	9.456559865088787e-6	2.0736268388076816e-9	3.5441979153944463e-5	is_normal
CCDC170	-7.414507422293778	1.4774596241446015e-11	7.403826408698212e-10	1.4231278895041507e-10	is_normal
CCDC171	9.552627942368343	1.1863962108844948e-16	9.537196662239892e-33	2.5760701700746227e-15	is_normal
CCDC174	3.3172314113181414	0.0011836949955818564	2.904916297657918e-7	0.0028934310282288846	is_normal
CCDC178	10.077669646634938	6.089890185515256e-18	2.6353743167768296e-20	1.640893546735774e-16	is_normal
CCDC18	-3.7111463605515502	3.0649311795020323e-4	2.7402668355461985e-11	8.470486405480023e-4	is_normal
CCDC180	1.1958181540560913	0.23397811446939487	0.9999999761326556	0.3074617296813421	is_normal
CCDC181	9.419807808790557	2.5059733586852975e-16	8.944808022226757e-39	5.147839150232247e-15	is_normal
CCDC183	1.0126988256983007	0.31311451163264076	0.7930090040362503	0.39256314038497986	is_normal
CCDC183-AS1	5.711001017785694	7.454999407352723e-8	2.017325225686642e-8	4.0877763287320846e-7	is_normal
CCDC24	8.191054923926101	2.2857338254508306e-13	6.4198099750839976e-15	2.938919805497546e-12	is_normal
CCDC25	2.38152377502894	0.01871410115524906	7.099381565162388e-6	0.03416935909299945	is_normal
CCDC28A	3.1865752013182247	0.0018091515592471115	0.03773447527406826	0.004246970476913259	is_normal
CCDC28B	0.9138629076787546	0.3625070935497483	0.6878933261991149	0.4431441493661351	is_normal
CCDC3	-1.1814135929947744	0.23962882779399247	1.9918911489069114e-6	0.3136295570978863	is_normal
CCDC30	10.69628883277164	1.8071896274803778e-19	2.145199136665645e-23	6.465702893703895e-18	is_normal
CCDC34	-0.5203562170531795	0.6037142016953798	1.7728374282953704e-8	0.6724796877947429	is_normal
CCDC40	5.160102817319018	9.160076747629629e-7	3.8694958557299297e-5	4.146604610587753e-6	is_normal
CCDC43	-1.890689298686438	0.06101841784499445	0.014973490691250304	0.09652801350153366	is_normal
CCDC47	-0.1880132810419926	0.8511639753376294	5.031967899592788e-6	0.885014590161431	is_normal
CCDC50	2.139658929597753	0.034279998503921924	0.004929374998888065	0.058243759213560134	is_normal
CCDC51	-0.4471251408823091	0.6555403814232561	3.0958511103738873e-7	0.7184534962682008	is_normal
CCDC59	0.7800623510249556	0.4367942469351387	0.0014553330277032653	0.5170352396312452	is_normal
CCDC6	1.0574152291250487	0.29231366916712437	0.28953758534368723	0.3706058682773834	is_normal
CCDC61	0.11603296138145193	0.9078082647979318	0.6373224217981929	0.9302526227117841	is_normal
CCDC65	1.956430704823062	0.05259186990160019	6.068865163582161e-7	0.08495238774109926	is_normal
CCDC66	4.15857638178595	5.8255642138979946e-5	1.189177025298873e-12	1.8653453965519323e-4	is_normal
CCDC68	0.38018985967674024	0.7044346231490195	0.7794912689468179	0.7618029451317874	is_normal
CCDC69	-7.840183066274931	1.5286231400031253e-12	2.5122036157755467e-16	1.7219310382832967e-11	is_normal
CCDC7	2.936358742526083	0.003938692823403073	0.46780620416400437	0.008520733691648158	is_normal
CCDC71	-1.0592630688221176	0.29147478967946144	1.549120640000318e-4	0.36987507754731835	is_normal
CCDC71L	-1.4906925908998818	0.13850243488947833	0.997788166007811	0.1971491224709625	is_normal
CCDC73	6.19071781130441	7.51372000411679e-9	5.511775353757609e-7	4.8238424737136134e-8	is_normal
CCDC74A	-0.6078933929452489	0.5443352428215006	4.2579453277830404e-11	0.6196100356898696	is_normal
CCDC74B	1.4179421961705123	0.1586375402200152	5.806579612546336e-6	0.2215360436805524	is_normal
CCDC77	-7.530252541601168	8.007957065987938e-12	2.679593805467172e-16	8.054827335753177e-11	is_normal
CCDC78	-1.5642574840981962	0.12022611091195537	0.8820929378136722	0.17462650535675892	is_normal
CCDC8	4.79191730658048	4.500468085933975e-6	2.0972539040960554e-19	1.789015409505827e-5	is_normal
CCDC80	-1.8973884911087073	0.060029260229461257	0.007968231112324371	0.09512339313545126	is_normal
CCDC82	-0.8449383406135157	0.39972182909245646	0.024089690688376363	0.4803294837859503	is_normal
CCDC85A	0.11753587879251058	0.9066196466662177	0.0012960386863672747	0.9293424759662587	is_normal
CCDC85B	-8.81056236324191	7.552984986768145e-15	8.297695184711443e-24	1.1945753584010851e-13	is_normal
CCDC85C	3.018307758267969	0.0030681802972596654	2.0477538132560334e-10	0.006810016813511293	is_normal
CCDC86	-2.320553924778849	0.02189280769205898	1.69602727446235e-4	0.03920120025368426	is_normal
CCDC88A	-8.938910531277633	3.699431912637082e-15	2.2175691025959003e-18	6.258390697824941e-14	is_normal
CCDC88B	-10.293001911320266	1.7931060483092674e-18	3.9234684409374508e-25	5.3421671105230855e-17	is_normal
CCDC88C	-0.24329398919647785	0.8081671317978172	2.095943380246079e-15	0.848446041964899	is_normal
CCDC89	-0.8210233146651517	0.41315948385219237	0.0036728144027969745	0.49353593680131347	is_normal
CCDC9	-0.16282678416945784	0.8709116022467277	0.3753559830090903	0.9009606738262286	is_normal
CCDC90B	-1.9009878995856713	0.059551852205347144	4.264235931999315e-4	0.09449439266723927	is_normal
CCDC91	1.1046487557219533	0.27138398187062607	0.7050262753498037	0.3484595054688713	is_normal
CCDC92	4.509990359728373	1.4483735866852352e-5	1.041145906429591e-11	5.221407158753731e-5	is_normal
CCDC93	2.8791127135884294	0.004675704389248573	0.9991712253538323	0.009959193810956906	is_normal
CCDC97	-3.11782959208901	0.002250488319318608	0.7099141054394087	0.005160924555872713	is_normal
CCHCR1	0.5584207307261664	0.5777574066386739	1.9076233286725754e-7	0.6492111772866752	is_normal
CCL13	-6.319897302030622	3.986774209758729e-9	1.4604933125976037e-12	2.667693360110162e-8	is_normal
CCL14	0.563975166696065	0.5737578549021449	1.3738214405181937e-8	0.6456636996633228	is_normal
CCL15	-1.0848894445992658	0.2800097361797101	5.80236120352911e-6	0.357677411370964	is_normal
CCL15-CCL14	2.249535695708687	0.02618660072469371	0.8678434388397458	0.0459725398545389	is_normal
CCL17	-1.226989669524829	0.22207851702207665	0.6337029240508157	0.2944553204690718	is_normal
CCL18	-6.025825407150869	1.6713593571367407e-8	9.047268053076141e-10	1.0187195528015117e-7	is_normal
CCL19	-1.3683728297511446	0.17359247225030336	1.2486451061475526e-10	0.23912660009298875	is_normal
CCL2	3.676685970744871	3.464138593434084e-4	1.9995970179801094e-10	9.460589352456028e-4	is_normal
CCL20	0.39109877578275853	0.6963744620349235	0.765278276153314	0.7543476761469861	is_normal
CCL21	1.7645953634844114	0.08001701741975975	2.9054605185776604e-19	0.12239225111030658	is_normal
CCL22	-1.2042347104157671	0.23072096530927108	9.536217720794999e-12	0.30371974246971023	is_normal
CCL23	-1.9284003812781005	0.056019555425844615	7.1421294541458515e-12	0.08963637732042719	is_normal
CCL24	-3.131131308743854	0.002157988325584206	0.5698876206178723	0.004969014948387684	is_normal
CCL26	-3.9477867622323566	1.2943194778242476e-4	0.056776449527209526	3.8643114579447666e-4	is_normal
CCL28	-3.7617387363945536	2.556987415038152e-4	3.8128111326601675e-10	7.19797575963197e-4	is_normal
CCL3	-10.071951782590853	6.290652922133207e-18	1.4620735340701422e-19	1.6853209311540143e-16	is_normal
CCL3L3	0.03659736471154888	0.970863058782243	0.6976986553517031	0.9795519599312213	is_normal
CCL4	-10.638032100291356	2.51822188648041e-19	3.5782989931148234e-23	8.697740888304397e-18	is_normal
CCL4L2	-5.446117138536036	2.5356676984639237e-7	9.24330761638291e-7	1.2711714410086665e-6	is_normal
CCL5	-3.0554036601500627	0.00273574174507001	2.031842244580174e-9	0.006149636731779643	is_normal
CCL8	-4.409040781311915	2.1767740789548966e-5	3.338256135390074e-5	7.572229158388645e-5	is_normal
CCM2	-8.386572682695796	7.846082663455573e-14	2.2812778453784825e-23	1.0766017224285876e-12	is_normal
CCM2L	-4.710196151656526	6.3446101568067356e-6	8.843190321689107e-8	2.4529011338743626e-5	is_normal
CCNA2	-6.156084818814396	8.895496457732173e-9	2.6234301633416663e-12	5.6415542791341934e-8	is_normal
CCNB1	-4.497422322905664	1.5242280909287311e-5	1.9242827144448444e-14	5.475254207842896e-5	is_normal
CCNB1IP1	5.511194517720431	1.8826906144412874e-7	1.0196802802061128e-10	9.658127462215734e-7	is_normal
CCNB2	-6.415989858980265	2.478093409258053e-9	8.792872065958956e-14	1.705974221947459e-8	is_normal
CCNC	1.6596592003852797	0.0994311359000435	0.010820674548128233	0.14803841173834262	is_normal
CCND1	-9.028925575639795	2.2396248616163052e-15	3.2147342003372014e-25	3.9303603424529234e-14	is_normal
CCND2	-6.032556132495347	1.618041335485178e-8	2.7619782562048117e-10	9.875027500934227e-8	is_normal
CCND3	-0.8602453324019728	0.3912622201018717	2.763053959757746e-5	0.47218182801024033	is_normal
CCNDBP1	-2.10297595589688	0.03742600507984132	0.006623422968195898	0.06287640243027229	is_normal
CCNE1	-4.709899300492993	6.352486862600772e-6	1.6112463992021404e-5	2.455272761046903e-5	is_normal
CCNE2	-12.523121019663105	5.526778853473126e-24	4.802807512414264e-26	4.807615284144648e-22	is_normal
CCNF	-5.669111006120774	9.066670533480911e-8	3.70848380254083e-13	4.908471807829927e-7	is_normal
CCNG1	0.09006652541860351	0.9283751328564969	0.004553676232752622	0.9468525998562461	is_normal
CCNG2	3.20340272811802	0.001714131428132331	0.07718905010115584	0.00404498846365321	is_normal
CCNH	0.8743237137383412	0.38357949839563776	0.8411494934861898	0.4645013569984814	is_normal
CCNI	-0.290493835310412	0.7719085880477915	9.19556674211283e-5	0.8185518716810504	is_normal
CCNJ	-1.6267937607748721	0.10624024703258302	1.3975127664048859e-6	0.15681759308506965	is_normal
CCNJL	2.461159415426074	0.015180787295002121	0.9992999164182472	0.02839119503134305	is_normal
CCNK	1.6902627024765315	0.09341163947876163	3.7425513312574177e-7	0.14006776160190562	is_normal
CCNL1	5.770891481185074	5.627767568814604e-8	4.917928734116273e-8	3.1445876518531084e-7	is_normal
CCNL2	2.967721219388608	0.00358173233293311	2.451465512025589e-5	0.007830246980405428	is_normal
CCNT1	1.8978145059493334	0.05997258869015268	0.3624120791852623	0.09507635502549573	is_normal
CCNT2	1.3563860246735073	0.1773640534304372	0.15639362628031267	0.24353641634431658	is_normal
CCNT2-AS1	4.9924833827245	1.907662753005064e-6	2.8567191105918767e-11	8.116782462363333e-6	is_normal
CCNY	-0.47815729903662707	0.6333538908483844	0.4997412791600259	0.6984289091349427	is_normal
CCNYL1	-2.2694729337950768	0.02491246594067247	0.9823228851930912	0.04405401807453337	is_normal
CCP110	0.8335258144506223	0.4061009604924334	3.540360126732358e-4	0.48675467681035733	is_normal
CCPG1	-1.6931932960695433	0.0928510710528128	0.7719269162751368	0.13933098639934383	is_normal
CCR1	-7.088124899317527	8.15070302726745e-11	1.2664091470097028e-15	7.033662404179601e-10	is_normal
CCR10	-6.441888907397771	2.1787571849807377e-9	1.586144302158441e-7	1.5132107565672032e-8	is_normal
CCR2	-5.40657894961056	3.0355166651954094e-7	1.0947416459119663e-10	1.500929854243288e-6	is_normal
CCR4	-5.191058137810591	7.986867443192077e-7	9.261132684678239e-14	3.660432733501739e-6	is_normal
CCR5	-7.088231971583887	8.146178003258336e-11	1.3209940329145784e-24	7.033662404179601e-10	is_normal
CCR6	-1.514598521270177	0.13233958635023352	1.8505167814004426e-5	0.18962881897985842	is_normal
