Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K379_PR013_PGM1	Tissue_area	Tissue_area	Image	Polygon	2395.3	2676.5	101682	92432	9250	9.097	1108	8348555.4	14299.7
K379_PR013_PGM1	tumour_immune	tumour_immune	Image	Polygon	2395.3	2676.5	101682	92432	9250	9.097	1108	8348555.4	14299.7
K379_PR013_PGM1	diffuse	diffuse	Image	Polygon	2395.3	2676.5	101682	92432	9250	9.097	1108	8348555.4	14299.7
K379_PR014_PGM1	Tissue_area	Tissue_area	Image	Geometry	1829.2	1976	47494	41224	6270	13.2	1430.1	4384267.1	16379.4
K379_PR014_PGM1	tumour_immune	tumour_immune	Image	Geometry	1829.2	1976	47494	41224	6270	13.2	1430.1	4384267.1	16379.4
K379_PR014_PGM1	diffuse	diffuse	Image	Geometry	1829.2	1976	47494	41224	6270	13.2	1430.1	4384267.1	16379.4
K379_PR015_PGM1	Tissue_area	Tissue_area	Image	Polygon	1398.3	1776.9	9802	6771	3031	30.92	622.52	4868955.4	10448.4
K379_PR015_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	737.11	1845.4	1662	1372	290	17.45	467.6	620186.9	5609
K379_PR015_PGM1	Fibrosis	Fibrosis	Image	Geometry	1494.8	1766.9	8140	5399	2741	33.67	645.13	4248769.1	13622.5
K379_PR015_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1085.8	1828.5	3258	2241	1017	31.22	572.41	1776701.2	9574.4
K379_PR015_PGM1	diffuse	diffuse	Image	Geometry	737.11	1845.4	1662	1372	290	17.45	467.6	620186.9	5609
K379_PR016_PGM1	Tissue_area	Tissue_area	Image	Geometry	1981.9	1766.2	39395	30728	8667	22	1376.4	6297089.8	16583.2
K379_PR016_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2574.8	1814.1	4578	2519	2059	44.98	637.72	3228687.9	14024.2
K379_PR016_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2248.5	1650.1	3317	1829	1488	44.86	777.74	1913247.2	14196.9
K379_PR016_PGM1	tumour_immune	tumour_immune	Image	Geometry	1358.1	1715.7	34817	28209	6608	18.98	2153.6	3068401.9	18699.4
K379_PR016_PGM1	diffuse	diffuse	Image	Geometry	1358.1	1715.7	34817	28209	6608	18.98	2153.6	3068401.9	18699.4
K379_PR017_PGM1	Tissue_area	Tissue_area	Image	Geometry	1697.7	2219.2	59154	50054	9100	15.38	1789.2	5086178.8	19908.6
K379_PR017_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1923.7	1819.4	742	542	200	26.95	689.8	289938.1	8088.6
K379_PR017_PGM1	tumour_immune	tumour_immune	Image	Geometry	1684	2243.4	58412	49512	8900	15.24	1855.6	4796240.7	22486.8
K379_PR017_PGM1	diffuse	diffuse	Image	Geometry	1684	2243.4	58412	49512	8900	15.24	1855.6	4796240.7	22486.8
