Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K272_PR001_PGM1	Tissue_area	Tissue_area	Image	Geometry	2149.2	2027.2	82001	68386	13615	16.6	1341.3	10150368.6	17349.9
K272_PR001_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	3154.8	1959	1137	924	213	18.73	264.03	806723.6	8434.3
K272_PR001_PGM1	tumour_immune	tumour_immune	Image	Geometry	2062.4	2033.1	80864	67462	13402	16.57	1434.3	9343645.1	21387.8
K272_PR001_PGM1	diffuse	diffuse	Image	Geometry	2062.4	2033.1	80864	67462	13402	16.57	1434.3	9343645.1	21387.8
K272_PR001_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Polygon	3154.8	1959	1137	924	213	18.73	264.03	806723.6	8434.3
K272_PR002_PGM1	Tissue_area	Tissue_area	Image	Geometry	2612	2597.8	97739	80765	16974	17.37	1059.9	16015255	18027.7
K272_PR002_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	1695.3	1104	1026	821	205	19.98	119.89	1709939.7	8404.4
K272_PR002_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	1764.5	1180.2	885	723	162	18.31	120.85	1340513.8	9067
K272_PR002_PGM1	tumour_immune	tumour_immune	Image	Geometry	2721.5	2776.4	96713	79944	16769	17.34	1172.2	14305315.2	22105.4
K272_PR002_PGM1	diffuse	diffuse	Image	Geometry	2721.5	2776.4	96713	79944	16769	17.34	1172.2	14305315.2	22105.4
K272_PR003_PGM1	Tissue_area	Tissue_area	Image	Polygon	1564.5	1633	52484	42582	9902	18.87	1583.9	6251666.7	11012.4
K272_PR003_PGM1	tumour_immune	tumour_immune	Image	Polygon	1564.5	1633	52484	42582	9902	18.87	1583.9	6251666.7	11012.4
K272_PR003_PGM1	diffuse	diffuse	Image	Polygon	1564.5	1633	52484	42582	9902	18.87	1583.9	6251666.7	11012.4
K272_PR004_PGM1	Tissue_area	Tissue_area	Image	Polygon	2501.5	2747.6	88964	70368	18596	20.9	1505.4	12352777.6	20709.5
K272_PR004_PGM1	tumour_immune	tumour_immune	Image	Polygon	2501.5	2747.6	88964	70368	18596	20.9	1505.4	12352777.6	20709.5
K272_PR004_PGM1	diffuse	diffuse	Image	Polygon	2501.5	2747.6	88964	70368	18596	20.9	1505.4	12352777.6	20709.5
K272_PR005_PGM1	Tissue_area	Tissue_area	Image	Polygon	2144.7	1980.7	83096	66978	16118	19.4	1489.4	10821822.1	17497.6
K272_PR005_PGM1	tumour_immune	tumour_immune	Image	Polygon	2144.7	1980.7	83096	66978	16118	19.4	1489.4	10821822.1	17497.6
K272_PR005_PGM1	diffuse	diffuse	Image	Polygon	2144.7	1980.7	83096	66978	16118	19.4	1489.4	10821822.1	17497.6
K272_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	2486.8	3025.4	113756	92774	20982	18.44	1452.4	14446800	17967.1
K272_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2793.3	3017.4	3132	2201	931	29.73	250.25	3720227.9	18836
K272_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2736.6	2973.3	2740	1928	812	29.64	256.26	3168600.9	18930.3
K272_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2380.5	3028.3	110624	90573	20051	18.13	1869.3	10726572.8	25289
K272_PR006_PGM1	diffuse	diffuse	Image	Geometry	2380.5	3028.3	110624	90573	20051	18.13	1869.3	10726572.8	25289
K272_PR007_PGM1	Tissue_area	Tissue_area	Image	Geometry	3026.5	1796.3	38035	32027	6008	15.8	606.1	9912611.1	28760.6
K272_PR007_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	3143.6	2209.8	2625	1916	709	27.01	127.74	5550142.8	18129.2
K272_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	3153.4	1888.3	1698	1205	493	29.03	152.19	3239402.9	16211.5
K272_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	2877.6	1270.3	35410	30111	5299	14.96	1214.7	4362468.3	28448
K272_PR007_PGM1	diffuse	diffuse	Image	Geometry	2877.6	1270.3	35410	30111	5299	14.96	1214.7	4362468.3	28448
K272_PR008_PGM1	Tissue_area	Tissue_area	Image	Polygon	2390.8	2082.8	94878	77764	17114	18.04	1278.8	13382733.3	16976.8
K272_PR008_PGM1	tumour_immune	tumour_immune	Image	Polygon	2390.8	2082.8	94878	77764	17114	18.04	1278.8	13382733.3	16976.8
K272_PR008_PGM1	diffuse	diffuse	Image	Polygon	2390.8	2082.8	94878	77764	17114	18.04	1278.8	13382733.3	16976.8
K272_PR009_PGM1	Tissue_area	Tissue_area	Image	Geometry	2057.8	1912	18470	14545	3925	21.25	427.41	9183292.3	16182.1
K272_PR009_PGM1	diffuse	diffuse	Tissue_area	Geometry	2940	1962.1	10894	8511	2383	21.87	627.63	3796795.1	21525.9
K272_PR009_PGM1	Fibrosis	Fibrosis	Image	Geometry	1435.8	1875	7584	6042	1542	20.33	285.93	5392945.5	21894
K272_PR009_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1954.4	1680.3	2444	1902	542	22.18	213.98	2532918.1	18169.5
K272_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	2940	1962.1	10894	8511	2383	21.87	627.63	3796795.1	21525.9
K272_PR010_PGM1	Tissue_area	Tissue_area	Image	Geometry	1476.8	2491.3	41651	33537	8114	19.48	883.68	9182107.7	23416.2
K272_PR010_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	589.41	2692	1541	1062	479	31.08	149.5	3204087.8	11721.1
K272_PR010_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	760.64	2357.2	819	555	264	32.23	166.3	1587472.2	10930.9
K272_PR010_PGM1	tumour_immune	tumour_immune	Image	Geometry	1952.4	2383.8	40110	32475	7635	19.04	1277.2	5978019.9	17328.3
K272_PR010_PGM1	diffuse	diffuse	Image	Geometry	1952.4	2383.8	40110	32475	7635	19.04	1277.2	5978019.9	17328.3
K272_PR011_PGM1	Tissue_area	Tissue_area	Image	Geometry	2541.5	2091	95835	82011	13824	14.42	1065.8	12970196.3	15344.1
K272_PR011_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1770.4	2530.7	1646	1427	219	13.3	53.05	4128374.2	16951
K272_PR011_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1877	2150.1	1287	1098	189	14.69	65.08	2904245.9	16716.8
K272_PR011_PGM1	aggregates	aggregates	Image	Geometry	2901.6	1885.7	94189	80584	13605	14.44	1538.7	8841904	14471.9
K272_PR011_PGM1	tumour_immune	tumour_immune	Image	Geometry	2901.6	1885.7	94189	80584	13605	14.44	1538.7	8841904	14471.9
K272_PR012_PGM1	Tissue_area	Tissue_area	Image	Geometry	1993.2	2686	13401	10712	2689	20.07	218.48	12307706.2	17608.9
K272_PR012_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	2455	1627.5	2606	2390	216	8.289	411.29	525176.8	5734.7
K272_PR012_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Polygon	2205.6	1735.6	3683	2622	1061	28.81	569.09	1864392.7	9792.2
K272_PR012_PGM1	Fibrosis	Fibrosis	Image	Geometry	1972.6	2732.3	10801	8327	2474	22.91	209.88	11787751.7	18617.8
K272_PR012_PGM1	diffuse	diffuse	Image	Geometry	2455	1627.5	2606	2390	216	8.289	411.29	525176.8	5734.7
K272_PR013_PGM1	Tissue_area	Tissue_area	Image	Geometry	2099.4	2155.2	42838	33829	9009	21.03	740.64	12163841.4	21592.1
K272_PR013_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	3241.9	2145	4071	3127	944	23.19	241.59	3907468.2	16398
K272_PR013_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2934	1955.5	2225	1731	494	22.2	244.15	2023311.7	14460
K272_PR013_PGM1	tumour_immune	tumour_immune	Image	Geometry	1558.7	2160	38767	30702	8065	20.8	976.82	8256373.3	18726.8
K272_PR013_PGM1	diffuse	diffuse	Image	Geometry	1558.7	2160	38767	30702	8065	20.8	976.82	8256373.3	18726.8
K272_PR014_PGM1	Tissue_area	Tissue_area	Image	Polygon	2358.5	2512.7	81174	66084	15090	18.59	1284.5	11747977.9	15189.6
K272_PR014_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2978.2	3199.9	3790	2866	924	24.38	388.85	2376257.1	13531.4
