Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K446_PR001_PGM1	Tissue_area	Tissue_area	Image	Polygon	1318.9	2664	7793	5835	1958	25.13	222.05	8817800	13434.2
K446_PR001_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	1348.9	2853.7	2849	1104	1745	61.25	216.84	8047394.5	13717.5
K446_PR001_PGM1	tumour_immune	tumour_immune	Image	Geometry	1005.3	682.58	4944	4731	213	4.308	276.48	770404.9	4591.7
K446_PR001_PGM1	diffuse	diffuse	Image	Geometry	1005.3	682.58	4944	4731	213	4.308	276.48	770404.9	4591.7
K446_PR001_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Polygon	1229.6	1207.1	758	386	372	49.08	372.69	998144.8	5759.7
K446_PR002_PGM1	Tissue_area	Tissue_area	Image	Polygon	1874.5	2739.9	138200	98018	40182	29.08	3196.2	12571622.1	13936.5
K446_PR002_PGM1	tumour_immune	tumour_immune	Image	Polygon	1874.5	2739.9	138200	98018	40182	29.08	3196.2	12571622.1	13936.5
K446_PR002_PGM1	diffuse	diffuse	Image	Polygon	1874.5	2739.9	138200	98018	40182	29.08	3196.2	12571622.1	13936.5
K446_PR003_PGM1	tumour_immune	tumour_immune	Image	Geometry	1887.1	2770.1	88986	69118	19868	22.33	1736.6	11440921.3	19987.9
K446_PR003_PGM1	Tissue_area	Tissue_area	Image	Geometry	1838.6	2620.7	90236	69817	20419	22.63	1630.8	12520663.8	15393.4
K446_PR003_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1314	1038.1	1253	702	551	43.97	505.65	1089677.7	11933.7
K446_PR003_PGM1	diffuse	diffuse	Image	Geometry	1887.1	2770.1	88986	69118	19868	22.33	1736.6	11440921.3	19987.9
K446_PR003_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1314	1038.1	1253	702	551	43.97	505.65	1089677.7	11933.7
K446_PR004_PGM1	Tissue_area	Tissue_area	Image	Geometry	2482.2	2540						14391723.5	16059.2
K446_PR004_PGM1	artefact	artefact	Image	Geometry	2482.2	2540						14391723.5	16059.2
K446_PR005_PGM1	artefact	artefact	Image	Polygon	1793.8	2923.3						15255866	17916.7
K446_PR005_PGM1	Tissue_area	Tissue_area	Image	Polygon	1793.8	2923.3						15255866	17916.7
K446_PR006_PGM1	Tissue_area	Tissue_area	Image	Geometry	2254.4	2629.7						12385800	15930.7
K446_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2254.4	2629.7						12385800	15930.7
K446_PR007_PGM1	Tissue_area	Tissue_area	Image	Polygon	1212.8	1846.5	38439	34462	3977	10.35	784.13	5071844.4	11423.5
K446_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	945.04	2248.1	3341	2336	1005	30.08	647.96	1551011.6	22637.2
K446_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	1330.5	1669.3	35098	32126	2972	8.468	843.84	3521978.3	24353.2
K446_PR007_PGM1	Fibrosis	Fibrosis	Image	Geometry	945.04	2248.1	3341	2336	1005	30.08	647.96	1551011.6	22637.2
K446_PR007_PGM1	artefact	artefact	Image	Geometry	1330.5	1669.3	35098	32126	2972	8.468	843.84	3521978.3	24353.2
K446_PR008_PGM1	Tissue_area	Tissue_area	Image	Geometry	1086.4	1536.7	10758	9025	1733	16.11	489.27	3542013.6	8911.3
K446_PR008_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1090.2	1510.3	2568	1764	804	31.31	307.98	2610564.8	19762.1
K446_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1045.8	1542.6	2325	1565	760	32.69	334.02	2275335.9	19016.2
K446_PR008_PGM1	tumour_immune	tumour_immune	Image	Geometry	1076.9	1610.5	8191	7262	929	11.34	995.67	933038.8	13463.2
K446_PR008_PGM1	artefact	artefact	Image	Geometry	1076.9	1610.5	8191	7262	929	11.34	995.67	933038.8	13463.2
K446_PR009_PGM1	Tissue_area	Tissue_area	Image	Polygon	1797.8	2443.9	56156	42026	14130	25.16	1503.3	9399600.2	12729
K446_PR009_PGM1	Normal kidney	Normal kidney	Image	Polygon	1797.8	2443.9	56156	42026	14130	25.16	1503.3	9399600.2	12729
K446_PR010_PGM1	Tissue_area	Tissue_area	Image	Polygon	1304.5	2520.4	74474	65670	8804	11.82	1227.1	7174546	11486.7
K446_PR010_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1269.8	959.24	764	546	218	28.53	268.15	812984.4	8370.8
K446_PR010_PGM1	tumour_immune	tumour_immune	Image	Geometry	1308.9	2719.9	73710	65124	8586	11.65	1349.7	6361561.6	15646
K446_PR010_PGM1	diffuse	diffuse	Image	Geometry	1308.9	2719.9	73710	65124	8586	11.65	1349.7	6361561.6	15646
K446_PR010_PGM1	Fibrosis	Fibrosis	Image	Geometry	1269.8	959.24	764	546	218	28.53	268.15	812984.4	8370.8
K446_PR011_PGM1	Tissue_area	Tissue_area	Image	Polygon	1526.4	2379.7	50844	41451	9393	18.47	1017.8	9228622.2	13270.5
K446_PR011_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1316.7	1409.3	5358	4216	1142	21.31	290.45	3931868.4	19049
K446_PR011_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1472.8	1455.9	4377	3421	956	21.84	317.84	3007831	19036.1
K446_PR011_PGM1	tumour_immune	tumour_immune	Image	Geometry	1682.1	3100.1	45486	37235	8251	18.14	1557.7	5296754.5	19166.7
K446_PR011_PGM1	aggregates	aggregates	Image	Geometry	1682.1	3100.1	45486	37235	8251	18.14	1557.7	5296754.5	19166.7
K446_PR012_PGM1	tumour_immune	tumour_immune	Image	Geometry	2059.9	1763.6	89946	78662	11284	12.55	1841.6	6127211.9	25862.9
K446_PR012_PGM1	Tissue_area	Tissue_area	Image	Polygon	2100.8	1691.3	93734	80300	13434	14.33	1926	6975044.4	15582.1
K446_PR012_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	2396.4	1169.1	3788	1638	2150	56.76	2535.9	847832.1	12158.4
