Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K234_PR006_PGM1	Tissue_area	Tissue_area	Image	Geometry	2670.3	3196.5	121766	77847	43919	36.07	2781.2	15791423	51404.5
K234_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	1820.9	4002.2	1693	1240	453	26.76	511.29	885986.4	3963.4
K234_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2720.8	3148.7	120073	76607	43466	36.2	2916.1	14905436.6	52654.8
K234_PR006_PGM1	aggregates	aggregates	Image	Geometry	2720.8	3148.7	120073	76607	43466	36.2	2916.1	14905436.6	52654.8
K234_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Polygon	1820.9	4002.2	1693	1240	453	26.76	511.29	885986.4	3963.4
K234_PR007_PGM1	Tissue_area	Tissue_area	Image	Polygon	2490.3	2223	62999	40462	22537	35.77	2362.5	9539444.6	21862.1
K234_PR007_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	3071	2105.5	8410	6124	2286	27.18	619.28	3691404.2	16747.8
K234_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	3061.8	2087.8	7750	5615	2135	27.55	622.89	3427558	18408.1
K234_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	2123.8	2297.1	54589	34338	20251	37.1	3462.9	5848040.1	25653.6
K234_PR007_PGM1	aggregates	aggregates	Image	Geometry	2123.8	2297.1	54589	34338	20251	37.1	3462.9	5848040.1	25653.6
K234_PR008_PGM1	Tissue_area	Tissue_area	Image	Polygon	1889.9	3091.9	101700	60334	41366	40.67	2982.4	13870222.1	19989.1
K234_PR008_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2690.6	2956.9	7889	4471	3418	43.33	1324.9	2579787.9	22243.9
K234_PR008_PGM1	tumour_immune	tumour_immune	Image	Geometry	1706.9	3122.7	93811	55863	37948	40.45	3361.1	11290433.7	34537.8
K234_PR008_PGM1	hot spots	hot spots	Image	Geometry	1706.9	3122.7	93811	55863	37948	40.45	3361.1	11290433.7	34537.8
K234_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2690.6	2956.9	7889	4471	3418	43.33	1324.9	2579787.9	22243.9
K234_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	2607.6	3378.8	79082	39066	40016	50.6	2595.7	15416021.3	52276.2
K234_PR009_PGM1	Tissue_area	Tissue_area	Image	Geometry	2607.6	3378.8	79082	39066	40016	50.6	2595.7	15416021.3	52276.2
K234_PR009_PGM1	hot spots	hot spots	Image	Geometry	2607.6	3378.8	79082	39066	40016	50.6	2595.7	15416021.3	52276.2
K234_PR010_PGM1	Tissue_area	Tissue_area	Image	Geometry	1886.7	2491	45072	24203	20869	46.3	2203.6	9470332.6	31953.6
K234_PR010_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1092.2	2878	6427	4706	1721	26.78	580.71	2963611	16710.7
K234_PR010_PGM1	hot spots	hot spots	Image	Geometry	2248.6	2314.7	38645	19497	19148	49.55	2942.8	6506721.6	33374
K234_PR010_PGM1	tumour_immune	tumour_immune	Image	Geometry	2248.6	2314.7	38645	19497	19148	49.55	2942.8	6506721.6	33374
K234_PR010_PGM1	Fibrosis	Fibrosis	Image	Geometry	1092.2	2878	6427	4706	1721	26.78	580.71	2963611	16710.7
K234_PR011_PGM1	Tissue_area	Tissue_area	Image	Polygon	2072.4	3421.5	74665	58252	16413	21.98	1111.4	14768400	20572.8
K234_PR011_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	1353.4	3193	11292	7283	4009	35.5	1718.2	2333307.1	14968.6
K234_PR011_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1759.5	3421.1	20028	16162	3866	19.3	1089.2	3549377.2	17511.1
K234_PR011_PGM1	Fibrosis	Fibrosis	Image	Geometry	2207.3	3464.4	63373	50969	12404	19.57	997.5	12435092.5	23407
K234_PR012_PGM1	Tissue_area	Tissue_area	Image	Polygon	1711.7	2448.2	76868	59860	17008	22.13	1959	8681910.8	17635
K234_PR012_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1442	2729.6	5917	4639	1278	21.6	531.02	2406676.6	20373.7
K234_PR012_PGM1	tumour_immune	tumour_immune	Image	Geometry	1815.2	2340.2	70951	55221	15730	22.17	2506.7	6275235.1	32468.5
K234_PR012_PGM1	aggregates	aggregates	Image	Geometry	1815.2	2340.2	70951	55221	15730	22.17	2506.7	6275235.1	32468.5
K234_PR012_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1442	2729.6	5917	4639	1278	21.6	531.02	2406676.6	20373.7
K234_PR013_PGM1	Tissue_area	Tissue_area	Image	Polygon	2427.2	2172.6	121990	108706	13284	10.89	1135.8	11695800	13091.2
K234_PR013_PGM1	Normal kidney	Normal kidney	Image	Polygon	2427.2	2172.6	121990	108706	13284	10.89	1135.8	11695800	13091.2
K234_PR014_PGM1	Tissue_area	Tissue_area	Image	Geometry	1892.9	1810.3	66034	46508	19526	29.57	3245	6017244.3	25017.9
K234_PR014_PGM1	tumour_immune	tumour_immune	Image	Geometry	1892.9	1810.3	66034	46508	19526	29.57	3245	6017244.3	25017.9
K234_PR014_PGM1	aggregates	aggregates	Image	Geometry	1892.9	1810.3	66034	46508	19526	29.57	3245	6017244.3	25017.9
K234_PR015_PGM1	Tissue_area	Tissue_area	Image	Geometry	2548.3	2172.9	116930	94836	22094	18.9	1709.8	12922045.3	15774.1
K234_PR015_PGM1	Normal kidney	Normal kidney	Image	Geometry	2548.3	2172.9	116930	94836	22094	18.9	1709.8	12922045.3	15774.1
K234_PR016_PGM1	Normal kidney	Normal kidney	Image	Polygon	2028.1	2997.3	121434	99882	21552	17.75	1571.3	13716444.4	16304.1
K234_PR016_PGM1	Tissue_area	Tissue_area	Image	Polygon	2028.1	2997.3	121434	99882	21552	17.75	1571.3	13716444.4	16304.1
K234_PR017_PGM1	Tissue_area	Tissue_area	Image	Polygon	2178	2248.7	163684	108746	54938	33.56	4554.1	12063422.2	12724.8
K234_PR017_PGM1	Normal kidney	Normal kidney	Image	Polygon	2178	2248.7	163684	108746	54938	33.56	4554.1	12063422.2	12724.8
K234_PR018_PGM1	Tissue_area	Tissue_area	Image	Geometry	2746.4	3359.2	102622	79404	23218	22.62	1297	17900977	25751.2
K234_PR018_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	2453.5	4205.2	44164	36396	7768	17.59	750.64	10348565.2	23777.6
K234_PR018_PGM1	tumour_immune	tumour_immune	Image	Geometry	3147.8	2200	58458	43008	15450	26.43	2045.7	7552411.8	21552.4
K234_PR018_PGM1	diffuse	diffuse	Image	Geometry	3147.8	2200	58458	43008	15450	26.43	2045.7	7552411.8	21552.4
K234_PR018_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2845.9	2972.5	12915	9368	3547	27.46	1054.5	3363759	19107.3
K234_PR019_PGM1	Tissue_area	Tissue_area	Image	Polygon	2319.7	2028.5	45146	33550	11596	25.69	1204.2	9629755.7	12227.9
K234_PR019_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	1371.5	2925.1	10555	7756	2799	26.52	1193.7	2344820.1	11187.8
K234_PR019_PGM1	Non-tumour tissue	Non-tumour tissue	Image	Geometry	2624.9	1739.9	34591	25794	8797	25.43	1207.6	7284935.4	17099.7
K234_PR019_PGM1	peri-tumoural_immune	peri-tumoural_immune	Non-tumour tissue	Geometry	1897.9	2366.9	9702	7120	2582	26.61	1515.1	1704167.2	12738.3
K234_PR019_PGM1	diffuse	diffuse	Image	Geometry	1371.5	2925.1	10555	7756	2799	26.52	1193.7	2344820.1	11187.8
K234_PR020_PGM1	Tissue_area	Tissue_area	Image	Polygon	2074.5	2440.5	43449	26753	16696	38.43	1865.8	8948666.8	17214.1
K234_PR020_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	904.85	2311.5	5186	3731	1455	28.06	1184.1	1228777.1	12592
K234_PR020_PGM1	tumour_immune	tumour_immune	Image	Geometry	2259.9	2460.2	38263	23022	15241	39.83	1972.8	7725613.7	21134.5
K234_PR020_PGM1	aggregates	aggregates	Image	Geometry	2259.9	2460.2	38263	23022	15241	39.83	1972.8	7725613.7	21134.5
K234_PR020_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	904.85	2311.5	5186	3731	1455	28.06	1184.1	1228777.1	12592
