Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K256_PR007_PGM1	Tissue_area	Tissue_area	Image	Geometry	2022.9	2560.3	47828	34918	12910	26.99	1697.5	7605353.7	20706.6
K256_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	2022.9	2560.3	47828	34918	12910	26.99	1697.5	7605353.7	20706.6
K256_PR007_PGM1	aggregates	aggregates	Image	Geometry	2022.9	2560.3	47828	34918	12910	26.99	1697.5	7605353.7	20706.6
K256_PR008_PGM1	Tissue_area	Tissue_area	Image	Polygon	2194.5	2458.6	152400	95606	56794	37.27	4588.7	12376800	16156
K256_PR008_PGM1	tumour_immune	tumour_immune	Image	Polygon	2194.5	2458.6	152400	95606	56794	37.27	4588.7	12376800	16156
K256_PR008_PGM1	hot spots	hot spots	Image	Polygon	2194.5	2458.6	152400	95606	56794	37.27	4588.7	12376800	16156
K256_PR009_PGM1	Tissue_area	Tissue_area	Image	Geometry	2039.5	2943.3	85596	50856	34740	40.59	4305.5	8068710.4	42295.8
K256_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	2039.5	2943.3	85596	50856	34740	40.59	4305.5	8068710.4	42295.8
K256_PR009_PGM1	hot spots	hot spots	Image	Geometry	2039.5	2943.3	85596	50856	34740	40.59	4305.5	8068710.4	42295.8
K256_PR011_PGM1	Tissue_area	Tissue_area	Image	Polygon	1296.9	2609.2	69061	61180	7881	11.41	1337	5894333.2	13997.4
K256_PR011_PGM1	tumour_immune	tumour_immune	Image	Geometry	1322.6	2669.5	68260	60463	7797	11.42	1379.1	5653647.6	15048.6
K256_PR011_PGM1	diffuse	diffuse	Image	Geometry	1322.6	2669.5	68260	60463	7797	11.42	1379.1	5653647.6	15048.6
K256_PR012_PGM1	Tissue_area	Tissue_area	Image	Polygon	1099.4	2069.3	46021	41869	4152	9.022	1135.1	3657688.8	10776.7
K256_PR012_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	1680.9	896.98	1639	1243	396	24.16	738.06	536540.2	4144.3
K256_PR012_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	1664.1	929.01	1506	1133	373	24.77	753.55	494991.9	3951.9
K256_PR012_PGM1	tumour_immune	tumour_immune	Image	Geometry	999.47	2270.8	44382	40626	3756	8.463	1203.4	3121149.2	9632.1
K256_PR012_PGM1	diffuse	diffuse	Image	Geometry	999.47	2270.8	44382	40626	3756	8.463	1203.4	3121149.2	9632.1
K256_PR013_PGM1	Tissue_area	Tissue_area	Image	Geometry	2021.4	4497.3	126077	116706	9371	7.433	927.3	10105688.5	27214.6
K256_PR013_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2300.4	6198.2	7981	7250	731	9.159	235.69	3101511.8	13385.3
K256_PR013_PGM1	tumour_immune	tumour_immune	Image	Geometry	1897.8	3744.2	118096	109456	8640	7.316	1233.5	7004176.7	23262.1
K256_PR013_PGM1	diffuse	diffuse	Image	Geometry	1897.8	3744.2	118096	109456	8640	7.316	1233.5	7004176.7	23262.1
K256_PR013_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2507.2	5990.3	3395	3055	340	10.01	228.95	1485011.2	12328.8
K256_PR014_PGM1	Tissue_area	Tissue_area	Image	Polygon	1497.2	2113.3	72516	64396	8120	11.2	1525.6	5322399.9	9305
K256_PR014_PGM1	tumour_immune	tumour_immune	Image	Polygon	1497.2	2113.3	72516	64396	8120	11.2	1525.6	5322399.9	9305
K256_PR014_PGM1	diffuse	diffuse	Image	Polygon	1497.2	2113.3	72516	64396	8120	11.2	1525.6	5322399.9	9305
K256_PR015_PGM1	Tissue_area	Tissue_area	Image	Polygon	1578.2	2174.4	83195	79624	3571	4.292	562.95	6343333.2	11785.4
K256_PR015_PGM1	tumour_immune	tumour_immune	Image	Polygon	1453.1	2373	80376	77203	3173	3.948	600.41	5284752.1	14215.5
K256_PR015_PGM1	diffuse	diffuse	Image	Polygon	1453.1	2373	80376	77203	3173	3.948	600.41	5284752.1	14215.5
K256_PR015_PGM1	Fibrosis	Fibrosis	Image	Polygon	2203.2	1182.7	2819	2421	398	14.12	375.98	1058580.1	8139.5
K256_PR015_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Polygon	2174.9	1249.2	2323	2011	312	13.43	340.41	916532.5	8024.6
K256_PR016_PGM1	Tissue_area	Tissue_area	Image	Polygon	1611.5	2564.4	66641	63678	2963	4.446	398.08	7443311	14932.2
K256_PR016_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2147.8	4209.3	4689	4383	306	6.526	199.34	1535060.7	9768.9
K256_PR016_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2100.2	4082.8	3431	3159	272	7.928	211.92	1283490.2	9207.4
K256_PR016_PGM1	tumour_immune	tumour_immune	Image	Geometry	1472.2	2137.1	61952	59295	2657	4.289	449.71	5908250	15819
K256_PR016_PGM1	diffuse	diffuse	Image	Geometry	1472.2	2137.1	61952	59295	2657	4.289	449.71	5908250	15819
