Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K165_PR005_PGM1	Tissue_area	Tissue_area	Image	Geometry	1790.7	2762.4	97098	73698	23400	24.1	2338.8	10005244.7	23552.4
K165_PR005_PGM1	tumour_immune	tumour_immune	Image	Geometry	1790.7	2762.4	97098	73698	23400	24.1	2338.8	10005244.7	23552.4
K165_PR005_PGM1	aggregates	aggregates	Image	Geometry	1790.7	2762.4	97098	73698	23400	24.1	2338.8	10005244.7	23552.4
K165_PR006_PGM1	Tissue_area	Tissue_area	Image	Geometry	1798.3	3043.2	17629	14668	2961	16.8	455.21	6504733.4	18664.7
K165_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1692.5	2618.8	10997	9120	1877	17.07	353.01	5317128.3	17264.4
K165_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2272.3	4943.1	6632	5548	1084	16.34	912.4	1188075.4	6746.5
K165_PR006_PGM1	diffuse	diffuse	Image	Geometry	2272.3	4943.1	6632	5548	1084	16.34	912.4	1188075.4	6746.5
K165_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2015	4328.7	4609	4027	582	12.63	495.14	1175432.8	6375.8
K165_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	2206.1	2394.2	63856	38706	25150	39.39	3269.4	7692659	14051.3
K165_PR007_PGM1	Tissue_area	Tissue_area	Image	Geometry	2206.1	2394.2	63856	38706	25150	39.39	3269.4	7692659	14051.3
K165_PR007_PGM1	aggregates	aggregates	Image	Geometry	2206.1	2394.2	63856	38706	25150	39.39	3269.4	7692659	14051.3
K165_PR008_PGM1	Tissue_area	Tissue_area	Image	Geometry	2591	2825.4	69283	44736	24547	35.43	2186	11229176.3	17605.8
K165_PR008_PGM1	haemorrhage	haemorrhage	Tissue_area	Geometry	2398.8	2121.9	29400	10818	18582	63.2	3282.6	5660739.2	17584.1
K165_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	haemorrhage	Geometry	2308.5	2183.6	20315	7817	12498	61.52	3259	3834926.1	20825.7
K165_PR008_PGM1	tumour_immune	tumour_immune	Image	Geometry	2786.5	3540.5	39883	33918	5965	14.96	1071.2	5568456	23639.6
K165_PR008_PGM1	diffuse	diffuse	Image	Geometry	2786.5	3540.5	39883	33918	5965	14.96	1071.2	5568456	23639.6
K165_PR009_PGM1	Tissue_area	Tissue_area	Image	Polygon	1598.9	1530.1	44349	40646	3703	8.35	678.95	5453977.7	10508.5
K165_PR009_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1630.2	1173.2	3374	2898	476	14.11	660.8	720339.5	13296.1
K165_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	1594.1	1584.4	40975	37748	3227	7.876	681.72	4733638.3	15661.5
K165_PR009_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1630.2	1173.2	3374	2898	476	14.11	660.8	720339.5	13296.1
K165_PR009_PGM1	diffuse	diffuse	Image	Geometry	1594.1	1584.4	40975	37748	3227	7.876	681.72	4733638.3	15661.5
K165_PR010_PGM1	Tissue_area	Tissue_area	Image	Geometry	2089.5	3033.5	39817	32922	6895	17.32	744.45	9261866.2	23608.7
K165_PR010_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2112.3	3824.3	14498	12535	1963	13.54	345.7	5678287.9	24634.7
K165_PR010_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1749.2	2586.9	5042	4203	839	16.64	420.46	1995414.7	14062.7
