Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K252_PR001_PGM1	Tissue_area	Tissue_area	Image	Polygon	2006	2220.3	147296	120656	26640	18.09	2645.2	10071177.7	16403.3
K252_PR001_PGM1	tumour_immune	tumour_immune	Image	Polygon	2006	2220.3	147296	120656	26640	18.09	2645.2	10071177.7	16403.3
K252_PR001_PGM1	diffuse	diffuse	Image	Polygon	2006	2220.3	147296	120656	26640	18.09	2645.2	10071177.7	16403.3
K252_PR002_PGM1	Tissue_area	Tissue_area	Image	Geometry	2145	1693.8	29527	18081	11446	38.76	1585.3	7220216.8	15353.3
K252_PR002_PGM1	tumour_immune	tumour_immune	Tissue_area	Polygon	3642.5	2081.9	1519	1013	506	33.31	2203.6	229626	2433.1
K252_PR002_PGM1	Fibrosis	Fibrosis	Image	Geometry	2095.8	1681.1	28008	17068	10940	39.06	1565	6990590.8	16112.1
K252_PR002_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	3343.5	1979.3	4126	2190	1936	46.92	1901.7	1018038.1	5388.3
K252_PR002_PGM1	diffuse	diffuse	Image	Polygon	3642.5	2081.9	1519	1013	506	33.31	2203.6	229626	2433.1
K252_PR003_PGM1	Tissue_area	Tissue_area	Image	Polygon	2197.4	2859.1	20519	15929	4590	22.37	327.79	14002755.6	16653.9
K252_PR003_PGM1	diffuse	diffuse	Tissue_area	Geometry	2279.3	4750.6	7436	6229	1207	16.23	664.66	1815957.7	8282.6
K252_PR003_PGM1	tumour_immune	tumour_immune	diffuse	Geometry	2279.3	4750.6	7436	6229	1207	16.23	664.66	1815957.7	8282.6
K252_PR003_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Polygon	2409.8	4091.5	3821	2946	875	22.9	502.57	1741037.5	9118.6
K252_PR003_PGM1	Fibrosis	Fibrosis	Image	Polygon	2186.5	2578.9	13084	9700	3384	25.86	277.43	12197466.7	15487.1
K252_PR004_PGM1	Tissue_area	Tissue_area	Image	Polygon	2050.2	3185.7	50198	39139	11059	22.03	1055.9	10473111.1	32602
K252_PR004_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1326.3	2533.3	3361	2330	1031	30.68	390.83	2637987.4	29271.6
K252_PR004_PGM1	tumour_immune	tumour_immune	Image	Geometry	2292.3	3398.4	46887	36851	10036	21.4	1277.6	7855267.9	37385.3
K252_PR004_PGM1	tumour_immune	tumour_immune	Image	Geometry	2292.3	3398.4	46887	36851	10036	21.4	1277.6	7855267.9	37385.3
K252_PR004_PGM1	Fibrosis	Fibrosis	Image	Geometry	1326.3	2533.3	3361	2330	1031	30.68	390.83	2637987.4	29271.6
K252_PR005_PGM1	Tissue_area	Tissue_area	Image	Geometry	2426.5	3078.4	107184	75539	31645	29.52	2528.7	12514400.4	25147.4
K252_PR005_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2828.5	3727.3	21429	13627	7802	36.41	1230.6	6339912.8	26258.8
K252_PR005_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2736.3	3695.3	20135	12600	7535	37.42	1285.9	5859696.1	30470.9
K252_PR005_PGM1	tumour_immune	tumour_immune	Image	Geometry	2013.6	2412.1	85755	61912	23843	27.8	3861.5	6174487.6	41478.3
K252_PR005_PGM1	aggregates	aggregates	Image	Geometry	2013.6	2412.1	85755	61912	23843	27.8	3861.5	6174487.6	41478.3
K252_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	2331	2258.8	97932	81180	16752	17.11	1419.3	11802911.2	16838.5
K252_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1463.9	2947.6	4895	4168	727	14.85	226.29	3212692	17305.6
K252_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1658.4	2805.9	3576	2986	590	16.5	263.14	2242192.6	15091.7
K252_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2655.2	2001.2	93037	77012	16025	17.22	1865.5	8590220.1	16654.7
K252_PR006_PGM1	diffuse	diffuse	Image	Geometry	2655.2	2001.2	93037	77012	16025	17.22	1865.5	8590220.1	16654.7
K252_PR007_PGM1	Tissue_area	Tissue_area	Image	Geometry	2879	2161.1	61002	46554	14448	23.68	1316.3	10976423.4	38463.9
K252_PR007_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2419.2	2770.3	4905	2521	2384	48.6	526.05	4531895.8	27446.2
K252_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2408.4	2710	4538	2392	2146	47.29	522.72	4105483.5	27309
K252_PR007_PGM1	tumour_immune	tumour_immune	Image	Geometry	3202.3	1732.8	56097	44033	12064	21.51	1872	6444527.5	36163.9
K252_PR007_PGM1	diffuse	diffuse	Image	Geometry	3202.3	1732.8	56097	44033	12064	21.51	1872	6444527.5	36163.9
K252_PR008_PGM1	Tissue_area	Tissue_area	Image	Geometry	2477	2702	67859	49226	18633	27.46	1379.7	13504677.4	34000.5
K252_PR008_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2923.7	2751.5	17189	12811	4378	25.47	533.88	8200419.3	42817
K252_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2678.8	2690.6	10386	7951	2435	23.45	533.59	4563438.1	39931.3
K252_PR008_PGM1	tumour_immune	tumour_immune	Image	Geometry	1786.1	2625.2	50670	36415	14255	28.13	2686.9	5305286.6	25445.2
K252_PR008_PGM1	aggregates	aggregates	Image	Geometry	1786.1	2625.2	50670	36415	14255	28.13	2686.9	5305286.6	25445.2
K252_PR009_PGM1	Tissue_area	Tissue_area	Image	Geometry	2871.3	2934.7	169757	138267	31490	18.55	1698.7	18537177.2	47557.7
K252_PR009_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2332	4459.8	13562	10963	2599	19.16	373.57	6957229.2	36522.3
K252_PR009_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2205.8	3352.3	5842	4800	1042	17.84	434.51	2398111	21227.1
K252_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	3195.2	2018.4	156195	127304	28891	18.5	2494.9	11579947.9	30803
K252_PR009_PGM1	aggregates	aggregates	Image	Geometry	3195.2	2018.4	156195	127304	28891	18.5	2494.9	11579947.9	30803
K252_PR010_PGM1	Tissue_area	Tissue_area	Image	Geometry	3132.7	1934.1	193172	136836	56336	29.16	3542.5	15902867	20530.4
K252_PR010_PGM1	tumour_immune	tumour_immune	Image	Geometry	3132.7	1934.1	193172	136836	56336	29.16	3542.5	15902867	20530.4
K252_PR010_PGM1	diffuse	diffuse	Image	Geometry	3132.7	1934.1	193172	136836	56336	29.16	3542.5	15902867	20530.4
K252_PR011_PGM1	Tissue_area	Tissue_area	Image	Geometry	2794.5	4007.3	12564	5826	6738	53.63	900.23	7484733.2	43814
K252_PR011_PGM1	diffuse	diffuse	Image	Geometry	2794.5	4007.3	12564	5826	6738	53.63	900.23	7484733.2	43814
