Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K328_PR001_PGM1	Tissue_area	Tissue_area	Image	Polygon	1798.5	2541.5	51178	40723	10455	20.43	1092.4	9570711	14075.1
K328_PR001_PGM1	tumour_immune	tumour_immune	Image	Geometry	1832.5	2539.8	26541	19989	6552	24.69	1591	4118174.9	15409.1
K328_PR001_PGM1	Normal kidney	Normal kidney	Image	Polygon	1798.5	2541.5	51178	40723	10455	20.43	1092.4	9570711	14075.1
K328_PR001_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1735.9	2496.1	20465	17135	3330	16.27	750.19	4438874.1	22753.6
K328_PR001_PGM1	aggregates	aggregates	Image	Geometry	1832.5	2539.8	26541	19989	6552	24.69	1591	4118174.9	15409.1
K328_PR002_PGM1	Tissue_area	Tissue_area	Image	Polygon	1060.4	1917.4	3		3	100	0.9402	3190755.6	9516.8
K328_PR002_PGM1	artefact	artefact	Image	Polygon	1060.4	1917.4	3		3	100	0.9402	3190755.6	9516.8
K328_PR003_PGM1	artefact	artefact	Image	Polygon	1859	2322	30	1	29	96.67	3.19	9090088.8	13084.2
K328_PR003_PGM1	Tissue_area	Tissue_area	Image	Polygon	1859	2322	30	1	29	96.67	3.19	9090088.8	13084.2
K328_PR004_PGM1	Tissue_area	Tissue_area	Image	Geometry	2116.6	4699.4	17	2	15	88.24	0.8422	17810776	26889.8
K328_PR004_PGM1	artefact	artefact	Image	Geometry	2116.6	4699.4	17	2	15	88.24	0.8422	17810776	26889.8
K328_PR005_PGM1	artefact	artefact	Image	Polygon	1928.4	2558.8						10141200	15124.3
K328_PR005_PGM1	Tissue_area	Tissue_area	Image	Polygon	1928.4	2558.8						10141200	15124.3
K328_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	1978.3	2300.5						10990511	13351.6
K328_PR006_PGM1	artefact	artefact	Image	Polygon	1978.3	2300.5						10990511	13351.6
K328_PR007_PGM1	Tissue_area	Tissue_area	Image	Polygon	1629.2	2464.6	43357	31378	11979	27.63	1068.4	11212600	16116.8
K328_PR007_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	1662.3	3077.2	24378	18585	5793	23.76	863.69	6707243.4	30183.7
K328_PR007_PGM1	diffuse	diffuse	tumour_immune	Geometry	1662.3	3077.2	24378	18585	5793	23.76	863.69	6707243.4	30183.7
K328_PR007_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	1580	1552.6	18979	12793	6186	32.59	1373	4505357.4	22604.4
K328_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1639.3	1563.2	16213	10965	5248	32.37	1357.2	3866643.5	26545
K328_PR008_PGM1	Tissue_area	Tissue_area	Image	Polygon	2283.9	4803.5	54427	39489	14938	27.45	834.77	17894777.6	32720.8
K328_PR008_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	2029	5766.2	27975	20662	7313	26.14	940.48	7775803	29363.6
K328_PR008_PGM1	hot spots	hot spots	Image	Geometry	2029	5766.2	27975	20662	7313	26.14	940.48	7775803	29363.6
K328_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1984.5	6074.3	16697	12515	4182	25.05	995.38	4201389.8	21619.2
K328_PR008_PGM1	Fibrosis	Fibrosis	Image	Polygon	3172.2	1820.8	8262	4304	3958	47.91	679.61	5823954.9	10710.1
K328_PR008_PGM1	Normal kidney	Normal kidney	Image	Geometry	1541	7105.2	18190	14523	3667	20.16	853.78	4295019.2	15013.5
K328_PR009_PGM1	Tissue_area	Tissue_area	Image	Geometry	1785.4	4583.6						19175993.4	32312.2
K328_PR009_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	1925	4975.1						8961348.3	28466.7
K328_PR009_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1954.5	4948.2						6335979.1	34268.7
K328_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	1663	4239.8						10215708.4	43178.8
K328_PR009_PGM1	aggregates	aggregates	Image	Geometry	1663	4239.8						10215708.4	43178.8
K328_PR010_PGM1	Tissue_area	Tissue_area	Image	Geometry	2305.4	3822.4	98325	60930	37395	38.03	1878.6	19906109.9	40319.9
K328_PR010_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	1809.3	2900.3	47286	27800	19486	41.21	1752.1	11121552.5	32737.8
K328_PR010_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	2072.4	3738.4	22287	12380	9907	44.45	2177.7	4549302.8	29111.6
K328_PR010_PGM1	tumour_immune	tumour_immune	Image	Geometry	2931.6	4987.2	51052	33143	17909	35.08	2027.5	8833182.4	38976.8
K328_PR010_PGM1	hot spots	hot spots	Image	Geometry	2931.6	4987.2	51052	33143	17909	35.08	2027.5	8833182.4	38976.8
K328_PR011_PGM1	Tissue_area	Tissue_area	Image	Polygon	1958.7	3183.4	106329	57850	48479	45.59	3366.2	14401533.3	19905.6
K328_PR011_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	1868.1	3351.3	59330	35734	23596	39.77	2365.6	9974427.2	29094.7
K328_PR011_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	2060.1	2800.1	27158	16061	11097	40.86	2445.8	4537226.5	30278.1
K328_PR011_PGM1	tumour_immune	tumour_immune	Image	Geometry	2163	2804.9	46999	22116	24883	52.94	5620.6	4427105.3	21674.4
K328_PR011_PGM1	hot spots	hot spots	Image	Geometry	2163	2804.9	46999	22116	24883	52.94	5620.6	4427105.3	21674.4
K328_PR012_PGM1	Tissue_area	Tissue_area	Image	Polygon	1710.4	3315.9	68762	49518	19244	27.99	1688.3	11398663.4	19173.9
K328_PR012_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	2044.7	3114.1	17903	10963	6940	38.76	1719.9	4035221.7	18953.6
K328_PR012_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	1945.3	3169.9	14514	8815	5699	39.27	1699.7	3353010.5	20134.1
K328_PR012_PGM1	tumour_immune	tumour_immune	Image	Geometry	1527.2	3426.5	50859	38555	12304	24.19	1670.9	7363526.2	20817.4
K328_PR012_PGM1	hot spots	hot spots	Image	Geometry	1527.2	3426.5	50859	38555	12304	24.19	1670.9	7363526.2	20817.4
K328_PR013_PGM1	Tissue_area	Tissue_area	Image	Geometry	2031.2	5542.4	135147	93103	42044	31.11	1739.5	24170332.1	43840.3
K328_PR013_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	1713.2	5166.4	52390	31933	20457	39.05	2024.2	10106078.3	21262.3
K328_PR013_PGM1	peri-tumoural_immune	peri-tumoural_immune	Normal kidney	Geometry	2022.3	5613.2	18836	12471	6365	33.79	1780.4	3575083.4	21641.3
K328_PR013_PGM1	aggregates	aggregates	Image	Geometry	2259.7	5812.6	82757	61170	21587	26.08	1534.9	14064253.7	41620.8
K328_PR013_PGM1	tumour_immune	tumour_immune	Image	Geometry	2259.7	5812.6	82757	61170	21587	26.08	1534.9	14064253.7	41620.8
K328_PR014_PGM1	Tissue_area	Tissue_area	Image	Geometry	2064.4	4534.3	121590	89871	31719	26.09	1558.2	20355689.3	38159.1
K328_PR014_PGM1	Normal kidney	Normal kidney	Tissue_area	Geometry	2109.8	5422	43246	32800	10446	24.15	1162.5	8986148	32925.5
