Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K520_PR001_PGM1	Tissue_area	Tissue_area	Image	Geometry	1735.6	2692.4	77236	75560	1676	2.17	138.06	12139962	17442.5
K520_PR001_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1448.3	2652	4462	4284	178	3.989	43.14	4125800.8	32272.7
K520_PR001_PGM1	tumour_immune	tumour_immune	Image	Geometry	1883.5	2713.1	72774	71276	1498	2.058	186.92	8014161.2	45803.5
K520_PR001_PGM1	Fibrosis	Fibrosis	Image	Geometry	1448.3	2652	4462	4284	178	3.989	43.14	4125800.8	32272.7
K520_PR001_PGM1	diffuse	diffuse	Image	Geometry	1883.5	2713.1	72774	71276	1498	2.058	186.92	8014161.2	45803.5
K520_PR002_PGM1	Tissue_area	Tissue_area	Image	Polygon	2369.1	2377.1	151846	147092	4754	3.131	317.46	14975244.9	19931.5
K520_PR002_PGM1	tumour_immune	tumour_immune	Image	Polygon	2369.1	2377.1	151846	147092	4754	3.131	317.46	14975244.9	19931.5
K520_PR002_PGM1	diffuse	diffuse	Image	Polygon	2369.1	2377.1	151846	147092	4754	3.131	317.46	14975244.9	19931.5
K520_PR003_PGM1	Tissue_area	Tissue_area	Image	Geometry	1918.1	2225.8	28976	21715	7261	25.06	1185.9	6122621.8	18910
K520_PR003_PGM1	Necrosis	Necrosis	Tissue_area	Geometry	2244.3	2256.5	5416	3534	1882	34.75	651.34	2889410.4	11562.1
K520_PR003_PGM1	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	2249.9	2241.9	5220	3360	1860	35.63	725.57	2563497.3	14526.9
K520_PR003_PGM1	tumour_immune	tumour_immune	Image	Geometry	1626.7	2198.4	23560	18181	5379	22.83	1663.5	3233598.7	23073.4
K520_PR003_PGM1	aggregates	aggregates	Image	Geometry	1626.7	2198.4	23560	18181	5379	22.83	1663.5	3233598.7	23073.4
K520_PR004_PGM1	Tissue_area	Tissue_area	Image	Polygon	2485.8	2702.3	34725	30197	4528	13.04	296.41	15276013.7	17925.5
K520_PR004_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	3840.1	2178.4	17837	16158	1679	9.413	547.1	3068936.6	13497.2
K520_PR004_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	3049.4	2216.8	3619	2939	680	18.79	264.95	2566544.8	16054.5
K520_PR004_PGM1	diffuse	diffuse	Image	Geometry	3840.1	2178.4	17837	16158	1679	9.413	547.1	3068936.6	13497.2
K520_PR004_PGM1	Fibrosis	Fibrosis	Image	Geometry	2145.3	2834	16888	14039	2849	16.87	233.39	12207077.3	19455.7
K520_PR005_PGM1	Tissue_area	Tissue_area	Image	Geometry	2724.8	2229.7	26073	23996	2077	7.966	154.43	13449282.7	21215.3
K520_PR005_PGM1	tumour_immune	tumour_immune	Tissue_area	Geometry	2795.4	1732.7	21168	19908	1260	5.952	259.96	4846944.4	30690.2
K520_PR005_PGM1	Fibrosis	Fibrosis	Image	Geometry	2684.9	2509.8	4905	4088	817	16.66	94.97	8602338.2	30436.8
K520_PR005_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2480.1	2075	3898	3319	579	14.85	106.94	5414103.9	33926.1
K520_PR005_PGM1	diffuse	diffuse	Image	Geometry	2795.4	1732.7	21168	19908	1260	5.952	259.96	4846944.4	30690.2
K520_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	2169.6	2410.1	106114	100738	5376	5.066	474.09	11339733.4	17173.4
K520_PR006_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2647.5	1978.5	2963	2720	243	8.201	120.59	2015019.2	15998
K520_PR006_PGM1	tumour_immune	tumour_immune	Image	Geometry	2066.3	2503.4	103151	98018	5133	4.976	550.47	9324714.1	30764.2
K520_PR006_PGM1	diffuse	diffuse	Image	Geometry	2066.3	2503.4	103151	98018	5133	4.976	550.47	9324714.1	30764.2
K520_PR006_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2647.5	1978.5	2963	2720	243	8.201	120.59	2015019.2	15998
K520_PR007_PGM1	Tissue_area	Tissue_area	Image	Geometry	2791	2295.9	32963	9107	23856	72.37	1964.9	12141132	23213.6
K520_PR007_PGM1	Necrosis	Necrosis	Tissue_area	Geometry	2777.4	2361.1	24911	4759	20152	80.9	1954.5	10310384.1	23162.6
K520_PR007_PGM1	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	3184.1	2309.7	11669	1423	10246	87.81	2048.5	5001589	26319.8
