Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K448_PR001_PGM1	Tissue_area	Tissue_area	Image	Geometry	2366.9	2528.3	92610	74332	18278	19.74	1366.4	13376444.7	24217
K448_PR001_PGM1	Necrosis	Necrosis	Tissue_area	Geometry	3505.7	2927.9	9784	2317	7467	76.32	2095.3	3563695.8	21777.6
K448_PR001_PGM1	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	3463.9	2803.8	9186	2130	7056	76.81	2220.8	3177274.6	22203.2
K448_PR001_PGM1	tumour_immune	tumour_immune	Image	Geometry	1979.7	2418.6	82910	72069	10841	13.08	1083.3	10007782.3	28590
K448_PR001_PGM1	diffuse	diffuse	Image	Geometry	1979.7	2418.6	82910	72069	10841	13.08	1083.3	10007782.3	28590
K448_PR002_PGM1	Tissue_area	Tissue_area	Image	Geometry	2549.1	2214.9	106861	59017	47844	44.77	3504.1	13653711.1	24666.5
K448_PR002_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	1775.3	1228.1	9770	4640	5130	52.51	1095.3	4683798.4	13128.5
K448_PR002_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	2198.2	1490.5	4861	2361	2500	51.43	1244.6	2008756.4	11838
K448_PR002_PGM1	tumour_immune	tumour_immune	Image	Geometry	2953.1	2730.2	97091	54377	42714	43.99	4761.9	8969912.8	26114.5
K448_PR002_PGM1	diffuse	diffuse	tumour_immune	Geometry	2953.1	2730.2	97091	54377	42714	43.99	4761.9	8969912.8	26114.5
K448_PR003_PGM1	Tissue_area	Tissue_area	Image	Geometry	2543.2	3442.5	1986	1315	671	33.79	41.73	16078756.9	44822
K448_PR003_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2411	2149.3	1986	1315	671	33.79	87.3	7686425	38193.9
K448_PR003_PGM1	tumour_immune	tumour_immune	Image	Geometry	2664.2	4627	0	0	0		0	8392331.9	27515.5
K448_PR003_PGM1	aggregates	aggregates	Image	Geometry	2664.2	4627	0	0	0		0	8392331.9	27515.5
K448_PR003_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2053.8	3913.6	1	0	1	100	0.3833	2608848.6	16828.6
K448_PR004_PGM1	Tissue_area	Tissue_area	Image	Geometry	2704	2681.7	77261	59769	17492	22.64	1121.8	15593355.3	21942.9
K448_PR004_PGM1	Necrosis	Necrosis	Tissue_area	Geometry	2753.4	3198.6	14112	6711	7401	52.44	1128.4	6558874.8	33725.6
K448_PR004_PGM1	tumour_immune	tumour_immune	Image	Geometry	2668.2	2306.4	63150	53059	10091	15.98	1116.9	9035001.8	33721.4
K448_PR004_PGM1	aggregates	aggregates	Image	Geometry	2668.2	2306.4	63150	53059	10091	15.98	1116.9	9035001.8	33721.4
K448_PR004_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2755.5	3179	10658	4176	6482	60.82	1415.6	4578890.1	32699.3
K448_PR005_PGM1	Tissue_area	Tissue_area	Image	Geometry	2571.2	3600.2	53750	33497	20253	37.68	1131.1	17905711.3	19024.1
K448_PR005_PGM1	Fibrosis	Fibrosis	Tissue_area	Geometry	2345.1	3667	9065	5237	3828	42.23	565.24	6772305.9	20749.8
K448_PR005_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2542.9	3675.3	6915	4005	2910	42.08	571.08	5095568.8	23664.6
K448_PR005_PGM1	tumour_immune	tumour_immune	Image	Geometry	2709.6	3559	44676	28255	16421	36.76	1475.5	11129057.6	26461.9
K448_PR005_PGM1	diffuse	diffuse	Image	Geometry	2709.6	3559	44676	28255	16421	36.76	1475.5	11129057.6	26461.9
K448_PR006_PGM1	Tissue_area	Tissue_area	Image	Polygon	2036.2	2499.4	57082	39358	17724	31.05	1616.5	10964533.2	13928.1
