Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K163_PR001_PGM1	Tissue_area	Tissue_area	Image	Polygon	1150	1284.2	24336	21554	2782	11.43	940.24	2958822.2	6489.2
K163_PR001_PGM1	Normal kidney	Normal kidney	Image	Polygon	1150	1284.2	24336	21554	2782	11.43	940.24	2958822.2	6489.2
K163_PR002_PGM1	Tissue_area	Tissue_area	Image	Polygon	1587.5	1311	21648	18113	3535	16.33	991.75	3564422.2	7762.6
K163_PR002_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	1410.4	1079.4	5969	5273	696	11.66	293.45	2371800.6	8742.7
K163_PR002_PGM1	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	1555.4	1338.6	3265	2816	449	13.75	357.14	1257210.6	7240.1
K163_PR002_PGM1	tumour_immune	tumour_immune	Image	Polygon	1939.8	1771.5	15679	12840	2839	18.11	2380.5	1192622.1	5409.1
K163_PR002_PGM1	diffuse	diffuse	Image	Polygon	1939.8	1771.5	15679	12840	2839	18.11	2380.5	1192622.1	5409.1
K163_PR003_PGM1	tumour_immune	tumour_immune	Image	Polygon	1198.1	1108.4	26576	25060	1516	5.704	873.95	1734644.5	6979.2
K163_PR003_PGM1	Tissue_area	Tissue_area	Image	Polygon	1198.1	1108.4	26576	25060	1516	5.704	873.95	1734644.5	6979.2
K163_PR003_PGM1	diffuse	diffuse	Image	Polygon	1198.1	1108.4	26576	25060	1516	5.704	873.95	1734644.5	6979.2
K163_PR007_PGM1	Tissue_area	Tissue_area	Image	Polygon	1157.3	1162.7	28140	23678	4462	15.86	1655.5	2695177.8	7204.1
K163_PR007_PGM1	tumour_immune	tumour_immune	Image	Polygon	1157.3	1162.7	28140	23678	4462	15.86	1655.5	2695177.8	7204.1
K163_PR007_PGM1	diffuse	diffuse	Image	Polygon	1157.3	1162.7	28140	23678	4462	15.86	1655.5	2695177.8	7204.1
K163_PR008_PGM1	Tissue_area	Tissue_area	Image	Geometry	1752.2	1567.4	37357	29563	7794	20.86	1858.5	4193645.2	14909.5
K163_PR008_PGM1	Fibrosis	Fibrosis	Tissue_area	Polygon	2720.1	2256.8	4502	3491	1011	22.46	652.99	1548266.2	8520.8
K163_PR008_PGM1	tumour_immune	tumour_immune	Image	Polygon	1185.7	1164	32855	26072	6783	20.65	2564.1	2645379	6388.7
K163_PR008_PGM1	diffuse	diffuse	Image	Polygon	1185.7	1164	32855	26072	6783	20.65	2564.1	2645379	6388.7
K163_PR008_PGM1	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2460.7	2108.2	2109	1508	601	28.5	815.09	737342	6101.8
K163_PR009_PGM1	Tissue_area	Tissue_area	Image	Polygon	1214.7	1423.1	45156	34222	10934	24.21	3332.5	3281022.2	7765.9
K163_PR009_PGM1	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1110	1093	1385	1009	376	27.15	823.1	456811	11250.9
K163_PR009_PGM1	tumour_immune	tumour_immune	Image	Geometry	1231.7	1476.5	43771	33213	10558	24.12	3738.4	2824212.2	17098.6
K163_PR009_PGM1	diffuse	diffuse	Image	Geometry	1231.7	1476.5	43771	33213	10558	24.12	3738.4	2824212.2	17098.6
K163_PR009_PGM1	Fibrosis	Fibrosis	Image	Geometry	1110	1093	1385	1009	376	27.15	823.1	456811	11250.9
K163_PR010_PGM1	tumour_immune	tumour_immune	Image	Polygon	1135.2	1380.6	40546	35762	4784	11.8	1768.7	2704822.2	9116.6
