Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K191_PR001_CD3	Tissue_area	Tissue_area	Image	Polygon	2179.6	3538.5	48262	29284	18978	39.32	1280.1	14825822.2	25471.6
K191_PR001_CD3	tumour_immune	tumour_immune	Image	Polygon	2179.6	3538.5	48262	29284	18978	39.32	1280.1	14825822.2	25471.6
K191_PR001_CD3	aggregates	aggregates	Image	Polygon	2179.6	3538.5	48262	29284	18978	39.32	1280.1	14825822.2	25471.6
K191_PR002_CD3	Tissue_area	Tissue_area	Image	Geometry	2700.2	3116	76372	65556	10816	14.16	932.37	11600509.9	43810
K191_PR002_CD3	Necrosis	Necrosis	Tissue_area	Geometry	3019.7	3878.8	36350	31902	4448	12.24	636.35	6989859.8	38520.8
K191_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	2682	3330.8	21789	19073	2716	12.47	715.09	3798105.1	33005.9
K191_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	2215.8	1959.7	40024	33656	6368	15.91	1381.1	4610853.8	38716.8
K191_PR002_CD3	diffuse	diffuse	Image	Geometry	2215.8	1959.7	40024	33656	6368	15.91	1381.1	4610853.8	38716.8
K191_PR003_CD3	Tissue_area	Tissue_area	Image	Geometry	2081.3	1743.6	64088	44528	19560	30.52	3096.3	6317154.5	20666.3
K191_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	2081.3	1743.6	64088	44528	19560	30.52	3096.3	6317154.5	20666.3
K191_PR003_CD3	aggregates	aggregates	Image	Geometry	2081.3	1743.6	64088	44528	19560	30.52	3096.3	6317154.5	20666.3
K191_PR004_CD3	Tissue_area	Tissue_area	Image	Geometry	2445.3	1955.4	60468	26204	34264	56.66	5437.9	6300933	22004.5
K191_PR004_CD3	tumour_immune	tumour_immune	Image	Geometry	2445.3	1955.4	60468	26204	34264	56.66	5437.9	6300933	22004.5
K191_PR004_CD3	hotspots	hotspots	Image	Geometry	2445.3	1955.4	60468	26204	34264	56.66	5437.9	6300933	22004.5
K191_PR005_CD3	tumour_immune	tumour_immune	Image	Polygon	1890.5	2220.1	29222	15258	13964	47.79	4225.3	3304888.7	15091.2
K191_PR005_CD3	Tissue_area	Tissue_area	Image	Polygon	1890.5	2220.1	29222	15258	13964	47.79	4225.3	3304888.7	15091.2
K191_PR005_CD3	aggregates	aggregates	Image	Polygon	1890.5	2220.1	29222	15258	13964	47.79	4225.3	3304888.7	15091.2
K191_PR006_CD3	Tissue_area	Tissue_area	Image	Geometry	2026.6	1717.8	38802	20884	17918	46.18	3809.9	4702954.6	22150
K191_PR006_CD3	tumour_immune	tumour_immune	Image	Geometry	2026.6	1717.8	38802	20884	17918	46.18	3809.9	4702954.6	22150
K191_PR006_CD3	diffuse	diffuse	Image	Geometry	2026.6	1717.8	38802	20884	17918	46.18	3809.9	4702954.6	22150
K191_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	3756.5	3796	276858	163658	113200	40.89	6271.7	18049467.7	26854.2
K191_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	3756.5	3796	276858	163658	113200	40.89	6271.7	18049467.7	26854.2
K191_PR008_CD3	diffuse	diffuse	Image	Geometry	3756.5	3796	276858	163658	113200	40.89	6271.7	18049467.7	26854.2
K191_PR009_CD3	tumour_immune	tumour_immune	Image	Geometry	2124.2	2909.6	47934	30900	17034	35.54	4809.1	3542022.1	15080.2
K191_PR009_CD3	Tissue_area	Tissue_area	Image	Geometry	2124.2	2909.6	47934	30900	17034	35.54	4809.1	3542022.1	15080.2
K191_PR009_CD3	aggregates	aggregates	Image	Geometry	2124.2	2909.6	47934	30900	17034	35.54	4809.1	3542022.1	15080.2
