Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K448_PR001_CD3	Tissue_area	Tissue_area	Image	Geometry	2432.1	2107.5	84837	77533	7304	8.609	684.39	10672223.6	25676.2
K448_PR001_CD3	Necrosis	Necrosis	Tissue_area	Geometry	3539.5	2298.4	3949	3853	96	2.431	41.27	2325907.1	17383.4
K448_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	3491.7	2281.8	3847	3762	85	2.21	39.36	2159418.3	18356
K448_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	2123.5	2054.3	80888	73680	7208	8.911	863.61	8346322.6	36885
K448_PR001_CD3	diffuse	diffuse	Image	Geometry	2123.5	2054.3	80888	73680	7208	8.911	863.61	8346322.6	36885
K448_PR002_CD3	Tissue_area	Tissue_area	Image	Polygon	2473.6	2104.5	87441	76689	10752	12.3	905.27	11877177.5	25212.3
K448_PR002_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1604.2	1247.6	6457	5344	1113	17.24	305.03	3648871.4	10235.7
K448_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1988.4	1397.2	3150	2618	532	16.89	311.85	1705944.9	10172.4
K448_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	2859.1	2484.4	80984	71345	9639	11.9	1171.4	8228305.1	27055
K448_PR002_CD3	diffuse	diffuse	Image	Geometry	2859.1	2484.4	80984	71345	9639	11.9	1171.4	8228305.1	27055
K448_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	2894.5	4536.5	54885	52319	2566	4.675	307.09	8355905.7	26127.8
K448_PR003_CD3	Necrosis	Necrosis	Image	Geometry	2593.4	1374.4	11081	10212	869	7.842	119.31	7283822	25545.3
K448_PR003_CD3	Tissue_area	Tissue_area	Image	Geometry	2758.5	3240.7	67045	63161	3884	5.793	228.32	17010951	43938.4
K448_PR003_CD3	diffuse	diffuse	Image	Geometry	2894.5	4536.5	54885	52319	2566	4.675	307.09	8355905.7	26127.8
