Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K220_PR001_CD3	Tissue_area	Tissue_area	Image	Polygon	1654.2	1686.6	31692	25210	6482	20.45	1352.4	4793111.1	12215.9
K220_PR001_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1192.6	1463.7	6732	3701	3031	45.02	2169.8	1396922.3	11849
K220_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1191.6	1486.1	6599	3614	2985	45.23	2180	1369261.5	11768
K220_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	1844	1778.2	24960	21509	3451	13.83	1016.1	3396188.9	15196.7
K220_PR001_CD3	hot spots	hot spots	Image	Geometry	1844	1778.2	24960	21509	3451	13.83	1016.1	3396188.9	15196.7
K220_PR002_CD3	Tissue_area	Tissue_area	Image	Geometry	1628.5	2316.2	23985	22334	1651	6.883	336.51	4906222.1	29224.1
K220_PR002_CD3	Non-tumour tissue	Non-tumour tissue	Tissue_area	Geometry	1606.2	2893.3	8550	7710	840	9.825	270.56	3104650	24891.8
K220_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Non-tumour tissue	Geometry	1623.2	2590.3	5475	4867	608	11.11	318.31	1910074.1	21160.1
K220_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	1667.2	1323.1	15439	14628	811	5.253	449.73	1803298.1	15553.8
K220_PR002_CD3	aggregates	aggregates	Image	Geometry	1667.2	1323.1	15439	14628	811	5.253	449.73	1803298.1	15553.8
K220_PR003_CD3	Tissue_area	Tissue_area	Image	Polygon	1555.1	2209.5	16790	14812	1978	11.78	266.82	7413113.1	13108.2
K220_PR003_CD3	Non-tumour tissue	Non-tumour tissue	Image	Polygon	1555.1	2209.5	16790	14812	1978	11.78	266.82	7413113.1	13108.2
K220_PR004_CD3	Necrosis	Necrosis	Image	Polygon	1455.8	2501.8	4870	4474	396	8.131	53.4	7416022	13949.1
K220_PR004_CD3	Tissue_area	Tissue_area	Image	Polygon	1455.8	2501.8	4870	4474	396	8.131	53.4	7416022	13949.1
K220_PR005_CD3	Tissue_area	Tissue_area	Image	Geometry	1415.7	1864.1	22076	21386	690	3.126	167.01	4131511.4	11713.6
K220_PR005_CD3	tumour_immune	tumour_immune	Image	Geometry	1415.7	1864.1	22076	21386	690	3.126	167.01	4131511.4	11713.6
K220_PR005_CD3	diffuse	diffuse	Image	Geometry	1415.7	1864.1	22076	21386	690	3.126	167.01	4131511.4	11713.6
K220_PR006_CD3	Tissue_area	Tissue_area	Image	Polygon	1678.9	1350.8	10937	7046	3891	35.58	758.49	5129911	9559.8
K220_PR006_CD3	Necrosis	Necrosis	Tissue_area	Geometry	1241	1542.1	3259	1325	1934	59.34	618.72	3125824.2	10289.4
K220_PR006_CD3	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	1721.4	1556	2248	911	1337	59.48	901.95	1482340.7	8792.7
K220_PR006_CD3	tumour_immune	tumour_immune	Image	Geometry	2362	1052.3	7678	5721	1957	25.49	976.5	2004087.3	7292.8
K220_PR006_CD3	diffuse	diffuse	Image	Geometry	2362	1052.3	7678	5721	1957	25.49	976.5	2004087.3	7292.8
K220_PR007_CD3	Tissue_area	Tissue_area	Image	Geometry	2181.8	2850.9	1596	968	628	39.35	49.17	12771295.9	15590.5
K220_PR007_CD3	Necrosis	Necrosis	Image	Geometry	2181.8	2850.9	1596	968	628	39.35	49.17	12771295.9	15590.5
K220_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	2201.6	2057.8	48525	44905	3620	7.46	348.5	10387333.4	29596.2
K220_PR008_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	2670.9	2096.1	13035	10447	2588	19.85	596.55	4338258	32110.9
K220_PR008_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2651.8	2188.5	12413	9880	2533	20.41	623.25	4064206.9	31067.4
K220_PR008_CD3	tumour_immune	tumour_immune	Image	Geometry	1865.1	2032.6	35517	34485	1032	2.906	169.98	6071418	47028.9
K220_PR008_CD3	diffuse	diffuse	Image	Geometry	1865.1	2032.6	35517	34485	1032	2.906	169.98	6071418	47028.9
K220_PR009_CD3	tumour_immune	tumour_immune	Image	Geometry	3045.3	2343.5	40625	40274	351	0.864	23.89	14692633.6	28169.4
K220_PR009_CD3	Fibrosis	Fibrosis	Image	Geometry	2402.5	4259.5	4025	3941	84	2.087	16.42	5115650.8	21717.8
K220_PR009_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2550.7	3829.6	2749	2682	67	2.437	22.65	2957913.8	21176.6
K220_PR009_CD3	diffuse	diffuse	Image	Geometry	3045.3	2343.5	40625	40274	351	0.864	23.89	14692633.6	28169.4
