Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K139_PR022_CD3	tumour_immune	tumour_immune	Image	Geometry	2114.4	2185.4	63548	46832	16716	26.3	2643.4	6323774.5	12728.4
K139_PR022_CD3	diffuse	diffuse	Image	Geometry	2114.4	2185.4	63548	46832	16716	26.3	2643.4	6323774.5	12728.4
K139_PR023_CD3	Tissue_area	Tissue_area	Image	Geometry	1570.7	3038.4	60812	47086	13726	22.57	1975.6	6947612.7	28323.4
K139_PR023_CD3	hot spots	hot spots	Image	Geometry	1570.7	3038.4	60812	47086	13726	22.57	1975.6	6947612.7	28323.4
K139_PR023_CD3	tumour_immune	tumour_immune	Image	Geometry	1570.7	3038.4	60812	47086	13726	22.57	1975.6	6947612.7	28323.4
K139_PR024_CD3	tumour_immune	tumour_immune	Image	Geometry	898.29	1294.1	14574	13658	916	6.285	897.65	1020439.1	9872.7
K139_PR024_CD3	Tissue_area	Tissue_area	Image	Geometry	898.29	1294.1	14574	13658	916	6.285	897.65	1020439.1	9872.7
K139_PR024_CD3	diffuse	diffuse	Image	Geometry	898.29	1294.1	14574	13658	916	6.285	897.65	1020439.1	9872.7
K139_PR025_CD3	Tissue_area	Tissue_area	Image	Geometry	1803.1	2151.9	69984	69956	28	0.04	4.092	6843248.2	17119.5
K139_PR025_CD3	tumour_immune	tumour_immune	Image	Geometry	1803.1	2151.9	69984	69956	28	0.04	4.092	6843248.2	17119.5
K139_PR025_CD3	artefact	artefact	Image	Geometry	1803.1	2151.9	69984	69956	28	0.04	4.092	6843248.2	17119.5
K139_PR026_CD3	tumour_immune	tumour_immune	Image	Geometry	1621.3	1453.8	20923	20920	3	0.0143	0.7742	3874972.6	20479.7
K139_PR026_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1863	2023.1	1711	1710	1	0.0584	1.142	875754.3	8877.2
K139_PR026_CD3	Tissue_area	Tissue_area	Image	Geometry	1665.9	1558.7	22634	22630	4	0.0177	0.842	4750726.9	15225.5
K139_PR026_CD3	artefact	artefact	Image	Geometry	1665.9	1558.7	22634	22630	4	0.0177	0.842	4750726.9	15225.5
K139_PR027_CD3	Tissue_area	Tissue_area	Image	Geometry	1575.2	2450.4	92308	92290	18	0.0195	2.575	6991416.3	14491
K139_PR027_CD3	tumour_immune	tumour_immune	Image	Geometry	1575.2	2450.4	92308	92290	18	0.0195	2.575	6991416.3	14491
K139_PR027_CD3	artefact	artefact	Image	Geometry	1575.2	2450.4	92308	92290	18	0.0195	2.575	6991416.3	14491
K139_PR028_CD3	Tissue_area	Tissue_area	Image	Geometry	1905.8	2009.3	52298	52288	10	0.0191	1.774	5637024.7	25354.7
K139_PR028_CD3	tumour_immune	tumour_immune	Image	Geometry	1905.8	2009.3	52298	52288	10	0.0191	1.774	5637024.7	25354.7
K139_PR028_CD3	artefact	artefact	Image	Geometry	1905.8	2009.3	52298	52288	10	0.0191	1.774	5637024.7	25354.7
K139_PR029_CD3	Tissue_area	Tissue_area	Image	Polygon	2429.5	3462.9	98086	98052	34	0.0347	4.069	8355048.2	22684
K139_PR029_CD3	tumour_immune	tumour_immune	Image	Polygon	2429.5	3462.9	98086	98052	34	0.0347	4.069	8355048.2	22684
K139_PR029_CD3	artefact	artefact	Image	Polygon	2429.5	3462.9	98086	98052	34	0.0347	4.069	8355048.2	22684
K139_PR030_CD3	Tissue_area	Tissue_area	Image	Geometry	1468	1505	25952	25949	3	0.0116	0.7501	3999286.3	10831.5
K139_PR030_CD3	artefact	artefact	Tissue_area	Geometry	1283.9	788.03	1636	1633	3	0.1834	2.308	1299811.6	6870.3
K139_PR030_CD3	tumour_immune	tumour_immune	Image	Geometry	1557.1	1850.5	24312	24312	0	0	0	2697920.8	10271.3
K139_PR030_CD3	diffuse	diffuse	tumour_immune	Geometry	1557.1	1850.5	24312	24312	0	0	0	2697920.8	10271.3
K139_PR031_CD3	Tissue_area	Tissue_area	Image	Polygon	1790.1	3242.5	76420	59170	17250	22.57	1696.1	10170583.4	17010.4
K139_PR031_CD3	tumour_immune	tumour_immune	Image	Polygon	1790.1	3242.5	76420	59170	17250	22.57	1696.1	10170583.4	17010.4
K139_PR032_CD3	Tissue_area	Tissue_area	Image	Geometry	1962.9	2368.7	43664	39772	3892	8.914	557.59	6980069.3	25635.3
K139_PR032_CD3	tumour_immune	tumour_immune	Image	Geometry	1962.9	2368.7	43664	39772	3892	8.914	557.59	6980069.3	25635.3
K139_PR033_CD3	Normal tissue	Normal tissue	Image	Geometry	1465.5	1312.6	14606	12358	2248	15.39	829.7	2709406.9	12172.4
K139_PR033_CD3	Tissue_area	Tissue_area	Image	Geometry	1465.5	1312.6	14606	12358	2248	15.39	829.7	2709406.9	12172.4
K139_PR034_CD3	Tissue_area	Tissue_area	Image	Geometry	1847.1	4860.4	137810	106896	30914	22.43	2426.1	12742130.1	22719.8
K139_PR034_CD3	tumour_immune	tumour_immune	Image	Geometry	1847.1	4860.4	137810	106896	30914	22.43	2426.1	12742130.1	22719.8
K139_PR035_CD3	Tissue_area	Tissue_area	Image	Geometry	1581	2592.3	67738	56634	11104	16.39	1415.7	7843485.1	19144.1
K139_PR035_CD3	tumour_immune	tumour_immune	Image	Geometry	1581	2592.3	67738	56634	11104	16.39	1415.7	7843485.1	19144.1
K139_PR036_CD3	tumour_immune	tumour_immune	Image	Geometry	1737.1	4233.4	93346	81930	11416	12.23	1021.3	11178362.1	31990
K139_PR036_CD3	Tissue_area	Tissue_area	Image	Geometry	1737.1	4233.4	93346	81930	11416	12.23	1021.3	11178362.1	31990
K139_PR037_CD3	Tissue_area	Tissue_area	Image	Polygon	1494.6	2984.4	92508	74144	18364	19.85	1722.1	10663466.7	15897.1
K139_PR037_CD3	tumour_immune	tumour_immune	Image	Polygon	1494.6	2984.4	92508	74144	18364	19.85	1722.1	10663466.7	15897.1
