Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K243_PR007_CD3	Tissue_area	Tissue_area	Image	Polygon	2761.7	2669.1	42028	39968	2060	4.901	128.47	16034842.2	15754.3
K243_PR007_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	2563.9	2428.8	9736	9176	560	5.752	82.43	6793934.8	23339.7
K243_PR007_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2624.6	2477.6	8208	7714	494	6.019	89.15	5541018.5	29492.9
K243_PR007_CD3	tumour_immune	tumour_immune	Image	Geometry	2907.1	2845.8	32292	30792	1500	4.645	162.32	9240907.3	24871.3
K243_PR007_CD3	diffuse	diffuse	Image	Geometry	2907.1	2845.8	32292	30792	1500	4.645	162.32	9240907.3	24871.3
K243_PR008_CD3	Tissue_area	Tissue_area	Image	Geometry	1860.6	2038.7	39529	37223	2306	5.834	365.69	6305958.4	13824.4
K243_PR008_CD3	tumour_immune	tumour_immune	Tissue_area	Geometry	2810.6	1377.2	16078	14822	1256	7.812	793.29	1583278.8	13749.6
K243_PR008_CD3	Fibrosis	Fibrosis	Image	Geometry	1542.3	2260.3	23451	22401	1050	4.477	222.31	4723151	22731
K243_PR008_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2225.3	1568	8933	8446	487	5.452	291.71	1669443.3	16486.2
K243_PR008_CD3	diffuse	diffuse	Image	Geometry	2810.6	1377.2	16078	14822	1256	7.812	793.29	1583278.8	13749.6
K243_PR009_CD3	Tissue_area	Tissue_area	Image	Geometry	2229.1	2021.6	22312	21744	568	2.546	53.09	10699125.3	14289.2
K243_PR009_CD3	tumour_immune	tumour_immune	Tissue_area	Geometry	2028.4	2467.7	11438	11032	406	3.55	94.16	4311843.1	19991.5
K243_PR009_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	2364.6	1720.5	10874	10712	162	1.49	25.36	6387282.3	18981.5
K243_PR009_CD3	diffuse	diffuse	Image	Geometry	2028.4	2467.7	11438	11032	406	3.55	94.16	4311843.1	19991.5
K243_PR009_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2385.3	1943.1	7266	7140	126	1.734	33.54	3756271.5	22984.4
K243_PR010_CD3	Tissue_area	Tissue_area	Image	Geometry	2390.4	2240.7	56004	50798	5206	9.296	510.15	10204880.5	17097.4
K243_PR010_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1931.3	1153.1	7288	6906	382	5.241	239.16	1597249	10302.3
K243_PR010_CD3	tumour_immune	tumour_immune	Image	Geometry	2475.6	2442.6	48716	43892	4824	9.902	560.43	8607631.5	15817
K243_PR010_CD3	Fibrosis	Fibrosis	Image	Geometry	1931.3	1153.1	7288	6906	382	5.241	239.16	1597249	10302.3
K243_PR010_CD3	aggregates	aggregates	Image	Geometry	2475.6	2442.6	48716	43892	4824	9.902	560.43	8607631.5	15817
K243_PR011_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2095.4	1623.1	3051	2684	367	12.03	116.55	3148782	11037.1
K243_PR011_CD3	aggregates	aggregates	Image	Geometry	2534.9	2865.6	56594	48661	7933	14.02	738.64	10739984.7	28566.4
K243_PR011_CD3	tumour_immune	tumour_immune	Image	Geometry	2534.9	2865.6	56594	48661	7933	14.02	738.64	10739984.7	28566.4
K243_PR011_CD3	Tissue_area	Tissue_area	Image	Geometry	2435.3	2583.9	59645	51345	8300	13.92	597.61	13888766.7	17529.3
K243_PR011_CD3	Fibrosis	Fibrosis	Image	Geometry	2095.4	1623.1	3051	2684	367	12.03	116.55	3148782	11037.1
K243_PR012_CD3	artefact	artefact	Image	Geometry	404.06	2311.4	12012	8501	3511	29.23	2787.4	1259575.3	9951.2
K243_PR012_CD3	tumour_immune	tumour_immune	Image	Geometry	1223.1	1861.1	23999	22531	1468	6.117	270.46	5427713.2	14990.6
K243_PR012_CD3	Fibrosis	Fibrosis	Image	Geometry	2260.9	2143.2	7550	7126	424	5.616	172.97	2451282.5	13263.3
K243_PR012_CD3	Tissue_area	Tissue_area	Image	Geometry	1388.6	1998.8	43561	38158	5403	12.4	591.23	9138571	16541.8
K243_PR012_CD3	diffuse	diffuse	Image	Geometry	1223.1	1861.1	23999	22531	1468	6.117	270.46	5427713.2	14990.6
K243_PR012_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2260.9	2143.2	7550	7126	424	5.616	172.97	2451282.5	13263.3
K243_PR013_CD3	Fibrosis	Fibrosis	Image	Geometry	2008.7	1145.8	5220	4567	653	12.51	114.65	5695534.5	14597
K243_PR013_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2353.8	1572.6	2406	2202	204	8.479	80.08	2547400.8	14298.7
K243_PR013_CD3	Tissue_area	Tissue_area	Image	Polygon	2413	2241.2	44881	42339	2542	5.664	172.87	14704560.6	14165.6
K243_PR013_CD3	diffuse	diffuse	Image	Geometry	2669.5	2937.1	39626	37750	1876	4.734	208.48	8998584	15100.4
K243_PR013_CD3	tumour_immune	tumour_immune	Image	Geometry	2669.5	2937.1	39626	37750	1876	4.734	208.48	8998584	15100.4
K243_PR014_CD3	Tissue_area	Tissue_area	Image	Polygon	2357.4	2231	145504	133732	11772	8.09	822.9	14305511	19687
K243_PR014_CD3	tumour_immune	tumour_immune	Image	Polygon	2357.4	2231	145504	133732	11772	8.09	822.9	14305511	19687
K243_PR014_CD3	diffuse	diffuse	Image	Polygon	2357.4	2231	145504	133732	11772	8.09	822.9	14305511	19687
K243_PR015_CD3	Tissue_area	Tissue_area	Image	Geometry	2495.8	2406.7	142306	111352	30954	21.75	1996.3	15505644.6	21495.5
K243_PR015_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	2811.6	3827.2	4128	3756	372	9.012	349.2	1065283.8	11443
K243_PR015_CD3	aggregates	aggregates	Image	Geometry	2472.5	2301.9	138178	107596	30582	22.13	2117.8	14440360.9	21964.9
K243_PR015_CD3	tumour_immune	tumour_immune	aggregates	Geometry	2472.5	2301.9	138178	107596	30582	22.13	2117.8	14440360.8	21964.9
K243_PR015_CD3	Fibrosis	Fibrosis	Image	Geometry	2811.6	3827.2	4128	3756	372	9.012	349.2	1065283.8	11443
K243_PR016_CD3	aggregates	aggregates	Image	Geometry	2134.3	1951.4	31369	27476	3893	12.41	515.05	7558512.1	28584.1
K243_PR016_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1692.3	3245	4487	3967	520	11.59	171.06	3039815.5	22180
K243_PR016_CD3	tumour_immune	tumour_immune	Image	Geometry	2134.3	1951.4	31369	27476	3893	12.41	515.05	7558512.1	28584.1
K243_PR016_CD3	Tissue_area	Tissue_area	Image	Geometry	2007.5	2322.4	35856	31443	4413	12.31	416.39	10598327.6	21389
K243_PR016_CD3	Fibrosis	Fibrosis	Image	Geometry	1692.3	3245	4487	3967	520	11.59	171.06	3039815.5	22180
K243_PR017_CD3	Tissue_area	Tissue_area	Image	Polygon	2874.7	2534	231466	179262	52204	22.55	2768.8	18854688.8	20869
K243_PR017_CD3	tumour_immune	tumour_immune	Image	Polygon	2874.7	2534	231466	179262	52204	22.55	2768.8	18854688.8	20869
K243_PR017_CD3	aggregates	aggregates	Image	Polygon	2874.7	2534	231466	179262	52204	22.55	2768.8	18854688.8	20869
K243_PR018_CD3	tumour_immune	tumour_immune	Image	Geometry	2264	2702.9	9053	8124	929	10.26	327.86	2833545.3	11885.3
K243_PR018_CD3	diffuse	diffuse	Image	Geometry	2264	2702.9	9053	8124	929	10.26	327.86	2833545.3	11885.3
K243_PR018_CD3	artefact	artefact	Image	Geometry	3353.3	1838	6256	6010	246	3.932	153.27	1605019.5	15553.7
K243_PR018_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	2604.2	1789.6	4024	3921	103	2.56	63.37	1625334.5	9534.2
K243_PR018_CD3	Fibrosis	Fibrosis	Image	Geometry	2721	1338.6	20730	20077	653	3.15	105.14	6210635.2	24614.8
K243_PR018_CD3	Tissue_area	Tissue_area	Image	Geometry	2694.7	1776.9	36039	34211	1828	5.072	171.66	10649200	17575.9
