Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K153_PR048_CD3	Tissue_area	Tissue_area	Image	Polygon	1924.1	2308.8	59719	43100	16619	27.83	1887.3	8805578.2	11699.6
K153_PR048_CD3	tumour_immune	tumour_immune	Image	Polygon	1924.1	2308.8	59719	43100	16619	27.83	1887.3	8805578.2	11699.6
K153_PR048_CD3	aggregates	aggregates	Image	Polygon	1924.1	2308.8	59719	43100	16619	27.83	1887.3	8805578.2	11699.6
K153_PR049_CD3	tumour_immune	tumour_immune	Image	Geometry	1791	2237.7	112444	102242	10202	9.073	1260.7	8092153.3	15115.8
K153_PR049_CD3	Tissue_area	Tissue_area	Image	Geometry	1791	2237.7	112444	102242	10202	9.073	1260.7	8092153.3	15115.8
K153_PR049_CD3	diffuse	diffuse	Image	Geometry	1791	2237.7	112444	102242	10202	9.073	1260.7	8092153.3	15115.8
K153_PR050_CD3	Tissue_area	Tissue_area	Image	Geometry	1773.9	3263.4	59944	44556	15388	25.67	1237.1	12438490.3	20311.5
K153_PR050_CD3	tumour_immune	tumour_immune	Image	Geometry	1773.9	3263.4	59944	44556	15388	25.67	1237.1	12438490.3	20311.5
K153_PR050_CD3	diffuse	diffuse	Image	Geometry	1773.9	3263.4	59944	44556	15388	25.67	1237.1	12438490.3	20311.5
K153_PR051_CD3	tumour_immune	tumour_immune	Image	Polygon	1309.2	1351.9	17272	16429	843	4.881	195.3	4316512.6	8746.2
K153_PR051_CD3	Tissue_area	Tissue_area	Image	Polygon	1514.9	2687.4	24665	23255	1410	5.717	126.57	11140480.8	15895.7
K153_PR051_CD3	Regressive	Regressive	Tissue_area	Polygon	1645	3532.2	7393	6826	567	7.669	83.09	6823968.3	12646.1
K153_PR051_CD3	peri-tumoural_immune	peri-tumoural_immune	Regressive	Polygon	1512.1	2417.9	1219	1159	60	4.922	44.91	1336129.3	6527.8
K153_PR051_CD3	diffuse	diffuse	Image	Polygon	1309.2	1351.9	17272	16429	843	4.881	195.3	4316512.6	8746.2
K153_PR052_CD3	tumour_immune	tumour_immune	Image	Geometry	1592.5	1499.9	25860	23260	2600	10.05	507.09	5127298.1	30683
K153_PR052_CD3	Tissue_area	Tissue_area	Image	Geometry	1754.6	2423.3	32622	29942	2680	8.215	267.2	10030121.4	19276.9
K153_PR052_CD3	Necrosis	Necrosis	Tissue_area	Geometry	1924.4	3387.7	6762	6682	80	1.183	16.31	4905562	33395.9
K153_PR052_CD3	peri-tumoural_immune	peri-tumoural_immune	Necrosis	Geometry	1947.1	3239.9	6230	6159	71	1.14	16.55	4289336.3	33382.4
K153_PR052_CD3	aggregates	aggregates	Image	Geometry	1592.5	1499.9	25860	23260	2600	10.05	507.09	5127298.1	30683
K153_PR053_CD3	Tissue_area	Tissue_area	Image	Polygon	1604.2	1976.8	32960	27698	5262	15.96	653.42	8053051.2	12297.8
