Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K272_PR001_CD3	tumour_immune	tumour_immune	Image	Geometry	2154.9	2375.5	44744	33679	11065	24.73	1139.7	9708781.6	19727.9
K272_PR001_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Polygon	3268.8	2258.7	1251	1092	159	12.71	220.31	721707.2	6593.7
K272_PR001_CD3	Tissue_area	Tissue_area	Image	Polygon	2232	2367.4	45995	34771	11224	24.4	1076.1	10430488.8	15925.6
K272_PR001_CD3	diffuse	diffuse	Image	Geometry	2154.9	2375.5	44744	33679	11065	24.73	1139.7	9708781.6	19727.9
K272_PR001_CD3	Fibrosis	Fibrosis	Image	Polygon	3268.8	2258.7	1251	1092	159	12.71	220.31	721707.2	6593.7
K272_PR002_CD3	tumour_immune	tumour_immune	Image	Geometry	2659.1	2798	44362	36658	7704	17.37	789	9764277.4	35263.1
K272_PR002_CD3	Fibrosis	Fibrosis	Image	Geometry	2766.4	2725.8	9645	8563	1082	11.22	181.17	5972452.6	27141.5
K272_PR002_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2784.6	2758.1	8823	7840	983	11.14	180.81	5436567.7	30067.6
K272_PR002_CD3	Tissue_area	Tissue_area	Image	Polygon	2699.8	2770.6	54007	45221	8786	16.27	558.31	15736730	19071.2
K272_PR002_CD3	diffuse	diffuse	Image	Geometry	2659.1	2798	44362	36658	7704	17.37	789	9764277.4	35263.1
K272_PR003_CD3	tumour_immune	tumour_immune	Image	Geometry	1744.9	1652.4	58350	44232	14118	24.2	2221.9	6354034.7	10764.2
K272_PR003_CD3	Tissue_area	Tissue_area	Image	Geometry	1744.9	1652.4	58350	44232	14118	24.2	2221.9	6354034.7	10764.2
K272_PR003_CD3	aggregates	aggregates	Image	Geometry	1744.9	1652.4	58350	44232	14118	24.2	2221.9	6354034.7	10764.2
K272_PR004_CD3	Tissue_area	Tissue_area	Image	Geometry	2240.9	2701.4	99544	77640	21904	22	1720.9	12728244.6	17963.1
K272_PR004_CD3	tumour_immune	tumour_immune	Image	Geometry	2240.9	2701.4	99544	77640	21904	22	1720.9	12728244.6	17963.1
K272_PR004_CD3	diffuse	diffuse	Image	Geometry	2240.9	2701.4	99544	77640	21904	22	1720.9	12728244.6	17963.1
K272_PR005_CD3	Tissue_area	Tissue_area	Image	Geometry	2054.2	2119.8						11065599.9	15112.7
K272_PR005_CD3	artefact	artefact	Image	Geometry	2054.2	2119.8						11065599.9	15112.7
K272_PR011_CD3	tumour_immune	tumour_immune	Image	Geometry	2722.7	1881.1	53970	51261	2709	5.019	299.24	9052872.5	14641.1
K272_PR011_CD3	Fibrosis	Fibrosis	Image	Geometry	1527.3	2479.5	4018	3728	290	7.218	68	4264882.5	18090.4
K272_PR011_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1669.3	2045	3089	2893	196	6.345	67.97	2883712.7	17253.3
K272_PR011_CD3	Tissue_area	Tissue_area	Image	Polygon	2339.9	2072.7	57988	54989	2999	5.172	225.19	13317755	15703
K272_PR011_CD3	diffuse	diffuse	Image	Polygon	2339.9	2072.7	57988	54989	2999	5.172	225.19	13317755	15703
K272_PR012_CD3	tumour_immune	tumour_immune	Image	Geometry	2619	1731.2	3236	2954	282	8.714	405.23	695893.4	10753.5
K272_PR012_CD3	Fibrosis	Fibrosis	Image	Geometry	1667	2466.4	12283	10372	1911	15.56	196.71	9714951.5	22287
K272_PR012_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	2513.7	2007.9	3460	2448	1012	29.25	488.25	2072710.6	14854.2
K272_PR012_CD3	diffuse	diffuse	Image	Geometry	2619	1731.2	3236	2954	282	8.714	405.23	695893.4	10753.5
K272_PR012_CD3	Tissue_area	Tissue_area	Image	Geometry	1730.6	2417.2	15519	13326	2193	14.13	210.65	10410844.9	16750.2
K272_PR013_CD3	artefact	artefact	Image	Geometry	1737.2	2297.1						10426909.9	20581.3
K272_PR013_CD3	Tissue_area	Tissue_area	Image	Geometry	1737.2	2297.1						10426909.9	20581.3
K272_PR014_CD3	artefact	artefact	Image	Polygon	2534.1	2241.9						12633133.2	14946.4
K272_PR014_CD3	Tissue_area	Tissue_area	Image	Polygon	2534.1	2241.9						12633133.2	14946.4
