Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
K163_PR011_CD3	tumour_immune	tumour_immune	Image	Geometry	1341.9	1600.3	9296	7823	1473	15.85	702.11	2097955	16388.5
K163_PR011_CD3	diffuse	diffuse	Image	Geometry	1341.9	1600.3	9296	7823	1473	15.85	702.11	2097955	16388.5
K163_PR012_CD3	Tissue_area	Tissue_area	Image	Geometry	1726.2	1583.5	23144	18553	4591	19.84	1141.6	4021399.9	12942.5
K163_PR012_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	2009.2	1468.6	3074	2623	451	14.67	509.7	884841.3	10476.8
K163_PR012_CD3	tumour_immune	tumour_immune	Image	Geometry	1646.5	1618.5	20029	15894	4135	20.65	1321.2	3129686.6	12323.7
K163_PR012_CD3	diffuse	diffuse	Image	Geometry	1646.5	1618.5	20029	15894	4135	20.65	1321.2	3129686.6	12323.7
K163_PR012_CD3	Fibrosis	Fibrosis	Image	Geometry	2009.2	1468.6	3074	2623	451	14.67	509.7	884841.3	10476.8
K163_PR013_CD3	Tissue_area	Tissue_area	Image	Polygon	1614.8	1389.1	19117	15717	3400	17.79	816.88	4162177.8	8675
K163_PR013_CD3	tumour_immune	tumour_immune	Tissue_area	Geometry	1691.8	1511	17700	14471	3229	18.24	971.78	3322780.2	10856.5
K163_PR013_CD3	Regressive	Regressive	Tissue_area	Geometry	1297.8	849.95	1382	1215	167	12.08	207.33	805469	9814
K163_PR013_CD3	aggregates	aggregates	Image	Geometry	1691.8	1511	17700	14471	3229	18.24	971.78	3322780.2	10856.5
K163_PR014_CD3	Tissue_area	Tissue_area	Image	Geometry	1550.5	2331.6	7304	6018	1286	17.61	242.83	5295889.4	13192.9
K163_PR014_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1550.5	2331.6	7304	6018	1286	17.61	242.83	5295889.4	13192.9
K163_PR015_CD3	Tissue_area	Tissue_area	Image	Geometry	1604.5	2554.2	11583	10406	1177	10.16	247.45	4756488.4	21335.9
K163_PR015_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	1284.9	2141	3164	2692	472	14.92	188.96	2497901.1	24887.2
K163_PR015_CD3	tumour_immune	tumour_immune	Image	Geometry	1955.8	3003.2	8403	7698	705	8.39	314.52	2241497	21011.6
K163_PR015_CD3	diffuse	diffuse	Image	Geometry	1955.8	3003.2	8403	7698	705	8.39	314.52	2241497	21011.6
K163_PR016_CD3	Tissue_area	Tissue_area	Image	Geometry	1192.8	1158.5	17127	15307	1820	10.63	551.41	3300622.3	11615.4
K163_PR016_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1246.9	1604.3	4621	4138	483	10.45	329.88	1464185.6	13836.5
K163_PR016_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Polygon	1289.7	1556.4	4084	3668	416	10.19	315.66	1317892.1	12655.7
K163_PR016_CD3	tumour_immune	tumour_immune	Image	Geometry	1149.1	801	12483	11146	1337	10.71	730.15	1831125.3	8402.1
K163_PR016_CD3	diffuse	diffuse	Image	Geometry	1149.1	801	12483	11146	1337	10.71	730.15	1831125.3	8402.1
K163_PR017_CD3	Tissue_area	Tissue_area	Image	Geometry	768.37	1232.3	7314	6426	888	12.14	404.3	2196385.7	8489.7
K163_PR017_CD3	artefact	artefact	Tissue_area	Geometry	288.06	887.3	2065	1969	96	4.649	267.31	359132.1	4847.9
K163_PR017_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	744.21	1372.6	1711	1573	138	8.065	150.01	919956	10369.5
K163_PR017_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	745.04	1371.7	1701	1563	138	8.113	150.22	918644.9	10325.1
K163_PR017_CD3	tumour_immune	tumour_immune	Image	Geometry	980.98	1221.6	3527	2873	654	18.54	720.66	907500.2	14590.5
K163_PR017_CD3	aggregates	aggregates	Image	Geometry	980.98	1221.6	3527	2873	654	18.54	720.66	907500.2	14590.5
K163_PR018_CD3	Tissue_area	Tissue_area	Image	Geometry	1547	1292.6	9724	8252	1472	15.14	540.24	2724715.8	19123.2
K163_PR018_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1383.7	944.94	1830	1764	66	3.607	75.81	870563.8	13221.5
K163_PR018_CD3	tumour_immune	tumour_immune	Image	Geometry	1473.1	1365.4	5201	4362	839	16.13	694.48	1208093.8	25930.1
K163_PR018_CD3	Necrosis	Necrosis	Image	Geometry	2196.8	965.23	1155	922	233	20.17	963.51	241824.8	2169
K163_PR018_CD3	diffuse	diffuse	Image	Geometry	1473.1	1365.4	5201	4362	839	16.13	694.48	1208093.8	25930.1
K163_PR018_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1383.7	944.94	1830	1764	66	3.607	75.81	870563.8	13221.5
K163_PR019_CD3	Tissue_area	Tissue_area	Image	Geometry	1370.8	1292.9	4628	4626	2	0.0432	0.6716	2977866.5	12699.3
K163_PR019_CD3	artefact	artefact	Image	Geometry	1370.8	1292.9	4628	4626	2	0.0432	0.6716	2977866.5	12699.3
K163_PR020_CD3	Tissue_area	Tissue_area	Image	Polygon	1202.4	1397.7	12677	12669	8	0.0631	2.432	3288866.6	7320.3
K163_PR020_CD3	artefact	artefact	Image	Polygon	1202.4	1397.7	12677	12669	8	0.0631	2.432	3288866.6	7320.3
K163_PR021_CD3	Tissue_area	Tissue_area	Image	Polygon	1199.3	1118.4	15947	15943	4	0.0251	1.324	3020977.8	8144.1
K163_PR021_CD3	artefact	artefact	Image	Polygon	1199.3	1118.4	15947	15943	4	0.0251	1.324	3020977.8	8144.1
K163_PR022_CD3	Tissue_area	Tissue_area	Image	Polygon	1311.6	1998.8	2300	2256	44	1.913	10.83	4061470.6	10489.7
K163_PR022_CD3	artefact	artefact	Image	Polygon	1311.6	1998.8	2300	2256	44	1.913	10.83	4061470.6	10489.7
K163_PR023_CD3	Tissue_area	Tissue_area	Image	Geometry	2267.6	2019.3	32378	27580	4798	14.82	715.41	6706642.2	16644.2
K163_PR023_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1323.5	2210.7	8994	7336	1658	18.43	826.94	2004977.4	9559.5
K163_PR023_CD3	tumour_immune	tumour_immune	Image	Geometry	2670.2	1937.6	23384	20244	3140	13.43	667.85	4701664.8	16042
K163_PR023_CD3	diffuse	diffuse	Image	Geometry	2670.2	1937.6	23384	20244	3140	13.43	667.85	4701664.8	16042
K163_PR023_CD3	peri-tumoural_immune	peri-tumoural_immune	Image	Geometry	1567.3	2060.6	5428	4566	862	15.88	693.42	1243120.4	8877.4
K163_PR024_CD3	Tissue_area	Tissue_area	Image	Geometry	1001.4	1201.5	13942	11600	2342	16.8	1093.2	2142426.4	18679.3
K163_PR024_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	957.79	1235.1	3341	2980	361	10.81	497.74	725274.6	9477.5
K163_PR024_CD3	tumour_immune	tumour_immune	Image	Geometry	1030.3	1183.3	10525	8558	1967	18.69	1377.3	1428150.9	21835.9
K163_PR024_CD3	aggregates	aggregates	Image	Geometry	1030.3	1183.3	10525	8558	1967	18.69	1377.3	1428150.9	21835.9
K163_PR024_CD3	Fibrosis	Fibrosis	Image	Geometry	957.79	1235.1	3341	2980	361	10.81	497.74	725274.6	9477.5
K163_PR025_CD3	Tissue_area	Tissue_area	Image	Polygon	1779.2	1686.3	24655	20825	3830	15.53	672.95	5691332.9	11527.5
K163_PR025_CD3	tumour_immune	tumour_immune	Image	Polygon	1779.2	1686.3	24655	20825	3830	15.53	672.95	5691332.9	11527.5
K163_PR025_CD3	aggregates	aggregates	Image	Polygon	1779.2	1686.3	24655	20825	3830	15.53	672.95	5691332.9	11527.5
K163_PR026_CD3	Tissue_area	Tissue_area	Image	Geometry	1147.8	1247.7	11901	8149	3752	31.53	1571	2388240.6	12354.6
K163_PR026_CD3	tumour_immune	tumour_immune	Image	Geometry	1147.8	1247.7	11901	8149	3752	31.53	1571	2388240.6	12354.6
K163_PR026_CD3	aggregates	aggregates	Image	Geometry	1147.8	1247.7	11901	8149	3752	31.53	1571	2388240.6	12354.6
K163_PR027_CD3	Tissue_area	Tissue_area	Image	Polygon	1483.5	1495.3	25669	21123	4546	17.71	1159.1	3921907.5	9986
K163_PR027_CD3	tumour_immune	tumour_immune	Image	Polygon	1483.5	1495.3	25669	21123	4546	17.71	1159.1	3921907.5	9986
K163_PR027_CD3	aggregates	aggregates	Image	Polygon	1483.5	1495.3	25669	21123	4546	17.71	1159.1	3921907.5	9986
K163_PR028_CD3	Tissue_area	Tissue_area	Image	Geometry	1547.2	1593.2	6355	5059	1296	20.39	320.03	4049579.3	14226.2
K163_PR028_CD3	tumour_immune	tumour_immune	Tissue_area	Geometry	1779.5	1349.3	2669	2116	553	20.72	809.52	683119.7	4134.6
K163_PR028_CD3	Fibrosis	Fibrosis	Image	Geometry	1499.8	1642.8	3684	2943	741	20.11	220.2	3365185	18313.1
K163_PR028_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1721.2	1414.5	2088	1811	277	13.27	142.75	1940404.7	15264.3
K163_PR028_CD3	diffuse	diffuse	Image	Geometry	1779.5	1349.3	2669	2116	553	20.72	809.52	683119.7	4134.6
K163_PR029_CD3	Tissue_area	Tissue_area	Image	Geometry	1235.6	1205.3	15790	12211	3579	22.67	1080.6	3311957.1	15086.4
K163_PR029_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1289.8	639.24	1389	1352	37	2.664	40.08	923175.6	10417.4
K163_PR029_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1282.1	644.94	1389	1352	37	2.664	40.68	909612.2	10140.7
K163_PR029_CD3	tumour_immune	tumour_immune	Image	Geometry	1216	1425.4	14385	10843	3542	24.62	1486.2	2383273.9	14436.8
K163_PR029_CD3	hot spots	hot spots	Image	Geometry	1216	1425.4	14385	10843	3542	24.62	1486.2	2383273.9	14436.8
K163_PR030_CD3	Tissue_area	Tissue_area	Image	Polygon	1434.6	1656.7	5823	4375	1448	24.87	472.47	3064728.9	8312.6
K163_PR030_CD3	artefact	artefact	Tissue_area	Geometry	893.69	1336.7	1111	929	182	16.38	576.56	315668	5223.9
K163_PR030_CD3	tumour_immune	tumour_immune	Image	Geometry	1324.7	2408.6	1576	850	726	46.07	1229.9	590287.6	6259.7
K163_PR030_CD3	Fibrosis	Fibrosis	Image	Geometry	1543.8	1497.9	3136	2596	540	17.22	250.15	2158694	8941.9
K163_PR030_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1468.5	1975	1298	1023	275	21.19	310.72	885045.1	6153.4
K163_PR030_CD3	diffuse	diffuse	Image	Geometry	1324.7	2408.6	1576	850	726	46.07	1229.9	590287.6	6259.7
K163_PR031_CD3	Tissue_area	Tissue_area	Image	Geometry	1753.7	1482.7	9193	5877	3316	36.07	868.32	3818857.8	17756.7
K163_PR031_CD3	tumour_immune	tumour_immune	Image	Geometry	1753.7	1482.7	9193	5877	3316	36.07	868.32	3818857.8	17756.7
K163_PR031_CD3	diffuse	diffuse	Image	Geometry	1753.7	1482.7	9193	5877	3316	36.07	868.32	3818857.8	17756.7
K163_PR032_CD3	Tissue_area	Tissue_area	Image	Geometry	1416.5	1554.9	16360	13764	2596	15.87	698.88	3714528	13633.1
K163_PR032_CD3	tumour_immune	tumour_immune	Image	Geometry	1416.5	1554.9	16360	13764	2596	15.87	698.88	3714528	13633.1
K163_PR032_CD3	diffuse	diffuse	Image	Geometry	1416.5	1554.9	16360	13764	2596	15.87	698.88	3714528	13633.1
K163_PR033_CD3	Tissue_area	Tissue_area	Image	Polygon	1370.4	1598.9	16801	13640	3161	18.81	849.68	3720237.8	7888.8
K163_PR033_CD3	peri-tumoural_immune	peri-tumoural_immune	Tissue_area	Geometry	658.52	1744	1447	1255	192	13.27	476.66	402806.7	6044.2
K163_PR033_CD3	tumour_immune	tumour_immune	Image	Geometry	1457.9	1579.3	15344	12376	2968	19.34	896.14	3312000.4	8763.1
K163_PR033_CD3	aggregates	aggregates	Image	Geometry	1457.9	1579.3	15344	12376	2968	19.34	896.14	3312000.4	8763.1
K163_PR033_CD3	Fibrosis	Fibrosis	Image	Geometry	658.52	1744	1447	1255	192	13.27	476.66	402806.7	6044.2
K163_PR034_CD3	Tissue_area	Tissue_area	Image	Polygon	1789.1	1637.7	10122	7141	2981	29.45	553.46	5386086	9247.1
K163_PR034_CD3	artefact	artefact	Tissue_area	Geometry	2138.9	2672.4	707	573	134	18.95	172.67	776065	5150.1
K163_PR034_CD3	Fibrosis	Fibrosis	Tissue_area	Geometry	1629.4	939.54	1980	1711	269	13.59	132.98	2022896.3	10128.3
K163_PR034_CD3	peri-tumoural_immune	peri-tumoural_immune	Fibrosis	Geometry	1564.1	1037.6	1519	1342	177	11.65	106.82	1657047.9	10377.6
K163_PR034_CD3	aggregates	aggregates	Image	Geometry	1809	1873.1	7435	4857	2578	34.67	996.47	2587124.6	10567.5
K163_PR034_CD3	tumour_immune	tumour_immune	Image	Geometry	1809	1873.1	7435	4857	2578	34.67	996.47	2587124.6	10567.5
K163_PR035_CD3	Tissue_area	Tissue_area	Image	Geometry	1637.7	1717.7	10574	9702	872	8.247	218.93	3983064.5	14598.4
K163_PR035_CD3	artefact	artefact	Tissue_area	Geometry	1851.8	2194.4	1804	1736	68	3.769	41.02	1657713.6	9861.4
K163_PR035_CD3	peri-tumoural_immune	peri-tumoural_immune	artefact	Geometry	1765.9	2020.9	1671	1611	60	3.591	58.1	1032779.4	6605.1
K163_PR035_CD3	tumour_immune	tumour_immune	Image	Polygon	1484.8	1377.8	8766	7962	804	9.172	345.86	2324640.6	10256.2
K163_PR035_CD3	diffuse	diffuse	Image	Polygon	1484.8	1377.8	8766	7962	804	9.172	345.86	2324640.6	10256.2
K163_PR036_CD3	Tissue_area	Tissue_area	Image	Geometry	880.83	1610.7	2368	1938	430	18.16	198.55	2165742	10056.4
K163_PR036_CD3	Non-tumour tissue	Non-tumour tissue	Image	Geometry	880.83	1610.7	2368	1938	430	18.16	198.55	2165742	10056.4
